Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
FILATEX,FILATEX INDIA,27831521526,128.05,3.51657235,4.95901639,1629587,208668615.4,122.9366991,120.7449145,113.5706041,22266734000,Process Industries,5741900000,5.86086,,9-Feb-22
PTC,PTC INDIA LTD,27721177820,97.05,3.7413148,0.88357588,783029,75992964.45,96.22494924,98.87932572,104.4890211,1.78771E+11,Utilities,18354100000,6.6398,1.23534E+11,9-Feb-22
DBREALTY,DB REALTY LTD,27038213079,115.9,4.98188406,27.50275028,1461210,169354239,97.24873441,85.72336221,67.7553656,468336000,Finance,-533778000,,35276500000,9-Feb-22
DHAMPURSUG,DHAMPUR SUGAR MILL,26790713608,416.45,3.22220845,11.20160214,857515,357112121.8,395.8167007,379.8352304,350.2099016,39944200000,Process Industries,4379445000,7.40542,26298100000,9-Feb-22
OPTIEMUS,OPTIEMUS INFRACOM,26143293595,322.95,3.89255268,13.09753108,197652,63831713.4,302.5498578,301.8459134,307.7716847,1815000000,Distribution Services,-706200000,,26461000000,9-Feb-22
FAIRCHEMOR,FAIRCHEM ORGANICS LTD,25816543016,2071.4,4.32111201,1.59399676,42338,87698933.2,2022.502544,1982.419598,1898.955758,3961542000,Process Industries,1134221000,14.9334,24482600000,9-Feb-22
TVTODAY,TV TODAY NETWORK,23121589184,408.6,5.5268595,4.95761623,176458,72100738.8,395.3418605,398.4525178,396.639134,7829800000,Consumer Services,2390300000,5.55614,15101300000,9-Feb-22
ANDHRSUGAR,ANDHRA SUGARS,21597564448,165.8,3.98243964,6.28205128,1236798,205061108.4,158.3524625,151.9181194,140.9253554,15059320000,Process Industries,2051182000,3.8279,16670300000,9-Feb-22
BAJAJHIND,BAJAJ HINDUSTHAN S,21012572734,16.95,3.03951368,3.66972477,13299919,225433627.1,16.5848808,16.37157864,15.70657623,66659300000,Process Industries,2101700000,30.4434,57524300000,9-Feb-22
NBVENTURES,NAVA BHARAT VENTUR,20886392311,141.25,5.64697083,5.05764225,1767846,249708247.5,131.981578,126.9920429,120.8503022,25433360000,Utilities,11956765000,4.23308,,9-Feb-22
HESTERBIO,HESTER BIOSCIENCES,20675936601,2495.7,3.61405767,-0.5578356,8126,20280058.2,2459.378213,2457.952496,2454.220641,2143320000,Health Technology,694350000,24.6317,,9-Feb-22
KIRIINDUS,KIRI INDUSTRIES LTD,19397766895,500.15,3.05996291,0.81636767,182990,91522448.5,495.7389447,496.2483004,492.7585505,9570286000,Process Industries,1361289000,17.4481,19857100000,9-Feb-22
JAGRAN,JAGRAN PRAKASHAN L,18227197513,79.55,15.03976862,15.28985507,5621888,447221190.4,71.28307843,70.02263054,67.4822751,12891826000,Consumer Services,3367179000,7.77461,17864700000,9-Feb-22
RPSGVENT,RPSG VENTURES LTD,17819643435,734.9,9.23820141,4.67915391,222238,163322706.2,695.6637753,700.6917411,717.8914841,55992500000,Finance,8455600000,5.15082,55343500000,9-Feb-22
MMFL,M.M. FORGINGS,16682499874,734.55,6.43338405,12.15359951,189334,139075289.7,684.193829,691.3812957,725.3418366,7825853000,Producer Manufacturing,2111001000,12.7424,,9-Feb-22
DBCORP,D B CORP LTD,15166086620,90.8,5.82750583,2.19471019,640034,58115087.2,88.63632219,90.12337334,92.44219695,15077030000,Consumer Services,3455050000,4.84927,,9-Feb-22
RAMKY,RAMKY INFRASTRUCTU,14991701226,234.8,8.42761487,-0.59271804,469010,110123548,228.1156244,226.0491136,211.2596112,10562960000,Industrial Services,1104390000,25.0928,,9-Feb-22
PATELENG,PATEL ENGINEERING,13705992462,30.1,4.87804878,-1.63398693,653248,19662764.8,29.61047318,29.72540285,28.75234213,19908520000,Industrial Services,3752900000,10.9275,32505900000,9-Feb-22
DYNAMATECH,DYNAMATIC TECHNOLO,13483810692,2326.75,9.33461773,4.84161673,36472,84861226,2205.461815,2198.211509,2229.751662,11128100000,Producer Manufacturing,1650900000,8.74416,25251900000,9-Feb-22
ITDCEM,ITD CEMENTATION IN,13073034758,79.2,4.07358739,0.06317119,1430268,113277225.6,77.52821162,78.04519817,78.69649194,27183146000,Industrial Services,3133884000,6.85501,17366600000,9-Feb-22
AVADHSUGAR,AVADH SUGAR ENERGY,12590585042,649.25,3.07191618,2.24409449,160048,103911164,637.6397188,613.4738354,550.4494261,26518605000,Process Industries,3249298000,8.49158,,9-Feb-22
LUMAXTECH,LUMAX AUTO TECHNOL,12302464775,198.4,10.03882418,1.92653481,1203181,238711110.4,191.2673727,188.325875,175.5127486,11079285000,Producer Manufacturing,1415768000,10.8806,9769010000,9-Feb-22
MONTECARLO,MONTE CARLO FASHIO,11690812073,582.2,3.23610249,-10.26510481,58977,34336409.4,605.1402477,615.8649798,597.2347763,6218785000,Consumer Non-Durables,1582878000,3.16085,,9-Feb-22
ARSHIYA,ARSHIYA LTD,11264750510,46,6.97674419,23.15930388,3334493,153386678,40.56470566,38.86256328,36.33148761,2280841000,Commercial Services,806386000,29.1454,26330200000,9-Feb-22
PRAKASH,PRAKASH INDUSTRIES,11049350167,64.85,5.44715447,8.35421888,3573683,231753342.6,61.07631741,60.14230259,60.08698119,32158600000,Non-Energy Minerals,3865600000,5.7635,,9-Feb-22
ZEEMEDIA,ZEE MEDIA CORP,11020054412,18.35,3.96600567,26.11683849,15511455,284635199.3,16.08351228,15.50603745,14.52612074,6490650000,Consumer Services,2161300000,3.06634,9469700000,9-Feb-22
KHAICHEM,KHAITAN CHEM & FERT LTD,10018985111,110.7,7.21549637,-0.62836625,452778,50122524.6,106.9421272,100.6644225,86.27579135,4871528000,Process Industries,914657000,4.69992,6838390000,9-Feb-22
UNIVPHOTO,UNIVERSUS IMAGINGS LTD,9882046558,937.05,3.30742517,13.25235678,27513,25781056.65,852.9992268,803.6860776,717.6879669,469595000,Consumer Durables,101400000,2.23304,2262680000,9-Feb-22
CEREBRAINT,CEREBRA INTEGRATED,9755511452,82.95,3.17164179,-1.95035461,464171,38502984.45,83.25849168,84.38814977,82.09026191,699355000,Electronic Technology,334407000,74.3566,,9-Feb-22
TTKHLTCARE,TTK HEALTHCARE,9461670596,704.2,5.47442522,0.73671411,107823,75928956.6,686.468551,689.4306761,693.5866257,6365279000,Health Technology,511153000,13.7607,7120380000,9-Feb-22
SANGHVIMOV,SANGHVI MOVERS,9421632544,230.3,5.86072167,-1.01010101,116213,26763853.9,225.9174349,226.4724019,222.5161776,2237355000,Finance,1234614000,5.88143,10100400000,9-Feb-22
MANGCHEFER,MANGALORE CHEMICAL,9267884523,81.45,4.42307692,0.86687307,322189,26242294.05,79.69692393,78.37045617,75.31405163,11134257000,Process Industries,1959008000,,,9-Feb-22
ANDHRAPAP,ANDHRA PAPER LTD,9107338840,235.8,3.08196721,1.90146932,96300,22707540,226.4695521,222.9915374,222.7300608,8851318000,Process Industries,1987448000,11.3254,,9-Feb-22
DCMSRIND,DCM SHRIRAM IND LTD,9090682796,107.8,3.20727621,-2.39927569,1380965,148868027,104.3967847,101.1039843,,18799605000,Process Industries,1431600000,8.04084,13358500000,9-Feb-22
SMCGLOBAL,SMC GLOBAL SECURITIES LTD,8926308500,82,3.86320456,-1.5015015,156397,12824554,81.636588,81.03823486,79.18525147,8993761000,Finance,2347059000,0.435146,,9-Feb-22
TNPL,TAMIL NADU NEWSPRI,8817430776,135.1,6.33608815,2.34848485,553421,74767177.1,126.693921,124.9150707,125.4316836,27748316000,Process Industries,2595700000,13.2958,37967400000,9-Feb-22
ONWARDTEC,ONWARD TECHNO,8103679535,380.9,3.33695062,-2.40840379,31117,11852465.3,371.2444355,356.1132309,320.7822482,2403666000,Industrial Services,189124000,10.7061,,9-Feb-22
KUANTUM,KUANTUM PAPERS LTD,7910448531,94.6,4.41501104,8.79815986,255930,24210978,89.91331668,88.14744648,85.81520653,4038718000,Process Industries,960741000,39.471,14014200000,9-Feb-22
BALAJITELE,BALAJI TELEFILMS,7392634992,75.45,3.00341297,20.0477327,1944982,146748891.9,69.33625895,66.67243902,64.38648563,2937044000,Consumer Services,-1342070000,,6370670000,9-Feb-22
SHREEPUSHK,SHREE PUSHKAR CHEM,7124752305,240.2,3.98268398,2.49626627,131715,31637943,232.4905364,230.494407,225.126029,3519144000,Process Industries,683445000,11.5773,7581350000,9-Feb-22
JAYAGROGN,JAYANT AGRO-ORG,6686999817,239.1,7.46067416,4.73061761,351081,83943467.1,228.9882188,226.6918856,224.1329594,16155552297,Process Industries,1387732000,7.55605,10128500000,9-Feb-22
SATIN,SATIN CREDIT CARE,6660128380,96.95,4.98105035,4.35952637,228994,22200968.3,91.93192901,89.35651581,86.56946204,13825135000,Finance,2622542000,5.10205,,9-Feb-22
KOKUYOCMLN,KOKUYO CAMLIN LTD,6564883567,69.1,5.65749235,6.38953041,231793,16016896.3,66.36879566,65.25129939,64.48166161,4031237000,Consumer Durables,199880000,60.9397,,9-Feb-22
RUBYMILLS,RUBY MILLS,6422987634,415.1,8.97873458,14.98614958,488035,202583328.5,376.7297872,360.2478002,325.9429306,1229851000,Process Industries,,15.8389,8455010000,9-Feb-22
HITECH,HI TECH PIPES LTD,6354639814,570.3,5.41589649,2.6273169,58640,33442392,558.6447664,565.1803607,569.4536497,13388283000,Non-Energy Minerals,899705000,11.1672,,9-Feb-22
SINTEX,SINTEX INDUSTRIES,5902297101,10.25,4.59183673,25.76687117,9217514,94479518.5,9.81925606,10.91520535,11.55144717,16957100000,Process Industries,3893600000,48.9498,,9-Feb-22
DEEPINDS,DEEP INDUSTRIES LTD,5859200195,214.95,17.36281736,10.20251218,1390940,298982553,191.5039354,185.8384716,172.0695383,1937055000,Industrial Services,1118062000,,,9-Feb-22
ZUARI,ZUARI AGRO CHEMICA,5721991884,147.35,8.22622108,23.0994152,1345839,198309376.7,131.5722109,126.635874,121.4358908,24037450000,Process Industries,,9.79318,,9-Feb-22
BIGBLOC,BIGBLOC CONSTRUCTI,5415272232,80.2,4.97382199,-5.36873156,149887,12020937.4,79.29093619,75.73488014,64.78201894,1027780483,Non-Energy Minerals,224237000,18.1059,,9-Feb-22
SPECIALITY,SPECIALITY RESTAUR,5376651711,121.75,6.65790626,18.14653081,966939,117724823.3,110.3506816,105.2414772,99.6613143,1501360000,Consumer Services,271800000,260.548,4101610000,9-Feb-22
SOUTHWEST,SOUTH WEST PINNACL,5305641374,199.1,4.70681041,8.73839432,66976,13334921.6,183.9456338,175.2886819,160.29444,1035629000,Energy Minerals,223939000,8.04697,3342620000,9-Feb-22
UGARSUGAR,UGAR SUGAR WORKS,4989374828,53.25,19.93243243,61.36363636,6994565,372460586.3,39.6212455,36.50162187,33.23388033,9099554000,Process Industries,944581000,35.4491,,9-Feb-22
MEP,MEP INFRASTRUCTURE,4852148028,27.4,4.18250951,4.78011472,563160,15430584,26.63193595,26.01387537,24.35493656,11231906000,Transportation,4873571000,4.31025,17977900000,9-Feb-22
ZUARIGLOB,ZUARI GLOBAL LTD,4645727284,178.25,12.95944233,19.83193277,1552805,276787491.3,158.5539171,154.7372797,148.5531983,8020469000,Process Industries,471799000,76.5285,24126900000,9-Feb-22
MARATHON,MARATHON NEXTGEN,4602300140,109.05,9.15915916,6.65036675,134775,14697213.75,102.5614854,102.7366444,101.2533173,2055484000,Finance,465983000,12.6026,10850600000,9-Feb-22
VISHWARAJ,VISHWARAJ SUGAR IND LTD,4365884972,24.05,3.6637931,9.31818182,5687930,136794716.5,23.38319154,24.03580445,26.26959895,4101001000,Process Industries,779343000,16.9707,8355650000,9-Feb-22
LYKALABS,LYKA LABORATORIES,4246120079,155.5,4.9966239,-9.30300379,188092,29248306,169.4113733,185.7542332,188.1377521,848478000,Health Technology,947521000,12.7413,,9-Feb-22
PRECOT,PRECOT LTD,4200599854,364.2,4.04227967,6.11888112,44063,16047744.6,352.727811,346.0159532,325.0018986,6620008000,Process Industries,1565400000,4.93329,5481600000,9-Feb-22
MMP,MMP INDUSTRIES LTD,4188890677,179.2,8.67192238,7.88681517,104458,18718873.6,171.7782309,170.1030094,163.8666873,2307336000,Non-Energy Minerals,348496000,9.02288,4248670000,9-Feb-22
PPL,PRAKASH PIPES LTD,3812585487,167.35,5.11934673,0.32973621,149887,25083589.45,162.3631581,158.8876998,153.4453014,4761500000,Producer Manufacturing,687900000,4.19067,3498990000,9-Feb-22
PASUPTAC,PASUPATI ACRYLON LTD,3681197692,42.75,3.76213592,-6.65938865,494347,21133334.25,44.53261569,45.35468553,42.94250415,5031461000,Process Industries,988200000,0.469226,,9-Feb-22
MAWANASUG,MAWANA SUGARS LTD,3643735871,97.8,4.93562232,17.61876127,443680,43391904,89.54773894,86.73489598,83.92535914,14061140000,Consumer Non-Durables,927000000,9.25654,6244830000,9-Feb-22
INNOVANA,INNOVANA THINKLABS,3527537437,361.35,4.99782072,27.59533898,35000,12647250,309.8493948,289.6438653,257.9593076,565991491,Technology Services,218059350,3.05116,,9-Feb-22
KCPSUGIND,KCP SUGAR & INDUST,3282497224,30.6,5.51724138,11.67883212,1913074,58540064.4,28.9133157,28.45326035,26.80656448,3285504358,Process Industries,72611000,210.416,3250430000,9-Feb-22
KOTARISUG,KOTHARI SUGAR&CHEM,3199499074,40.35,4.53367876,7.45672437,810922,32720702.7,38.95308052,38.42927126,36.60091694,4197377000,Process Industries,282080000,6.22519,,9-Feb-22
SALZERELEC,SALZER ELECTRONICS,3188556139,212.05,6.3440321,-4.9103139,193128,40952792.4,216.4043209,218.6825134,211.6784506,6236790000,Producer Manufacturing,690342000,6.10085,,9-Feb-22
GEECEE,GEECEE VENTURES,3168126778,172.2,13.5883905,9.68152866,941267,162086177.4,157.1374397,155.6195755,152.9437904,420005000,Process Industries,209670000,-0.238453,2114630000,9-Feb-22
KMSUGAR,KM SUGAR MILLS LTD,3054405896,34.8,4.5045045,10.47619048,1699414,59139607.2,33.09733136,32.42622506,30.38144579,5027315000,Process Industries,727300000,4.75887,2430400000,9-Feb-22
BRFL,BOMBAY RAYON FASHIONS LTD,2949356403,9.75,4.83870968,30,2812027,27417263.25,8.40590888,8.1504809,7.75292976,1087700000,Process Industries,-3219400000,,40914800000,9-Feb-22
WINDMACHIN,WINDSOR MACHINES,2697916275,45.8,9.96398559,0.43859649,399575,18300535,44.74873778,44.14847067,40.6347988,3114109000,Producer Manufacturing,262783000,8.59169,2161010000,9-Feb-22
INDOTECH,INDO TECH TRANFORM,2645972907,255.85,3.31112457,7.47742071,44194,11307034.9,248.502696,242.6958442,225.9783439,2059991000,Producer Manufacturing,220300000,5.91527,,9-Feb-22
ONEPOINT,ONE POINT ONE SOLU,2454176632,13.7,4.98084291,5.38461538,1202214,16470331.8,16.26698261,27.7058247,46.12157534,1016007000,Commercial Services,224539000,16.4247,,9-Feb-22
SPMLINFRA,SPML INFRA LTD,2211844112,62.85,4.92487479,27.3556231,190262,11957966.7,54.76597126,49.74389041,38.4477709,6564096000,Industrial Services,-420795000,,18809800000,9-Feb-22
NITCO,NITCO LTD,2188105246,31.95,4.58265139,1.75159236,333692,10661459.4,31.27871383,31.16934686,30.06599144,3268387000,Producer Manufacturing,-434051000,,4654090000,9-Feb-22
RUCHIRA,RUCHIRA PAPERS LTD,2059191539,89.75,9.9877451,5.83726415,623531,55961907.25,83.96737227,83.01164173,81.79458382,4154206851,Process Industries,467239000,8.94003,2823730000,9-Feb-22
MAANALU,MAAN ALUMINIUM LTD,1859843225,142.5,3.78732702,19.59714645,135686,19335255,128.0155888,123.5956587,122.1108765,4028760569,Producer Manufacturing,308900000,6.65265,2289710000,9-Feb-22
PODDARHOUS,PODDAR HOUSING AND,1591480831,266.35,4.65618861,30.94886922,266413,70959102.55,225.3843554,216.4040296,204.7538981,548625000,Finance,49324000,79.4827,3885540000,9-Feb-22
SRPL,SHREE RAM PROTEINS LTD.,1452276071,71.15,4.94100295,27.28085868,233232,16594456.8,60.52587448,55.50058647,48.35544684,1525585000,Distribution Services,140168000,17.916,,9-Feb-22
WEIZMANIND,WEIZMANN,1141648495,78.95,18.54354354,28.68785656,448625,35418943.75,66.25834627,63.70752741,60.34916754,976158000,Producer Manufacturing,97701000,7.77617,814376000,9-Feb-22
