Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
KIMS,KRISHNA INST OF MED SCI L,1.1013E+11,1371.4,5.72408742,1.5738992,311922,427769830.8,1337.596038,1356.674268,1349.945735,13299370000,Health Services,5063500000,,,11-Feb-22
SASTASUNDR,SASTASUNDAR VENTUR,14344944999,448.95,5.6104446,0.77441077,66296,29763589.2,445.5270844,459.3256104,462.7046408,5457715000,Retail Trade,-308048000,,9530540000,11-Feb-22
SOUTHWEST,SOUTH WEST PINNACL,6159455014,220.75,5.54625867,20.03806417,59999,13244779.25,194.3867466,182.5360866,164.5060171,1035629000,Energy Minerals,208178000,8.04697,,11-Feb-22
ARSHIYA,ARSHIYA LTD,11959781070,45.7,5.17836594,15.84283904,2604798,119039268.6,41.92761288,39.90903706,36.96709025,2280841000,Commercial Services,806386000,29.1454,26330200000,11-Feb-22
VBL,VARUN BEVERAGES,4.05341E+11,936.5,5.06535031,-1.44180173,693127,649113435.5,924.4211134,916.5496779,902.6121124,88232300000,Consumer Non-Durables,16546450000,,,11-Feb-22
JSWENERGY,JSW ENERGY LTD,5.59464E+11,341.3,4.99923089,14.6263644,1096398,374200637.4,314.6793178,310.2724271,308.7618955,68533700000,Utilities,30521500000,7.68005,,11-Feb-22
BIGBLOC,BIGBLOC CONSTRUCTI,6264726700,88.4,4.98812352,4.61538462,470013,41549149.2,81.67740357,77.67050279,66.4398414,1027780483,Non-Energy Minerals,224237000,18.1059,,11-Feb-22
DBREALTY,DB REALTY LTD,31283079796,127.7,4.97328401,27.50873689,1975834,252314001.8,106.4152685,92.81685659,72.13676771,468336000,Finance,-533778000,,35276500000,11-Feb-22
MINDTECK,MINDTECK(INDIA),4370527344,170,4.97066996,-4.17136415,59339,10087630,174.6756318,187.7092644,183.86539,2867200000,Technology Services,237100000,2.64625,,11-Feb-22
RAMASTEEL,RAMA STEEL TUBES,5955992219,355.85,4.97050147,1.96275072,337232,120004007.2,348.1125786,351.4620643,329.2848579,4697530000,Non-Energy Minerals,299493000,10.2305,5100480000,11-Feb-22
VIKASLIFE,VIKAS LIFECARE LTD,6922470561,6.35,4.95867769,-6.61764706,12660047,80391298.45,6.46037934,6.32265819,5.48112371,749945758,Distribution Services,56325000,28.9297,,11-Feb-22
SRPL,SHREE RAM PROTEINS LTD.,1679328039,78.4,4.95314592,27.37611698,1746358,136914467.2,65.88426308,59.33585423,50.52626984,1525585000,Distribution Services,140168000,17.916,,11-Feb-22
ISMTLTD,ISMT LTD,8013625231,54.2,4.93707648,-2.6929982,220755,11964921,53.00498387,52.71838908,50.75924044,12488200000,Non-Energy Minerals,870700000,125.403,13668700000,11-Feb-22
BCG,BRIGHTCOM GROUP,1.64266E+11,158,4.91367862,-8.45886443,2666765,421348870,165.7489824,169.6749593,161.2744667,28557982114,Technology Services,13494483000,0.338349,,11-Feb-22
AKASH,AKASH INFRA-PROJECTS LTD,3392741703,201.2,4.90093848,4.65539662,117899,23721278.8,189.75359,185.0623036,184.6224286,671460671,Industrial Services,49235000,68.4106,,11-Feb-22
OMINFRAL,OM INFRA LTD,4930754761,51.35,4.79591837,10.31149302,1279811,65718294.85,48.42979504,47.07937027,42.72843351,2344656000,Consumer Durables,454416000,8.73492,,11-Feb-22
SINTEX,SINTEX INDUSTRIES,6825092731,11.25,4.65116279,25.69832402,10310923,115997883.8,10.2178491,10.93285517,11.50942893,16957100000,Process Industries,3893600000,48.9498,,11-Feb-22
EROSMEDIA,EROS INTL MEDIA,2540949120,26.4,4.55445545,13.30472103,1446595,38190108,24.15043397,22.44693414,20.75212953,2619700000,Consumer Services,-1989000000,10.0777,7036920000,11-Feb-22
MOIL,MOIL LTD,44024321899,186.15,4.54928391,4.02347024,1337733,249018998,177.4268886,175.1666122,173.1498309,11721442000,Non-Energy Minerals,3968584000,5.29646,19102800000,11-Feb-22
PRECWIRE,PRECISION WIRES IN,11970005733,104.75,4.48877805,-3.36715867,136109,14257417.75,106.3873223,103.3763583,89.95846712,17185974000,Producer Manufacturing,1207795000,5.17675,,11-Feb-22
BRNL,BHARAT ROAD NETWOR,3882687359,46.15,4.29378531,-14.85239852,246029,11354238.35,46.62359158,43.35679033,37.4247688,2095199000,Industrial Services,170996000,22.9554,16289600000,11-Feb-22
VIPCLOTHNG,VIP CLOTHING LTD,2135120257,25.9,4.22535211,-5.98911071,749618,19415106.2,26.0166217,25.84743157,24.13383284,1427675000,Process Industries,26520000,75.888,,11-Feb-22
ANSALAPI,ANSAL PROPS & INFR,2605007406,16.5,4.10094637,0.6097561,611982,10097703,15.96871591,15.35435,14.08255805,8407505000,Finance,,,3158120000,11-Feb-22
IFGLEXPOR,IFGL EXPORTS LTD,11752420603,327.5,3.98475949,4.24956231,120459,39450322.5,314.8038742,314.24143,311.6149441,10106248000,Producer Manufacturing,,6.09569,,11-Feb-22
MEP,MEP INFRASTRUCTURE,4989732562,27.1,3.83141762,-5.90277778,728093,19731320.3,26.63790753,26.12473698,24.52833629,11231906000,Transportation,4873571000,4.31025,17977900000,11-Feb-22
WATERBASE,WATERBASE,4322884503,104.15,3.78674639,-2.06864128,552943,57589013.45,103.5961226,104.1090716,105.0698047,2061630000,Process Industries,106817000,24.1852,,11-Feb-22
RAJRATAN,RAJRATAN GLOBAL WIRE LTD,25497705797,2507.4,3.77022721,-1.16868016,8943,22423678.2,2508.478969,2518.984712,2423.184867,5465400000,Producer Manufacturing,1664400000,10.0636,,11-Feb-22
USHAMART,USHA MARTIN,27609605779,90.6,3.66132723,-1.6286645,1876110,169975566,89.17157739,89.53942653,89.4402874,20854000000,Producer Manufacturing,3472900000,5.22128,29211800000,11-Feb-22
INEOSSTYRO,INEOS STYROLUTION,20293808697,1153.65,3.63832368,-10.91505792,40811,47081610.15,1220.046149,1262.765331,1324.145946,16314840000,Process Industries,5611296000,3.62273,,11-Feb-22
SATIA,SATIA INDUSTRIES LTD,10834999847,108.25,3.63810436,7.8187251,3185350,344814137.5,102.3315193,99.50857895,95.64557204,5874207000,Process Industries,1563369000,8.44608,12709600000,11-Feb-22
ENIL,ENTERTAINMENT NETW,8954887555,188.05,3.58028091,8.04366561,326675,61431233.75,177.7417909,175.6079382,176.9537355,2720884000,Consumer Services,537292000,37.6875,,11-Feb-22
WOCKPHARMA,WOCKHARDT,45708633041,412.55,3.47378982,4.46948595,1161015,478976738.3,399.0238357,402.2278349,412.94933,26992100000,Health Technology,2503800000,,,11-Feb-22
JBMA,JBM AUTO LTD,67422144867,1426.05,3.37441102,-4.46186313,134042,191150594.1,1453.564742,1448.267037,1300.436176,19820431000,Producer Manufacturing,3042900000,13.5332,,11-Feb-22
DEN,DEN NETWORKS LTD,21263758397,44.6,3.3603708,4.20560748,8521449,380056625.4,42.57368748,42.39662859,42.67342254,12925520000,Consumer Services,2131740000,0.078647,-4591990000,11-Feb-22
JISLJALEQS,JAIN IRRIGATION,22855224737,45,3.32950631,4.04624277,5509625,247933125,43.39720296,43.3993351,43.08024242,56198460000,Producer Manufacturing,7145500000,21.5825,87110200000,11-Feb-22
APEX,APEX FROZEN FOODS,9987500191,318.95,3.30364372,0.59927456,212781,67866499.95,313.4369404,313.1610478,307.0004826,7975541000,Consumer Non-Durables,754868000,11.2093,10789500000,11-Feb-22
VIPIND,VIP INDUSTRIES,94696725823,669.55,3.17435858,3.2937365,899521,602274285.6,644.4853415,621.4018532,590.127932,6183900000,Consumer Durables,1150500000,,,11-Feb-22
JAGSNPHARM,JAGSONPAL PHARMACE,4389474972,167.3,3.14426634,0.57108506,490921,82131083.3,164.6110353,166.0845696,166.2881193,1879456000,Health Technology,302820000,8.00956,,11-Feb-22
MAITHANALL,MAITHAN ALLOYS LTD,30696673831,1054.75,3.12881936,3.92137544,137792,145336112,1014.980652,1012.235417,1014.148115,15910400000,Producer Manufacturing,5428600000,2.82811,25515200000,11-Feb-22
KPIGLOBAL,KPI GLOBAL INFRA LTD,8297269491,458.5,3.12640576,-5.25880773,73905,33885442.5,462.2811416,450.1150647,387.9036389,1022916000,Utilities,,5.20395,,11-Feb-22
