Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
TRIVENI,TRIVENI ENGINEERIN,61720080753,272.35,6.65752888,-4.70608817,1411377,384388526,272.4445811,267.0855535,248.9148988,44883851000,Process Industries,6239900000,7.9515,,15-Feb-22
MANGCHEFER,MANGALORE CHEMICAL,8681234882,78,6.55737705,0,293364,22882392,78.14541479,77.90313048,75.56370663,11134257000,Process Industries,1959008000,,,15-Feb-22
APCOTEXIND,APCOTEX INDUSTRIES,17458790030,360.25,6.48832397,-4.48097574,59532,21446403,366.8500837,372.6849729,375.2945944,5392628000,Process Industries,1246612000,13.0672,,15-Feb-22
GAEL,GUJARAT AMBUJA EXP,40787289333,189.6,6.48694187,-3.56052899,517749,98165210.4,191.0565779,190.5616305,182.7821355,47053000000,Process Industries,6624400000,5.27027,,15-Feb-22
ASAHIINDIA,ASAHI INDIA GLASS,1.19819E+11,524.2,6.3933428,-6.46801677,338087,177225205.4,541.9936157,546.6814332,523.9402335,24212100000,Process Industries,7024200000,20.4953,,15-Feb-22
ISFT,INTRASOFT TECHNOLO,3056823187,220.3,6.3737325,0.82379863,134400,29608320,214.4422195,215.8044421,209.4849082,6131338000,Retail Trade,134495000,14.0664,,15-Feb-22
DWARKESH,DWARIKESH SUGAR IN,16485794089,93,6.28571429,-6.43863179,5065302,471073086,95.07334718,93.70297214,87.0056049,18388465000,Process Industries,2707706000,5.80867,,15-Feb-22
SPIC,SOUTHERN PETROCHEM,9968195305,51.95,6.23721881,-0.28790787,1537738,79885489.1,52.62697964,53.63242384,53.4343693,3269361000,Process Industries,1532231000,,10692800000,15-Feb-22
INDIACEM,INDIA CEMENTS,61235691931,209.85,6.19939271,-4.9161758,3291184,690654962.4,216.2155727,219.5845245,214.9165056,45105497000,Non-Energy Minerals,5871100000,10.2192,,15-Feb-22
THANGAMAYL,THANGAMAYIL JEWELL,14522177128,1127.1,6.15493289,2.23592907,11456,12912057.6,1118.175712,1171.242787,1236.303265,18186188000,Consumer Durables,789807000,7.52961,,15-Feb-22
KOTARISUG,KOTHARI SUGAR&CHEM,2901100311,37.15,6.14285714,-3.75647668,403828,15002210.2,37.88989559,37.99367476,36.68397515,4197377000,Process Industries,282080000,6.22519,,15-Feb-22
TVSELECT,TVS ELECTRONICS,4085352247,231.25,6.12666361,-11.50019135,559362,129352462.5,234.0722272,224.2150845,205.0184084,2246000000,Electronic Technology,262400000,22.9841,,15-Feb-22
KHAICHEM,KHAITAN CHEM & FERT LTD,9776512100,107.45,6.12345679,4.06779661,203661,21883374.45,106.3875075,102.435222,89.20731201,4871528000,Process Industries,914657000,4.69992,6838390000,15-Feb-22
KCPSUGIND,KCP SUGAR & INDUST,2749587412,25.75,5.96707819,-11.20689655,673899,17352899.25,27.6461761,27.90891008,26.82336402,3285504358,Process Industries,29163000,210.416,,15-Feb-22
CEBBCO,COMMERCIAL ENGINEE,3700107788,44.05,5.88942308,-11.18951613,896386,39485803.3,47.07730001,48.02276604,45.85256979,3634639000,Producer Manufacturing,263941000,6.71891,,15-Feb-22
RADICO,RADICO KHAITAN,1.2302E+11,975.2,5.84468443,9.52380952,630690,615048888,973.4697818,1020.271529,1071.27,24181381000,Consumer Non-Durables,4239237000,,,15-Feb-22
RAYMOND,RAYMOND LTD,46125612816,733.45,5.82167075,2.63783935,539747,395877437.2,735.0206351,731.402164,685.7213365,34282192000,Process Industries,5815900000,,,15-Feb-22
UGROCAP,UGRO CAPITAL LTD,12986442793,194.9,5.80890337,-10.26703499,246696,48081050.4,204.7450572,209.1010234,203.3542673,1545281000,Finance,551104000,14.9325,,15-Feb-22
RAIN,RAIN INDUSTRIES LTD,72886099614,228.8,5.75456436,1.14942529,3053461,698631876.8,228.1598333,228.2384947,226.4575429,1.04399E+11,Non-Energy Minerals,22885650000,6.61599,,15-Feb-22
TIRUMALCHM,THIRUMALAI CHEM,23815476157,245.4,5.75307046,-2.6383654,785996,192883418.4,251.0657804,251.7648938,247.8818617,10843100000,Process Industries,4183200000,3.26386,,15-Feb-22
MAGADSUGAR,MAGADH SUGAR & ENE,3969612338,297.6,5.73814177,-7.80669145,51004,15178790.4,306.5837262,304.5198208,292.6051219,9282479000,Process Industries,1150684000,8.08213,,15-Feb-22
JUSTDIAL,JUST DIAL LTD,66232969183,838.05,5.71428571,-3.58930112,637049,533878914.5,855.2605321,861.9114058,849.1968248,6751800000,Technology Services,385100000,34.1554,,15-Feb-22
INDTERRAIN,INDIAN TERRAIN FAS,2050475016,52.25,5.66228514,-8.65384615,290245,15165301.25,55.5686782,58.16023331,59.33349945,2131700000,Retail Trade,284100000,,,15-Feb-22
RHIM,RHI MAGNESITA INDIA LTD,79427536753,521.6,5.58704453,27.32820701,1137595,593369552,460.3146229,441.3571559,410.1531825,13614038000,Producer Manufacturing,3113215000,17.3717,,15-Feb-22
INDHOTEL,INDIAN HOTELS,2.58266E+11,206,5.58687852,-2.30021342,3357223,691587938,208.1613701,207.2801318,201.8242215,15617600000,Consumer Services,3170800000,,,15-Feb-22
ARMANFIN,ARMAN FINANCIAL SE,6271034654,789.4,5.58416371,2.95402674,70432,55599020.8,776.4878313,788.0169049,830.5778805,1932607000,Finance,635317000,11.5438,14621900000,15-Feb-22
ZENSARTECH,ZENSAR TECHNOLOGIE,81713655581,380.5,5.53321315,-2.28556754,1153327,438840923.5,395.2488385,414.7688966,441.270045,37813900000,Technology Services,6645200000,8.05363,,15-Feb-22
FCL,FINEOTEX CHEMICAL,17293365219,164.6,5.47901314,-1.76066846,2050004,337430658.4,164.2037798,161.1413358,149.6451322,2174356000,Process Industries,625380000,17.3404,,15-Feb-22
ASIANTILES,ASIAN GRANITO INDI,6092287683,113,5.45963602,-5.47887913,377469,42653997,116.8919311,120.5695435,127.6252704,12866930000,Producer Manufacturing,1368376000,5.93638,,15-Feb-22
INSECTICID,INSECTICIDES INDIA,12823445677,683.7,5.42791056,-1.37045586,69005,47178718.5,689.7811676,695.7094471,691.0528135,14133599000,Process Industries,1645254000,7.15695,,15-Feb-22
VTL,VARDHMAN TEXTILES,1.39559E+11,2545.4,5.3908579,5.23182504,139164,354228045.6,2491.686738,2490.459592,2396.593048,60805300000,Process Industries,21034300000,10.4013,,15-Feb-22
MINDACORP,MINDA CORP LTD,43261420681,191.1,5.37634409,0.42038886,777661,148611017.1,194.0921296,194.7902543,186.8036725,23386000000,Producer Manufacturing,2758000000,12.1653,,15-Feb-22
MRPL,MANGALORE REF &PET,73521519104,44.2,5.36352801,-5.85729499,1471004,65018376.8,45.29229694,45.29693428,45.22097679,3.20441E+11,Energy Minerals,28939900000,48.6407,,15-Feb-22
MINDAIND,MINDA INDUSTRIES,2.74753E+11,1014,5.36159601,-1.20329322,567806,575755284,1036.778175,1063.109058,1053.646333,63737400000,Producer Manufacturing,9114800000,22.2777,,15-Feb-22
RAMCOCEM,RAMCO CEMENTS(THE),1.98202E+11,881.25,5.34967125,0.44452043,393474,346748962.5,877.8372867,898.2621668,939.5383411,52896200000,Non-Energy Minerals,14441400000,16.3332,,15-Feb-22
AVADHSUGAR,AVADH SUGAR ENERGY,11041158902,582.35,5.34551375,-7.54881727,197859,115223188.7,611.5423123,606.677025,556.9595308,26518605000,Process Industries,3249298000,8.49158,,15-Feb-22
SPAL,S.P.APPARELS LTD,10612328220,432.8,5.34258245,-11.51998365,134101,58038912.8,458.4341523,462.9988592,443.6337903,6316950000,Consumer Non-Durables,1318180000,6.38641,,15-Feb-22
NITINSPIN,NITIN SPINNERS LTD,15823120030,296.95,5.32009221,-6.94139768,214128,63585309.6,304.2169705,302.0712506,285.5460117,16086556000,Process Industries,5883862000,5.82924,,15-Feb-22
MONARCH,MONARCH NETWORTH CAP LTD,4700896636,160,5.29779533,12.24131884,110274,17643840,152.9560299,156.5094766,,1024290855,Finance,586224000,-2.74404,-468312000,15-Feb-22
LEMONTREE,LEMON TREE HOTELS,37433645233,49.7,5.29661017,0.50556117,3757364,186740990.8,49.30666065,49.25904901,48.88263951,2517204000,Consumer Services,1255984000,89.3908,59471700000,15-Feb-22
SUVENPHAR,SUVEN PHARMACEUTICALS LTD,1.26226E+11,523.1,5.29388084,-8.1636236,167614,87678883.4,531.7431599,531.2345628,522.3627083,9954638000,Producer Manufacturing,5160954000,28.4758,,15-Feb-22
LASA,LASA SUPERGENERICS,1938052714,49.75,5.29100529,-7.2693383,263009,13084697.75,55.59840517,60.58034381,64.91240209,2021186000,Process Industries,137857000,5.4433,,15-Feb-22
WESTLIFE,WESTLIFE DEVELOPMENT LTD,69541889826,469.6,5.27967717,-2.81456954,87486,41083425.6,478.1333366,491.9479982,518.9596147,9773220000,Finance,1751782000,125.2,,15-Feb-22
ANDHRSUGAR,ANDHRA SUGARS,19178256996,148.65,5.23893805,-6.77328316,1157800,172106970,154.3822489,151.8899905,142.601264,15059320000,Process Industries,2291229000,3.8279,,15-Feb-22
CANFINHOME,CANFIN HOMES,78933766063,624.2,5.21702486,-0.78677581,1115065,696023573,622.9472428,618.494374,609.5033594,20181398000,Finance,6471002000,14.3019,,15-Feb-22
DEEPINDS,DEEP INDUSTRIES LTD,6044799805,197.35,5.11318242,7.75320775,266018,52498652.3,195.2998853,190.1678969,176.1009984,1937055000,Industrial Services,1118062000,,,15-Feb-22
JINDWORLD,JINDAL WORLDWIDE,61629946472,322.9,5.11067708,-6.68978471,330342,106667431.8,330.0047483,319.9176545,276.1800309,16961735000,Process Industries,1738526000,8.94629,,15-Feb-22
RENUKA,SHREE RENUKA SUGAR,75561385986,37.25,5.07757405,7.65895954,11416826,425276768.5,35.77739646,34.65732009,32.62336515,55553550000,Process Industries,3190000000,11.9004,,15-Feb-22
SHALPAINTS,SHALIMAR PAINTS,6654497329,127.4,5.07216495,-7.00729927,158980,20254052,133.0375695,132.4463957,124.1969221,3255612000,Process Industries,-288200000,180.716,,15-Feb-22
MASFIN,MAS FINANCIAL SERV,31253023957,601.3,5.02139551,-3.84584633,157804,94887545.2,599.1165535,592.2427078,619.8079845,6276956000,Finance,2498496000,13.4863,,15-Feb-22
TRIDENT,TRIDENT LTD,2.75691E+11,56.7,5,-6.20347395,8280093,469481273.1,58.41945953,59.04537495,56.00555308,43066300000,Process Industries,14183200000,14.7897,,15-Feb-22
VISHNU,VISHNU CHEMICALS L,13295919339,1181.25,5,-2.94951321,87047,102824268.8,1175.354849,1131.72762,1018.996614,6736994000,Process Industries,1007627000,8.71316,11665400000,15-Feb-22
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,6437294688,325.65,4.99758182,6.78799803,100073,32588772.45,307.1001682,289.7273887,247.3109781,1151793679,Finance,682433000,2.05895,,15-Feb-22
AKASH,AKASH INFRA-PROJECTS LTD,3306742936,205.9,4.99745028,8.88418826,147710,30413489,193.633395,187.9979401,185.889293,671460671,Industrial Services,49235000,68.4106,,15-Feb-22
TEJASNET,TEJAS NETWORKS LTD,47414524841,436.05,4.99638815,0.09181683,268006,116864016.3,436.8311399,438.2172381,438.3526715,5266000000,Technology Services,376300000,20.7045,39765800000,15-Feb-22
DEEPAKFERT,DEEPAK FERTILISERS,64282069946,560.25,4.99437781,-5.01017294,586663,328677945.8,568.096847,550.7876373,494.808732,58084900000,Process Industries,11274500000,4.49622,,15-Feb-22
JINDALPHOT,JINDAL PHOTO LTD,3261121941,334.35,4.99293453,5.70660765,87946,29404745.1,324.6153091,324.1939988,310.4846005,1671000,Consumer Durables,-3200000,,1892020000,15-Feb-22
MHLXMIRU,MAHALAXMI RUBTECH LTD,1588262233,156.8,4.98828256,46.61056568,138803,21764310.4,118.1245762,,,1368845449,Process Industries,183487000,3.2976,882230000,15-Feb-22
ROLEXRINGS,ROLEX RINGS LTD,33132047453,1275.75,4.98703864,0.84581637,38465,49071723.75,1258.06401,1254.228508,1222.799378,6068400000,Producer Manufacturing,,,,15-Feb-22
SRPL,SHREE RAM PROTEINS LTD.,1762866072,86.4,4.981774,27.43362832,331558,28646611.2,72.05640752,63.89216185,53.13024755,1525585000,Distribution Services,140168000,17.916,,15-Feb-22
RAMASTEEL,RAMA STEEL TUBES,5809044714,359.75,4.97519697,5.8555245,283659,102046325.3,349.4232964,351.4963837,330.9850226,4697530000,Non-Energy Minerals,333451000,10.2305,,15-Feb-22
TIINDIA,TUBE INVESTMENTS O,3.10436E+11,1689,4.96224715,-5.11502486,167069,282179541,1713.834005,1730.308533,1712.493156,60832900000,Non-Energy Minerals,13615500000,36.8893,,15-Feb-22
THOMASCOOK,THOMAS COOK,23263944031,64.6,4.95532088,1.41287284,690333,44595511.8,64.14507109,64.2979306,64.64068581,7950000000,Consumer Services,-2416360000,,,15-Feb-22
JISLJALEQS,JAIN IRRIGATION,19678918451,40.65,4.90322581,-3.78698225,4237175,172241163.8,42.20639206,42.73687068,42.82178472,56198460000,Producer Manufacturing,7735900000,21.5825,,15-Feb-22
TIIL,TECHNOCRAFT INDUST,18584766765,793.75,4.9031917,-0.36402435,30880,24511000,802.3420983,816.6155382,825.1395064,12945437000,Producer Manufacturing,3071843000,5.37637,21974600000,15-Feb-22
JITFINFRA,JITF INFRALOGISTIC,3885114829,158.05,4.84245439,-7.92309933,70956,11214595.8,153.6664859,145.7004199,144.5959996,9223260000,Transportation,1156247000,27.6863,,15-Feb-22
ELECON,ELECON ENGINEERING,16874874266,157.65,4.82047872,-6.02086438,636843,100398299,165.4466911,172.554185,179.1914487,10407960000,Producer Manufacturing,2514023000,4.83385,,15-Feb-22
MAHLOG,MAHINDRA LOGISTICS,30671213911,446.55,4.79934288,-16.4546305,683439,305189685.5,513.1455017,564.23758,626.4167173,32637200000,Transportation,1888600000,30.6506,,15-Feb-22
SPENCERS,SPENCERS RETAIL,7769379109,88.5,4.79573712,-8.52713178,450635,39881197.5,94.11441658,97.11572787,101.9870619,24280704000,Retail Trade,418908000,188.381,,15-Feb-22
SHRIRAMCIT,SHRIRAM CITY UNION,1.11547E+11,1748.9,4.78415865,-2.04710297,28742,50266883.8,1764.004432,1774.021555,1829.775144,60560755000,Finance,16459700000,7.30854,,15-Feb-22
LSIL,LLOYDS STEELS INDU,15098131834,17.55,4.7761194,-13.75921376,3492917,61300693.35,18.24132652,18.8969271,17.61434515,699282000,Non-Energy Minerals,-77164000,,,15-Feb-22
SADBHAV,SADBHAV ENGINEERIN,5979242145,36.25,4.76878613,-4.73061761,614373,22271021.25,37.28843632,38.0127273,39.76548945,22432780000,Industrial Services,5501088000,13.9076,67986000000,15-Feb-22
HSIL,HSIL LTD,18978976837,307.35,4.73675243,-4.16276894,141167,43387677.45,314.3341462,305.3804575,275.4748897,18312240000,Consumer Durables,3180900000,7.05902,,15-Feb-22
DALMIASUG,DALMIA BHARAT SUGA,32432381770,420.05,4.71145457,-0.70913604,158257,66475852.85,425.8195735,429.6598954,422.0497427,24959700000,Non-Energy Minerals,4432300000,6.98348,,15-Feb-22
URJA,URJA GLOBAL LTD,10503451696,18.9,4.70914127,-14.67268623,3679370,69540093,20.03737903,21.13183897,19.59717167,1484595154,Utilities,6922000,,,15-Feb-22
MOL,MEGHMANI ORGANICS LTD,24859215420,102.3,4.70829069,-3.76293509,771988,78974372.4,105.6489303,108.4916655,109.6098675,16152423000,Process Industries,,,,15-Feb-22
INDNIPPON,INDIA NIPPON ELECT,10220358961,471.35,4.69791204,-8.59996122,33851,15955668.85,497.2027676,503.7305315,473.0662512,4807280000,Producer Manufacturing,537600000,14.0741,,15-Feb-22
BLS,BLS INTERNATIONAL,22959044941,234.05,4.67352415,-6.41743303,353936,82838720.8,237.3979058,233.395803,222.6167008,4783692000,Technology Services,819884000,15.9531,,15-Feb-22
KIRLFER,KIRLOSKAR FERROUS IND LTD,27336242431,206.3,4.66768138,-0.31408553,161754,33369850.2,208.2834991,209.9710067,214.5150852,20380800000,Non-Energy Minerals,7308000000,5.44985,,15-Feb-22
BORORENEW,BOROSIL RENEWABLES LTD,77386491486,621.7,4.66329966,-7.94402902,617704,384026576.8,640.0241872,643.1679279,619.3470713,5022723000,Process Industries,2890336000,13.7016,,15-Feb-22
OFSS,ORACLE FIN SERVICE,3.02723E+11,3684.4,4.65856153,2.69388893,113018,416403519.2,3644.888995,3694.441864,3877.180761,49839370000,Commercial Services,25364330000,9.17975,,15-Feb-22
NAHARINDUS,NAHAR IND ENTERPRI,6600682614,172.55,4.63917526,-5.27038155,98110,16928880.5,169.2987115,160.7098681,145.2750154,13968888000,Process Industries,2941697000,13.3483,,15-Feb-22
RESPONIND,RESPONSIVE INDUSTR,50726763199,198.8,4.60405157,-2.14127492,560794,111485847.2,198.789693,193.7305292,172.1687095,7557120000,Producer Manufacturing,1173594000,32.7274,,15-Feb-22
NAGAFERT,NAGARJUNA FERTILIZ,7146876665,12.5,4.60251046,-8.08823529,1663099,20788737.5,12.96688021,13.09545677,12.58916392,4571834000,Process Industries,-1685783000,,23379800000,15-Feb-22
A2ZINFRA,A2Z INFRA ENGINEER,1727735879,10.25,4.59183673,-6.81818182,1407365,14425491.25,10.81015593,11.08053672,10.11780901,4149079000,Industrial Services,-109796000,,,15-Feb-22
VARROC,VARROC ENGINEERING,57791458626,395.7,4.58570107,-5.22155689,762404,301683262.8,403.386104,402.5894995,378.9405298,1.12819E+11,Distribution Services,3301040000,20.2833,83058100000,15-Feb-22
SUPPETRO,SUPREME PETROCHEM,60695046024,675.55,4.57430341,-1.7739004,33636,22722799.8,678.1911407,689.6284523,696.683862,31808532000,Process Industries,9139672000,4.96474,,15-Feb-22
THEMISMED,THEMIS MEDICARE LTD,9711954075,1105.5,4.55383742,12.44469308,10021,11078215.5,1041.111218,1019.799768,990.7579732,2306698000,Health Technology,914334000,6.48176,9550450000,15-Feb-22
SANGAMIND,SANGAM INDIA,14153257484,343.3,4.55306837,-2.8854314,35465,12175134.5,356.821873,362.5356494,342.4241628,13463400000,Process Industries,2730600000,7.93593,,15-Feb-22
TWL,TITAGARH WAGONS,11203810119,97.65,4.5503212,-11.58895428,730101,71294362.65,104.957697,106.7399648,103.5457873,15205111000,Producer Manufacturing,1385068000,15.0637,,15-Feb-22
TATACOMM,TATA COMMUNICATION,3.45107E+11,1265.95,4.5418886,-0.20495842,437885,554340515.8,1277.964983,1313.524269,1350.939969,1.71001E+11,Communications,41965700000,9.24297,,15-Feb-22
IGPL,IG PETROCHEMICAL,20614072937,699.85,4.54104115,-1.87872415,63084,44149337.4,706.5239235,710.7406851,717.4682398,11236188000,Process Industries,4381890000,4.47764,,15-Feb-22
APOLLOPIPE,APOLLO PIPES LTD,18789051813,499.75,4.50648264,-7.31639466,87044,43500239,515.8410478,528.8092094,544.8914887,5180683000,Finance,920616000,17.0997,,15-Feb-22
DATAPATTNS,DATA PATTERNS INDIA LTD,33731509954,679.3,4.49965387,-3.50852273,470238,319432673.4,703.7783491,719.4770776,,2239500000,Electronic Technology,,,,15-Feb-22
ORBTEXP,ORBIT EXPORTS LTD,3238047350,123.35,4.48962304,-2.1031746,571467,70490454.45,119.3197387,113.2906895,98.71674501,668267000,Process Industries,254309000,106.47,,15-Feb-22
SHYAMCENT,SHYAM CENTURY FERR,4254612653,20,4.4386423,2.04081633,1374895,27497900,19.56943686,19.14046349,17.45880743,1276156000,Non-Energy Minerals,332060000,4.32695,,15-Feb-22
GSFC,GUJARAT STATE FER,48833423628,127.85,4.40996325,-1.9931008,1173683,150055371.5,127.9337639,127.6112692,125.6459682,54864750000,Process Industries,10470200000,,,15-Feb-22
VARDHACRLC,VARDHMAN ACRYLICS,4287405354,55.7,4.40487348,-3.29861111,190017,10583946.9,57.66231374,58.74144682,58.12078464,2801762000,Consumer Non-Durables,590700000,0.282579,,15-Feb-22
