anti,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
521248,KITEX GARMEN,B ,Q,88,90.4,85.05,87.3,86.4,88.1,202,8368,730456,,INE602G01020,26-Mar-20,,
522001,CRANEX LTD. ,X ,Q,8.8,8.8,8.8,8.8,8.8,8.46,1,25,220,,INE608B01010,26-Mar-20,,
522004,BATLIBOI LTD,X ,Q,5.4,5.62,5.2,5.62,5.62,5.11,27,5144,28259,,INE177C01022,26-Mar-20,,
522005,AUSTIN ENGG.,X ,Q,28.5,28.5,22.3,28,28,24.9,8,284,7873,,INE759F01012,26-Mar-20,,
522014,UNITED DRILL,X ,Q,102.05,116.4,102.05,105.4,105.15,107.85,35,6462,695433,,INE961D01019,26-Mar-20,,
522017,FLUIDOMAT   ,X ,Q,65,65,59.25,63.9,63.9,62.1,15,1271,78029,,INE459C01016,26-Mar-20,,
522029,WINDSOR MACH,B ,Q,8.05,8.45,7.75,8.4,8.45,8.05,95,3767,30449,,INE052A01021,26-Mar-20,,
522034,SHANTHI GEAR,B ,Q,64.5,64.6,61.05,63.6,61.05,64,12,329,21098,,INE631A01022,26-Mar-20,,
522064,HONDA SIEL  ,B ,Q,899.9,899.9,818.4,822.2,822.2,844.95,27,88,75333,,INE634A01018,26-Mar-20,,
522073,HITECHGEAR  ,B ,Q,66.15,76,66.15,71.1,71.1,72.2,57,6325,450735,,INE127B01011,26-Mar-20,,
522074,ELGI EQUIP  ,A ,Q,122.8,128,115,117,117,119.7,382,5291,625124,,INE285A01027,26-Mar-20,,
522101,KILBURN ENGG,X ,Q,11.75,12.2,11.75,12,11.75,11.1,23,2835,33972,,INE338F01015,26-Mar-20,,
522105,BIRLA PRETEC,X ,Q,4.14,4.7,3.51,4.5,4.5,4.02,165,82995,365703,,INE372E01025,26-Mar-20,,
522108,YUKEN INDIA ,X ,Q,278.4,281,260.6,273.7,273.7,255.7,115,20712,5666887,,INE384C01016,26-Mar-20,,
522113,TIMKEN (I)  ,A ,Q,711.95,755,702,743.95,750,717.5,387,1308,955869,,INE325A01013,26-Mar-20,,
522122,VOITH PAPER ,X ,Q,778,801.5,750,779,779,746,48,530,414566,,INE285C01015,26-Mar-20,,
522134,ARTSON ENG  ,X ,Q,19.7,19.7,19.65,19.7,19.65,18.8,25,4540,89433,,INE133D01023,26-Mar-20,,
522152,SOLITAIR MC ,X ,Q,17.5,20.05,17.5,20,20,19.5,9,1125,22462,,INE410A01013,26-Mar-20,,
522165,INDSIL HYD  ,X ,Q,8.92,8.92,8.59,8.87,8.87,8.75,17,2886,25094,,INE867D01018,26-Mar-20,,
522183,ITL INDUSTRS,X ,Q,48.3,48.5,41.3,43.75,44.95,40.7,31,3588,153288,,INE478D01014,26-Mar-20,,
522195,FRONTIER SPR,XT,Q,167.7,185.3,167.7,182.85,185,176.5,234,25001,4410915,,INE572D01014,26-Mar-20,,
522205,PRAJ IND.LTD,B ,Q,54,54.05,49.2,54.05,54.05,49.15,669,56583,3012856,,INE074A01025,26-Mar-20,,
522207,RASANDIK ENG,X ,Q,36,39.95,34,39.95,39.95,34.1,19,2171,74474,,INE682D01011,26-Mar-20,,
522215,HLEGLAS     ,X ,Q,434,451.65,433.95,451.65,451.65,442.8,175,12141,5394311,,INE461D01010,26-Mar-20,,
522217,GUJ APOIND  ,B ,Q,149.75,149.75,130.75,138.8,139.95,132,90,1926,267344,,INE826C01016,26-Mar-20,,
522229,TANEJA AERO.,X ,Q,14,14.5,13.5,14.15,14.15,13.5,49,4643,65599,,INE692C01020,26-Mar-20,,
522231,CONART ENG. ,X ,Q,22.6,22.6,19.6,20.9,20.9,20.25,3,102,2003,,INE714D01012,26-Mar-20,,
522241,M.M.FORGINGS,B ,Q,172.2,185.5,172.2,175.6,175.6,176.7,85,858,154904,,INE227C01017,26-Mar-20,,
522249,MAYUR UNIQ. ,B ,Q,146.8,147,140,146.95,147,133.95,51,109250,15545361,,INE040D01038,26-Mar-20,,
522251,CENLUB INDUS,X ,Q,22.1,24.45,22.1,24.45,24.45,23.5,17,3276,79939,,INE627F01011,26-Mar-20,,
522257,RAJOO ENGIN.,X ,Q,5.76,7,5.76,6.85,6.85,6.64,59,81987,540833,,INE535F01024,26-Mar-20,,
522263,JMC PROJECTS,B ,Q,32.7,35.45,29.5,34.3,34.35,32.45,320,10757,356962,,INE890A01024,26-Mar-20,,
522267,VEEJAY LAKSH,X ,Q,21,21.5,20,21.5,21.5,20.5,4,1051,22021,,INE466D01019,26-Mar-20,,
522275,GET&D       ,A ,Q,66.6,69.85,62.05,68.6,68.6,65.65,113,4678,321131,,INE200A01026,26-Mar-20,,
522281,RAM RAT.WIRE,X ,Q,47.9,49.95,44.75,46.05,47.85,46,46,2063,98339,,INE207E01023,26-Mar-20,,
522285,JAY NECO IND,B ,Q,2.24,2.24,2.24,2.24,2.24,2.35,2,300,672,,INE854B01010,26-Mar-20,,
522287,KALPA.POWER ,A ,Q,180,184.1,175.1,179.8,180.8,179.65,652,6830,1234972,,INE220B01022,26-Mar-20,,
522294,T & I GLOBAL,X ,Q,58,58,52,57.9,58,49.15,18,542,28647,,INE811B01010,26-Mar-20,,
522295,CONTROL PRNT,B ,Q,152.5,190,152.5,186.9,190,160,80,1000,180498,,INE663B01015,26-Mar-20,,
523007,ANSAL BUILD.,X ,Q,18.9,18.9,18.9,18.9,18.9,18,4,12,226,,INE030C01015,26-Mar-20,,
523011,WEIZMANN LTD,B ,Q,21.1,21.1,21.1,21.1,21.1,20.1,22,2350,49585,,INE080A01014,26-Mar-20,,
523019,B.N.RATHI SE,X ,Q,12.45,12.45,12,12,12,11.8,20,3625,43698,,INE710D01010,26-Mar-20,,
523021,RISHITECH   ,X ,Q,14.15,15.8,13.7,14.8,15.8,15.2,31,3886,56424,,INE989D01010,26-Mar-20,,
523023,SINCLAIR HOT,X ,Q,170.05,180,164,166.45,166,171.1,101,2509,424131,,INE985A01014,26-Mar-20,,
523025,SAFARI IND. ,B ,Q,392.05,402.35,386.9,399.65,399.65,365.8,62,799,315401,,INE429E01023,26-Mar-20,,
523054,BIN.TEX.PR(P,XT,Q,472.45,472.45,472.45,472.45,472.45,497.3,1,5,2362,,INE626H01019,26-Mar-20,,
523116,SANCO TRANS ,X ,Q,125.5,125.5,125.5,125.5,125.5,132.05,2,62,7781,,INE391G01012,26-Mar-20,,
523127,EIH ASSO.HOT,B ,Q,180,213.65,165.3,208.85,208.85,178.05,33,105,19680,,INE276C01014,26-Mar-20,,
523144,MEDI CAPS   ,X ,Q,7.79,8.13,7.41,7.61,7.5,7.79,38,4697,35873,,INE442D01010,26-Mar-20,,
523151,OTCO INTERN.,X ,Q,13.65,13.65,13.6,13.6,13.6,14.3,3,13,176,,INE910B01028,26-Mar-20,,
523160,MORGAN CRU  ,X ,Q,1450,1550,1340.05,1450,1450,1350,36,170,249020,,INE599F01012,26-Mar-20,,
523164,SIP INDUST. ,Z ,Q,3.5,3.5,3.5,3.5,3.5,3.5,2,6,21,,INE186B01017,26-Mar-20,,
523204,ABAN OFFSHO ,B ,Q,13.3,13.95,13.2,13.6,13.6,13.3,196,11562,156105,,INE421A01028,26-Mar-20,,
523207,KOKUYOCMLN  ,B ,Q,44.85,46.3,42.05,44.85,44.85,41.35,104,5966,264760,,INE760A01029,26-Mar-20,,
523229,BHARAT SEATS,X ,Q,33,38,32,35.9,37,34,100,8723,311442,,INE415D01024,26-Mar-20,,
523260,PEARL POLYME,B ,Q,12.5,12.5,12.5,12.5,12.5,12.55,49,1000,12500,,INE844A01013,26-Mar-20,,
523261,VENKEY'S (I),A ,Q,701,760.35,701,760.35,760.35,691.25,1326,12777,9618206,,INE398A01010,26-Mar-20,,
523269,ADVANI HOTEL,B ,Q,30.75,30.75,30.75,30.75,30.75,28,2,100,3075,,INE199C01026,26-Mar-20,,
523277,G.V.FILMS   ,X ,Q,0.25,0.25,0.25,0.25,0.25,0.24,9,2050,512,,INE395B01048,26-Mar-20,,
523283,SUPER HOUSE ,B ,Q,54.75,65,54.75,60.6,61,59.95,40,1854,111597,,INE712B01010,26-Mar-20,,
523301,TCPL PACK   ,B ,Q,167.9,168.5,145,164,164,155,11,806,129950,,INE822C01015,26-Mar-20,,
523319,BALMER LAWRI,B ,Q,73.2,77.5,73.1,75.55,75.85,72.35,523,10244,777917,,INE164A01016,26-Mar-20,,
523323,KOVAI MEDI. ,X ,Q,575,642.95,575,619.75,620,574.3,101,2415,1509106,,INE177F01017,26-Mar-20,,
523329,ELDECO HOUS.,X ,Q,785,785,712,782,782,740,17,243,185495,,INE668G01013,26-Mar-20,,
523367,DCMSHRIRAM  ,A ,Q,200.35,209.9,200,202.75,202.4,195.85,259,4236,862883,,INE499A01024,26-Mar-20,,
523369,DCM SHR.IND ,X ,Q,88.25,104.2,88.25,94.8,94.9,86.85,118,23873,2245495,,INE843D01019,26-Mar-20,,
523371,MAWANA SUGAR,B ,Q,17.85,17.85,17.85,17.85,17.85,16.25,3,650,11602,,INE636A01039,26-Mar-20,,
523384,MAH.RAS.APEX,T ,Q,72.85,72.85,72.85,72.85,72.85,76.65,2,130,9470,,INE843B01013,26-Mar-20,,
523385,NILKAMAL L  ,A ,Q,1014.5,1030.25,1001,1002.95,1001.5,1000.65,122,723,737106,,INE310A01015,26-Mar-20,,
523391,NAHAR POLY  ,B ,Q,26,27.8,26,27.8,27.8,26,22,2639,70325,,INE308A01027,26-Mar-20,,
523395,3M INDIA LTD,A ,Q,16971.7,18220.3,16667.9,17925.8,17910,16840,281,425,7588430,,INE470A01017,26-Mar-20,,
523398,JCHAC       ,A ,Q,1950.05,2225,1950.05,2214.05,2210,1856,206,733,1555660,,INE782A01015,26-Mar-20,,
523405,JM FINANCIAL,A ,Q,69.05,69.05,65.85,68.3,68.2,62.8,776,32452,2220440,,INE780C01023,26-Mar-20,,
523411,ADCINDIA    ,X ,Q,120,143.5,119,121.15,119,128.1,53,1586,192691,,INE833A01016,26-Mar-20,,
523419,TAMIL.TELE. ,T ,Q,1.57,1.57,1.57,1.57,1.57,1.5,2,2,3,,INE141D01018,26-Mar-20,,
523445,REL INDL INF,B ,Q,189,198.95,184,193.35,195,184.95,1966,36365,7001306,,INE046A01015,26-Mar-20,,
523449,SHARP INDIA ,X ,Q,9.45,9.45,9.45,9.45,9.45,9.5,1,100,945,,INE207B01011,26-Mar-20,,
523457,LINDEINDIA  ,A ,Q,477,493,466,479.6,481.3,475.5,345,2927,1406624,,INE473A01011,26-Mar-20,,
523465,IND.BANK HSG,B ,Q,17.95,17.95,15.45,16.5,16.5,16.95,122,1124,18671,,INE969D01012,26-Mar-20,,
523475,LOTUS CHOC  ,X ,Q,9.35,10.25,9.35,10.25,10.25,9.8,13,1766,17191,,INE026D01011,26-Mar-20,,
523489,CMM HOSPITAL,X ,Q,8.8,8.8,8.3,8.3,8.3,8.39,4,2000,17350,,INE889F01017,26-Mar-20,,
523537,APM INDUS.  ,X ,Q,13.85,13.85,13,13.05,13,12.05,23,2407,31985,,INE170D01025,26-Mar-20,,
523539,PRECISION WR,B ,Q,68.2,75.8,68.2,70.35,68.65,69.05,108,111622,7618687,,INE372C01029,26-Mar-20,,
523558,NETWORK LTD.,XT,Q,1.07,1.07,0.98,0.98,0.98,1.02,2,7,6,,INE010C01025,26-Mar-20,,
523574,FEL         ,B ,Q,8.75,9.65,8.75,8.75,8.75,9.2,412,39034,353136,,INE623B01027,26-Mar-20,,
523586,IND.TONERS  ,X ,Q,45,53.9,45,53.55,53.15,45.55,148,9220,466286,,INE826B01018,26-Mar-20,,
523594,KUNSTSTOFFE ,X ,Q,4.6,4.6,4.6,4.6,4.6,4.84,7,2607,11992,,INE638D01021,26-Mar-20,,
523598,SHIPP.CORPN ,A ,Q,35,35,33.1,33.7,33.7,33.85,901,113818,3899496,,INE109A01011,26-Mar-20,,
523606,SIKA INTER. ,X ,Q,151.35,151.35,128.1,130.85,130.85,141.3,30,547,75439,,INE438E01016,26-Mar-20,,
523610,ITI LTD.    ,A ,Q,50.5,54,50.25,51.15,51.2,49.95,1327,60185,3125617,,INE248A01017,26-Mar-20,,
523618,DREDGING COR,B ,Q,139.5,142.95,131.8,138.3,142.95,131.45,789,12096,1669263,,INE506A01018,26-Mar-20,,
523630,NATIONAL FER,B ,Q,16.5,18.5,16.5,17.75,17.75,16.8,339,54962,971038,,INE870D01012,26-Mar-20,,
523638,IP RINGS LTD,X ,Q,37.95,37.95,32.6,33.8,33.6,36.45,14,1326,47761,,INE558A01019,26-Mar-20,,
523642,PI INDUS.LTD,A ,Q,1091.2,1174,1066.4,1137.4,1125,1078.75,1476,7563,8421294,,INE603J01030,26-Mar-20,,
523648,PLASTIBLEND ,B ,Q,114.95,115.95,109.15,115.05,115.05,107.35,29,259,29716,,INE083C01022,26-Mar-20,,
523660,WATERBASE   ,B ,Q,87,100.5,82.5,89.35,89.25,85.2,2228,87087,8107596,,INE054C01015,26-Mar-20,,
523672,FLEX FOODS  ,X ,Q,28.95,29.95,27.5,29.6,29.95,27.05,45,4980,143818,,INE954B01018,26-Mar-20,,
523676,GOLKUNDA DIA,X ,Q,17.07,17.92,17,17.46,17.92,17.07,3,21,366,,INE798D01015,26-Mar-20,,
523694,APCOTEX IND ,B ,Q,75,75,71.05,74.05,74.55,70.15,379,14122,1040723,,INE116A01032,26-Mar-20,,
523696,FORTIS MLR  ,X ,Q,36.3,46.9,36.3,43.9,43.9,44.85,33,1359,59252,,INE842B01015,26-Mar-20,,
523704,MASTEK LTD  ,B ,Q,180,192.15,173.85,178.95,173.85,183,303,4221,765051,,INE759A01021,26-Mar-20,,
523716,ASHIANA HOU ,B ,Q,45,50.8,45,48.95,48,46.3,230,8086,395292,,INE365D01021,26-Mar-20,,
523736,DVL         ,B ,Q,48.95,48.95,48.95,48.95,48.95,47,1,20,979,,INE477B01010,26-Mar-20,,
523754,MAHEPC      ,B ,Q,84.45,90.25,77.55,82.65,83,81.5,516,23538,1985403,,INE215D01010,26-Mar-20,,
523756,SREIINFRA   ,A ,Q,4.07,4.32,4,4.05,4,4.18,101,52489,215931,,INE872A01014,26-Mar-20,,
523782,MITSHI      ,X ,Q,54.25,54.3,41.6,51.2,51.2,47.95,18,876,45708,,INE844D01017,26-Mar-20,,
523792,MAZDA LTD   ,B ,Q,247.85,261,247.85,257,257,246.25,5,39,10050,,INE885E01034,26-Mar-20,,
523796,VICEROY HOTE,T ,Q,0.9,0.9,0.9,0.9,0.9,0.86,1,1,0,,INE048C01017,26-Mar-20,,
523828,MENON BEAR. ,B ,Q,33.5,34.5,33.5,34.35,34.35,29.8,123,6002,201368,,INE071D01033,26-Mar-20,,
523832,MUKAT PIPES ,X ,Q,1.36,1.36,1.36,1.36,1.36,1.43,1,101,137,,INE862C01029,26-Mar-20,,
523838,SIMPLX INFRA,B ,Q,21.2,21.2,21.2,21.2,21.2,22.3,39,10607,224868,,INE059B01024,26-Mar-20,,
523840,INN.TECH.PAC,X ,Q,7.75,8.1,7.5,8.1,8.1,7.73,30,10156,80699,,INE965C01038,26-Mar-20,,
523850,AXTEL INDUS.,X ,Q,93.95,94,86.1,89.55,88,83.4,44,13143,1176906,,INE767C01012,26-Mar-20,,
524000,MAGMA FIN   ,A ,Q,17.35,18.3,17.1,18.3,18,17.45,503,29319,532888,,INE511C01022,26-Mar-20,,
524013,HIND.FLUROCA,B ,Q,2.98,2.98,2.93,2.93,2.93,2.98,11,409,1198,,INE806J01013,26-Mar-20,,
524019,KINGFA      ,B ,Q,403.15,413.15,390,390,390,403.15,26,136,54922,,INE473D01015,26-Mar-20,,
524037,RAMA PHOSPH ,X ,Q,24,25.6,22.65,23.1,23,23.6,70,14812,347831,,INE809A01024,26-Mar-20,,
524038,VENLON ENTR ,X ,Q,1.97,1.97,1.97,1.97,1.97,2.07,2,150,295,,INE204D01022,26-Mar-20,,
524051,POLYPLEX    ,B ,Q,294.3,314.95,293,298.1,314.95,291.45,363,15226,4550733,,INE633B01018,26-Mar-20,,
524075,ALBERT DAVID,B ,Q,308.45,324,305,319.7,317,298.9,60,1099,345203,,INE155C01010,26-Mar-20,,
524091,ACRYCIL LTD.,XT,Q,60,63.1,57.1,57.2,57.1,60.1,215,34137,2017038,,INE482D01024,26-Mar-20,,
524109,KABRA EXTR  ,B ,Q,41.8,43.7,41.8,43,43,40,90,1027,43673,,INE900B01029,26-Mar-20,,
524129,VINYL CHEM  ,B ,Q,41.5,43.65,38.9,39.8,39.3,39.7,93,43204,1789098,,INE250B01029,26-Mar-20,,
524136,PEE CEE COSM,X ,Q,46.55,46.55,44.25,44.55,44.55,46.55,7,80,3553,,INE417E01010,26-Mar-20,,
524164,IOL CHEM PH ,B ,Q,170.45,170.95,160,170.95,170.95,162.85,808,43581,7397591,,INE485C01011,26-Mar-20,,
524174,KESAR PETRO ,X ,Q,2.56,2.81,2.55,2.57,2.57,2.68,132,81484,212389,,INE133C01033,26-Mar-20,,
524200,VINATI ORG. ,A ,Q,740.75,815.65,700,785,785,692.7,1897,5712,4422254,,INE410B01037,26-Mar-20,,
524202,LACTOSE(I)  ,X ,Q,15.7,17.3,15.7,15.7,15.7,16.5,12,2873,45298,,INE058I01013,26-Mar-20,,
524208,AARTI INDUST,A ,Q,730,757.7,713.35,740.15,740.95,704.1,1041,6488,4799333,,INE769A01020,26-Mar-20,,
524212,WANBURY LTD ,T ,Q,17.1,17.1,16.55,16.6,16.6,17,10,2904,48454,,INE107F01022,26-Mar-20,,
524218,RESONANCE   ,XT,Q,28,28,25.75,26.4,28,27,44,8376,225992,,INE486D01017,26-Mar-20,,
524226,GUJ AMB EXP ,B ,Q,107,108,96.55,105.55,107.85,90.55,468,7454,768317,,INE036B01022,26-Mar-20,,
524230,RASHTR.CHEM.,A ,Q,23.5,27.2,23.4,26.4,26.4,23.5,1318,205849,5222717,,INE027A01015,26-Mar-20,,
524280,KOPRAN LTD. ,B ,Q,17.6,19,17.55,18.85,18.9,16.75,220,17958,325060,,INE082A01010,26-Mar-20,,
524288,AIMCO PESTI.,X ,Q,40.35,42.25,40.35,42.2,42.25,38.45,67,12515,526762,,INE008B01013,26-Mar-20,,
524314,GUJ.TERC LAB,X ,Q,6.66,6.66,6.66,6.66,6.66,6.65,1,100,666,,INE499G01013,26-Mar-20,,
524322,KABRA DRUGS ,XT,Q,2.97,2.97,2.92,2.97,2.97,2.92,10,1622,4812,,INE323K01017,26-Mar-20,,
524324,SEYAIND     ,B ,Q,44.9,44.9,44.9,44.9,44.9,47.25,20,866,38883,,INE573R01012,26-Mar-20,,
524330,JAYANT AGRO ,B ,Q,55.85,58,54,56.05,56,52.6,34,540,30092,,INE785A01026,26-Mar-20,,
524332,BCLIL       ,X ,Q,29.4,29.75,29,29.75,29.75,28.35,17,11184,332714,,INE412G01016,26-Mar-20,,
524336,SH.HARI CHEM,X ,Q,25.85,25.85,25.85,25.85,25.85,26.35,1,100,2585,,INE065E01017,26-Mar-20,,
524342,INDOBORAXC  ,X ,Q,167.1,176,155,158.45,160.05,165.8,91,6107,986481,,INE803D01013,26-Mar-20,,
524348,AARTI DRUGS ,B ,Q,485,505,465,489,485,477,233,930,457257,,INE767A01016,26-Mar-20,,
524370,BODAL CHEM  ,B ,Q,37.8,43.55,37.8,40.45,40.1,37.15,773,30476,1231001,,INE338D01028,26-Mar-20,,
524394,VIMTA LABS  ,B ,Q,63.3,63.3,59.75,60,60,59.3,223,6680,407553,,INE579C01029,26-Mar-20,,
524396,BIOFIL CHEM ,B ,Q,6.9,6.9,6.9,6.9,6.9,6.58,2,19,131,,INE829A01014,26-Mar-20,,
524400,ISHITA DRUGS,X ,Q,11,11,11,11,11,10.5,2,400,4400,,INE806D01016,26-Mar-20,,
524404,MARKSANS    ,B ,Q,11.2,11.9,11.2,11.65,11.6,11.15,247,61659,716819,,INE750C01026,26-Mar-20,,
524412,AAREY DRUGS ,X ,Q,14.9,15,13.4,14,14,13.9,55,7590,105827,,INE198H01019,26-Mar-20,,
524440,CAMEX LTD   ,X ,Q,10.25,10.25,9.01,10.03,9.01,9.51,14,2701,27243,,INE198C01010,26-Mar-20,,
524444,KAVITIND    ,X ,Q,91.7,96.45,85,86.25,88.85,87.4,208,7821,695679,,INE313M01014,26-Mar-20,,
524470,SYNCOM FORM.,X ,Q,0.62,0.65,0.6,0.64,0.65,0.61,308,3561285,2231784,,INE312C01025,26-Mar-20,,
524480,RIDHI SIDHI ,X ,Q,177.6,204,156,167.5,167.5,193,81,3521,608233,,INE249D01019,26-Mar-20,,
524488,SVCIND      ,XT,Q,1.28,1.28,1.28,1.28,1.28,1.3,1,100,128,,INE038B01010,26-Mar-20,,
524494,IPCA LAB LTD,A ,Q,1330,1365,1234.1,1293.45,1293.45,1305.05,3654,21589,27897091,,INE571A01020,26-Mar-20,,
524500,KILITCH DRUG,B ,Q,82,89.95,79.95,82.35,82.35,79.45,68,1356,114750,,INE729D01010,26-Mar-20,,
524506,CORAL LAB.  ,X ,Q,100.5,104,91.15,94,94.05,99.5,43,1482,146310,,INE683E01017,26-Mar-20,,
524518,KREBS BIOCHM,B ,Q,70.4,72.85,70.4,70.4,70.4,70.35,7,99,6978,,INE268B01013,26-Mar-20,,
524520,KMC SHIL    ,X ,Q,13.4,13.4,11.22,12.09,11.98,12.05,117,27718,335760,,INE879K01018,26-Mar-20,,
524542,SUKJIT STRCH,X ,Q,149.9,149.9,140,143.35,143,139.2,38,1048,151816,,INE450E01011,26-Mar-20,,
524558,NEULAND LAB.,B ,Q,298.2,298.2,277.1,280.7,280.7,284.4,53,1634,464037,,INE794A01010,26-Mar-20,,
524570,PODDAR PIGM.,B ,Q,120,120.15,120,120.15,120.15,115.35,5,302,36240,,INE371C01013,26-Mar-20,,
524572,PHARMAIDS PH,Z ,Q,4.5,4.5,4.5,4.5,4.5,4.7,2,7,31,,INE117D01018,26-Mar-20,,
524576,VIVID IND   ,X ,Q,10.5,10.5,9.5,9.95,9.75,10,28,3367,33571,,INE737C01023,26-Mar-20,,
524592,JD ORGOCHEM ,X ,Q,2.41,2.41,2.41,2.41,2.41,2.41,2,1000,2410,,INE263B01022,26-Mar-20,,
524594,ASHOK-ALCO  ,X ,Q,15.9,16.8,15.5,15.9,15.9,16,18,1410,22436,,INE994D01010,26-Mar-20,,
524598,AKSHARCHEM I,B ,Q,161,161,140,148.55,144,153,113,1006,151379,,INE542B01011,26-Mar-20,,
524606,BERYL DRUGS ,X ,Q,3.53,3.53,3.53,3.53,3.53,3.53,2,200,706,,INE415H01017,26-Mar-20,,
524634,ALU FLUORIDE,X ,Q,73.2,85,68.15,80.8,81.9,73.85,133,5674,459842,,INE058F01019,26-Mar-20,,
524640,ARCHITORG   ,X ,Q,6.8,6.89,6.55,6.55,6.55,6.89,3,1461,10038,,INE078I01011,26-Mar-20,,
524648,INDO AMINES ,X ,Q,24.3,26.5,24.3,26.5,26.5,24.1,31,3069,80177,,INE760F01010,26-Mar-20,,
524652,IND.SWIFT LT,B ,Q,2.2,2.2,2.15,2.15,2.15,2.13,82,6710,14676,,INE788B01028,26-Mar-20,,
524654,NATURAL CAPS,X ,Q,35.3,37,35.1,35.3,35.1,36.9,10,117378,4143395,,INE936B01015,26-Mar-20,,
524661,WELCURE DRUG,X ,Q,0.4,0.4,0.4,0.4,0.4,0.39,1,100,40,,INE331C01017,26-Mar-20,,
524663,BH.IMMUN&BIO,B ,Q,6,6.09,5.61,6.06,6.09,5.8,34,12468,75148,,INE994B01014,26-Mar-20,,
524669,HESTER BISC ,B ,Q,1070,1070,1005,1051.9,1051.9,1009.3,39,221,228696,,INE782E01017,26-Mar-20,,
524675,KABSONS INDU,XT,Q,2.1,2.1,2.1,2.1,2.1,2.1,1,10,21,,INE645C01010,26-Mar-20,,
524687,BASANT AGRO ,X ,Q,2.12,2.69,2.12,2.52,2.6,2.3,36,22899,59609,,INE473E01021,26-Mar-20,,
524703,SANDU PHARMA,X ,Q,11,11,11,11,11,11.3,1,100,1100,,INE751D01014,26-Mar-20,,
524709,NACLIND     ,B ,Q,18.25,20.05,18.25,19.7,20.05,17.9,11,4869,94957,,INE295D01020,26-Mar-20,,
524711,VISTA PHARMA,X ,Q,4.69,5.17,4.69,4.74,5.17,4.93,49,248541,1165779,,INE427C01021,26-Mar-20,,
524715,SUN PHARMA. ,A ,Q,361,368.4,335,338.55,338.55,347.05,7711,363454,127174779,,INE044A01036,26-Mar-20,,
524717,TITAN BIOTEC,X ,Q,37,37,32,35.4,34.5,33.55,61,3438,120042,,INE150C01011,26-Mar-20,,
524731,JENBURKT PH.,X ,Q,295,330.5,295,318.95,318.95,288.9,77,4003,1248343,,INE354A01013,26-Mar-20,,
524735,HIKAL LTD.  ,B ,Q,66.15,71.6,63.7,70.15,70.2,65.1,838,35106,2430881,,INE475B01022,26-Mar-20,,
524742,CAPLIN POINT,B ,Q,208.4,244.6,206.15,244.3,244.3,203.85,972,24445,5734740,,INE475E01026,26-Mar-20,,
524752,DECIPHER    ,X ,Q,21.85,21.85,21.85,21.85,21.85,23,1,1,21,,INE643N01012,26-Mar-20,,
524758,WINTAC LTD  ,XT,Q,176.45,176.45,176.45,176.45,176.45,168.05,7,894,157746,,INE812C01016,26-Mar-20,,
524764,NUTRA       ,X ,Q,5.68,5.68,5.68,5.68,5.68,5.79,6,725,4118,,INE230G01020,26-Mar-20,,
524774,NGL FINE CHM,X ,Q,259,284.95,259,265.9,259.2,259.35,69,2648,710413,,INE887E01022,26-Mar-20,,
524790,EVEREST ORG.,X ,Q,103.75,103.95,103.75,103.95,103.95,99,4,39,4048,,INE334C01029,26-Mar-20,,
524804,AUROB.PHARMA,A ,Q,340.05,364.9,340,361.4,361.4,333.5,3673,149283,52995150,,INE406A01037,26-Mar-20,,
524808,PHYTOCHEM I.,X ,Q,16.9,17.95,16.3,17.95,17.95,17.1,10,1509,25293,,INE037C01010,26-Mar-20,,
524816,NATCO PHARM ,A ,Q,465.2,498.75,463,477.15,488,463.7,625,6434,3089730,,INE987B01026,26-Mar-20,,
524818,DYNAMIC IND.,X ,Q,32.5,33,31,31.05,33,30,4,619,19222,,INE457C01010,26-Mar-20,,
524820,PANAMA PETRO,B ,Q,33.5,33.8,30.5,31.75,31.75,30.8,27,474,15148,,INE305C01029,26-Mar-20,,
524824,BAL PHARMA  ,B ,Q,27.45,28.45,25.25,27.85,27.85,25.55,78,1378,36599,,INE083D01012,26-Mar-20,,
524828,BDH INDUS.  ,XT,Q,48.6,48.6,48.6,48.6,48.6,48.6,7,190,9234,,INE278D01018,26-Mar-20,,
526027,CUBEX TUBING,T ,Q,10.55,10.55,10.55,10.55,10.55,11.1,1,1,10,,INE144D01012,26-Mar-20,,
526043,POLYMECH.MCH,X ,Q,29.55,29.55,26.75,26.75,26.75,28.15,7,158,4528,,INE809B01014,26-Mar-20,,
526073,GALAXY BEAR.,XT,Q,114,114.05,114,114.05,114.05,120,5,141,16075,,INE020S01012,26-Mar-20,,
526093,SATVAH.ISPAT,B ,Q,1.89,1.89,1.71,1.71,1.71,1.8,51,1000,1800,,INE176C01016,26-Mar-20,,
526113,UNIROYAL MAR,XT,Q,10.1,10.1,10.1,10.1,10.1,10.1,1,25,252,,INE602H01010,26-Mar-20,,
526117,SHERVANI IND,X ,Q,221,230,196.4,201.4,226.95,218.15,24,260,52843,,INE011D01013,26-Mar-20,,
526137,SHETRON LTD ,X ,Q,14.6,14.6,14.6,14.6,14.6,15.35,3,255,3723,,INE278C01010,26-Mar-20,,
526139,TRANSGENE BI,XT,Q,3.08,3.08,2.81,2.96,2.96,2.95,28,12494,36579,,INE773D01018,26-Mar-20,,
