anti,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
532097,MUKAND ENGG.,B ,Q,5.88,5.89,5.88,5.89,5.89,6.18,3,523,3075,,INE022B01014,26-Mar-20,,
532102,SBEC SUGAR  ,X ,Q,3.6,3.6,3.52,3.52,3.52,3.7,8,268,948,,INE948G01019,26-Mar-20,,
532123,BSE  INFRA  ,B ,Q,0.68,0.8,0.68,0.75,0.75,0.75,13,6149,4590,,INE395A01016,26-Mar-20,,
532124,RELIAB VEN  ,X ,Q,10,10,10,10,10,10,1,5,50,,INE419H01019,26-Mar-20,,
532129,HEXAWARE TEC,A ,Q,227.65,239.05,220,226.7,226.7,226.95,1465,23280,5370064,,INE093A01033,26-Mar-20,,
532134,BANKBARODA  ,A ,Q,59.5,60.1,54.9,55.95,55.95,58.2,6900,1594213,91072724,,INE028A01039,26-Mar-20,,
532141,ANDHRA CEMEN,B ,Q,1.71,1.71,1.56,1.71,1.71,1.56,97,12200,19960,,INE666E01012,26-Mar-20,,
532143,SKM EGG PROD,B ,Q,28.75,31.15,28.75,31,31,28.1,33,1505,45045,,INE411D01015,26-Mar-20,,
532144,WELCORP     ,A ,Q,65.1,66.3,63,66.15,66,63.15,708,119658,7883641,,INE191B01025,26-Mar-20,,
532145,H.S.(I) LTD.,X ,Q,4.5,4.94,4.05,4.94,4.94,4.5,10,1866,7861,,INE731B01010,26-Mar-20,,
532149,BNK OF INDIA,A ,Q,33,34.8,31.75,33,33,31.8,759,154539,5165569,,INE084A01016,26-Mar-20,,
532150,INDRAPRAST  ,B ,Q,33.05,34.85,32.5,33.1,33.1,32.8,614,8238,275076,,INE681B01017,26-Mar-20,,
532155,GAIL (I) LTD,A ,Q,76.25,77,72.2,73,73,75.4,3341,603817,44677788,,INE129A01019,26-Mar-20,,
532156,VAIBHAVGBL  ,B ,Q,680,717.55,661.8,703.65,710,694.55,129,705,488857,,INE884A01019,26-Mar-20,,
532159,TRESCON     ,X ,Q,68,68,67.5,68,68,68,3,112,7615,,INE088D01011,26-Mar-20,,
532160,GUJ.STAT.FIN,T ,Q,1.26,1.26,1.26,1.26,1.26,1.2,1,25,31,,INE944A01011,26-Mar-20,,
532162,JK PAPER    ,B ,Q,70.5,82.5,67.3,77.2,77.2,69.3,2463,136272,10580606,,INE789E01012,26-Mar-20,,
532163,SAREGAMA (I),B ,Q,224.9,224.9,198.35,204.95,200,203,12,162,33226,,INE979A01017,26-Mar-20,,
532172,ADROITINFO  ,B ,Q,5,5.25,4.76,4.76,4.76,5,7,916,4580,,INE737B01033,26-Mar-20,,
532173,CYBERTECH   ,B ,Q,25.7,28.5,25,28.1,28.1,23.75,29,2006,52380,,INE214A01019,26-Mar-20,,
532174,ICICI BANK  ,A ,Q,325,364.7,314.75,332,332,317.15,40704,2959137,1007102319,,INE090A01021,26-Mar-20,,
532175,CYIENT      ,A ,Q,227,250,224.1,228.4,229.35,228.75,647,16558,3817653,,INE136B01020,26-Mar-20,,
532178,ENGINRS.(I) ,A ,Q,58,58.7,56,57,56.95,57.75,949,71630,4087447,,INE510A01028,26-Mar-20,,
532180,DHANALAK.BNK,B ,Q,7.6,8.22,7.42,7.82,7.82,7.78,1061,188135,1483117,,INE680A01011,26-Mar-20,,
532181,GUJ.MINERAL ,A ,Q,32.95,34.6,31.85,32.15,32.95,32.2,617,37793,1245388,,INE131A01031,26-Mar-20,,
532187,INDUSIND BNK,A ,Q,318.8,451.8,313.25,436.95,436.95,301.2,53788,2679837,1111457215,,INE095A01012,26-Mar-20,,
532189,INDIA TOURIS,B ,Q,123,126.9,117,121,120,121.1,716,8251,1018376,,INE353K01014,26-Mar-20,,
532209,J & K BANK  ,A ,Q,14.15,14.8,13.8,14,14,14.05,423,81854,1169668,,INE168A01041,26-Mar-20,,
532210,CITY UNION  ,A ,Q,135,151.9,130.4,135.95,135,134.5,2838,95732,13673577,,INE491A01021,26-Mar-20,,
532212,ARCHIES LTD ,B ,Q,8.48,8.6,8.48,8.48,8.48,8.65,71,1143,9710,,INE731A01020,26-Mar-20,,
532215,AXIS BANK   ,A ,Q,337,398,332.35,342.65,342.65,326.9,56406,3934840,1448176758,,INE238A01034,26-Mar-20,,
532218,SOUTH IND.BK,A ,Q,5.55,5.55,5.05,5.35,5.35,5.06,1023,866350,4566894,,INE683A01023,26-Mar-20,,
532219,ENERGY DEV. ,B ,Q,4.15,4.27,3.9,4.27,4.27,3.89,14,3266,13456,,INE306C01019,26-Mar-20,,
532221,SONATA SOFT.,A ,Q,172,189,170,177.55,177.55,171.85,1477,12532,2264282,,INE269A01021,26-Mar-20,,
532230,BENGAL TEA &,X ,Q,24.45,24.45,22.15,22.15,22.15,23.3,3,319,7776,,INE665D01016,26-Mar-20,,
532234,NAT.ALUM    ,A ,Q,29.7,30.6,28.4,29.1,29.1,28.8,858,584117,17340421,,INE139A01034,26-Mar-20,,
532240,INDIA NIPPON,B ,Q,212.2,218,201.1,202,202,206.25,34,673,142614,,INE092B01025,26-Mar-20,,
532256,NALWA SONS  ,B ,Q,498,498,470,498,498,432,5,54,26840,,INE023A01030,26-Mar-20,,
532259,APAR INDUS. ,B ,Q,251.55,262.5,243,245.45,244.95,249.8,398,2463,625947,,INE372A01015,26-Mar-20,,
532268,ACCELYA     ,B ,Q,918.9,918.9,870,876.5,876.5,880,9,146,127982,,INE793A01012,26-Mar-20,,
532271,CYBERMATE   ,X ,Q,0.98,0.98,0.76,0.8,0.86,0.89,44,51775,42884,,INE215B01022,26-Mar-20,,
532281,HCL TECHNO  ,A ,Q,455,471.5,441.1,451.55,451.55,448.35,6072,292554,132069103,,INE860A01027,26-Mar-20,,
532282,CASTEXTECH  ,T ,Q,0.39,0.39,0.39,0.39,0.39,0.38,4,19065,7435,,INE068D01021,26-Mar-20,,
532284,TCFC FINANCE,X ,Q,17,17,16.3,16.3,16.3,17.05,3,100,1632,,INE389D01013,26-Mar-20,,
532285,GEOJITFSL   ,B ,Q,22,22,17.6,18.9,19.6,18.85,244,11221,213188,,INE007B01023,26-Mar-20,,
532286,JINDAL STE  ,A ,Q,92.4,95.45,87.4,89,88.3,92.4,4993,549967,50577410,,INE749A01030,26-Mar-20,,
532290,BLB LTD.    ,B ,Q,3.25,3.4,2.94,2.94,2.94,3.11,14,5054,17078,,INE791A01024,26-Mar-20,,
532296,GLENMARK PHA,A ,Q,199,215.95,192.1,209,209,191.7,3501,162721,33493596,,INE935A01035,26-Mar-20,,
532300,WOCKHARDT   ,A ,Q,171.4,180,166.1,175.3,180,166.35,2302,54113,9482302,,INE049B01025,26-Mar-20,,
532301,TATA COFFEE ,B ,Q,54,56.05,50.55,53.7,53.7,50.65,943,48756,2617465,,INE493A01027,26-Mar-20,,
532305,IND-SWIFT LA,T ,Q,20.45,21.05,20,21.05,21.05,20.05,48,6071,125578,,INE915B01019,26-Mar-20,,
532309,GEPIL       ,A ,Q,491.85,493,440,453.3,468.75,473.95,198,1446,676073,,INE878A01011,26-Mar-20,,
532310,SHREE RAMA  ,B ,Q,3.55,3.55,3.55,3.55,3.55,3.73,1,50,177,,INE879A01019,26-Mar-20,,
532313,MAHINDRALIFE,A ,Q,201.3,206.5,188,190.05,188.9,195.55,294,1983,388880,,INE813A01018,26-Mar-20,,
532321,CADILA HEALT,A ,Q,264.05,271.1,253,256.7,256.7,264.05,2535,76117,20051822,,INE010B01027,26-Mar-20,,
532323,SHIVA CEMENT,X ,Q,7.43,7.43,6.76,6.99,6.99,7.08,245,134245,957084,,INE555C01029,26-Mar-20,,
532324,CINEVISTA   ,B ,Q,4.01,4.08,4.01,4.08,4.08,3.89,2,30,121,,INE039B01026,26-Mar-20,,
532326,INTENS TECH ,B ,Q,12.85,13.3,11.8,12.6,12.6,11.2,77,2063,26773,,INE781A01025,26-Mar-20,,
532329,DANLAW TECH.,X ,Q,25,25,22.7,25,25,25,15,1175,28168,,INE310B01013,26-Mar-20,,
532330,BIOPAC INDIA,XT,Q,2.87,2.87,2.87,2.87,2.87,2.82,2,101,289,,INE998A01017,26-Mar-20,,
532331,AJANTA PHARM,A ,Q,1182.55,1200,1106.15,1168.7,1188,1090.35,583,3893,4471098,,INE031B01049,26-Mar-20,,
532333,HB PORTFOLIO,X ,Q,11.6,11.6,9.8,10,10,9.9,28,451,4876,,INE638B01025,26-Mar-20,,
532334,HB ESTATE DE,X ,Q,5.33,5.33,5.33,5.33,5.33,5.33,1,53,282,,INE640B01021,26-Mar-20,,
532339,COMPUCOM SOF,B ,Q,3.5,3.65,3.5,3.5,3.5,3.51,26,1605,5749,,INE453B01029,26-Mar-20,,
532341,IZMO        ,B ,Q,12,13,11.8,12.7,12.9,12.4,16,1082,13034,,INE848A01014,26-Mar-20,,
532343,TVS MOTOR L ,A ,Q,349.95,349.95,312.6,322.05,321.8,334.25,2790,111460,36093351,,INE494B01023,26-Mar-20,,
532345,GATI LTD.   ,B ,Q,43.1,48.5,43,48.5,48.5,44.1,196,17878,848992,,INE152B01027,26-Mar-20,,
532348,SUBEX LTX   ,B ,Q,3,3.2,2.8,3.14,3.2,3.06,71,67418,208459,,INE754A01014,26-Mar-20,,
532349,TRANSPORT CO,B ,Q,150,165,149.45,161.1,155.05,140.6,251,3837,600417,,INE688A01022,26-Mar-20,,
532350,PADMALAYA TE,XT,Q,1.14,1.14,1.14,1.14,1.14,1.2,8,7945,9057,,INE243B01016,26-Mar-20,,
532351,AKSH OPTIFIB,B ,Q,2.85,2.95,2.68,2.68,2.68,2.82,100,42034,119065,,INE523B01011,26-Mar-20,,
532354,VIRGOGLOB   ,Z ,Q,0.67,0.67,0.67,0.67,0.67,0.68,2,517,346,,INE400B01020,26-Mar-20,,
532356,TRIVENI ENGG,B ,Q,30.1,31.9,28.9,31.65,31.9,30.4,3251,1313115,39742673,,INE256C01024,26-Mar-20,,
532357,MUKTA ARTS  ,B ,Q,17.5,18.8,16,16.6,16.6,17.15,37,973,17013,,INE374B01019,26-Mar-20,,
532365,DYNACONS SYS,B ,Q,13.7,13.7,13.7,13.7,13.7,13.05,2,2,27,,INE417B01040,26-Mar-20,,
532366,PNB GILTS   ,B ,Q,21.6,23.95,21.6,23,23,23,48,2115,48825,,INE859A01011,26-Mar-20,,
532368,BCG         ,B ,Q,3.19,3.2,2.9,3.2,3.2,3.05,91,86763,269083,,INE425B01027,26-Mar-20,,
532369,RAMCO INDS. ,B ,Q,124.3,129,116.4,119.05,119.05,128.85,47,1585,196844,,INE614A01028,26-Mar-20,,
532370,RAMCO  SYSTM,B ,Q,73,79.05,73,78,78,71.9,73,1199,93600,,INE246B01019,26-Mar-20,,
532371,TATA TELESER,T ,Q,1.89,1.91,1.8,1.91,1.91,1.82,94,86060,162114,,INE517B01013,26-Mar-20,,
532372,VIRINCHI    ,X ,Q,20.4,24.4,20,23.9,23.9,20.4,147,20245,472885,,INE539B01017,26-Mar-20,,
532373,WEPSOLN     ,X ,Q,12.75,15.15,12.75,14.95,14.95,13.95,5,641,8497,,INE434B01029,26-Mar-20,,
532374,STER TECH   ,A ,Q,67,69.35,64.5,65.45,66.3,65.95,2672,184627,12346906,,INE089C01029,26-Mar-20,,
532375,TIPSINDUSTR ,B ,Q,98,98,94,97.5,97.5,93.85,16,722,67879,,INE716B01011,26-Mar-20,,
532379,FIRSTOBJ    ,X ,Q,1.77,1.77,1.77,1.77,1.77,1.86,2,2,3,,INE683B01047,26-Mar-20,,
532380,BABA ARTS   ,X ,Q,2.98,2.98,2.98,2.98,2.98,2.81,9,863,2571,,INE893A01036,26-Mar-20,,
532382,BALAJI TELE.,B ,Q,35.7,36.15,34.35,35.8,35.9,35.05,95,7000,247094,,INE794B01026,26-Mar-20,,
532384,TYCHE INDS  ,X ,Q,69.1,79.9,69.1,74.8,74.55,73.95,91,4658,354339,,INE443B01012,26-Mar-20,,
532386,CALIFORN.SOF,B ,Q,8.55,8.55,7.79,7.98,7.98,8.19,17,1035,8270,,INE526B01014,26-Mar-20,,
532387,PRITISHN COM,B ,Q,10,10,9,9,9,9.06,35,2412,21734,,INE392B01011,26-Mar-20,,
532388,INDIAN OVER.,A ,Q,7.12,7.39,6.92,7.29,7.29,6.99,358,55908,400809,,INE565A01014,26-Mar-20,,
532390,TAJ GVK HOTL,B ,Q,97.7,102.45,93.55,102.45,102.45,93.15,134,3405,344660,,INE586B01026,26-Mar-20,,
532391,OPTO CIRCUIT,B ,Q,1.55,1.57,1.45,1.47,1.47,1.51,48,87713,133238,,INE808B01016,26-Mar-20,,
532395,AXISCADES   ,B ,Q,27.95,29.5,26.7,29.5,29.5,28.1,123,7925,225845,,INE555B01013,26-Mar-20,,
532398,UMESL       ,T ,Q,1.18,1.18,1.18,1.18,1.18,1.18,1,1,1,,INE240C01028,26-Mar-20,,
532400,BSOFT       ,A ,Q,62.1,64.3,59,60.6,61.2,58.7,671,42203,2646682,,INE836A01035,26-Mar-20,,
532404,SAVEN TECHNO,X ,Q,13.4,13.4,10.6,11.42,11.79,11.43,51,56061,630974,,INE856B01023,26-Mar-20,,
532406,AVANTEL LTD ,X ,Q,190,192.95,175.05,185.1,186.05,172.5,40,750,138889,,INE005B01019,26-Mar-20,,
532407,MOSCHIP     ,XT,Q,7.5,7.53,7.05,7.53,7.53,7.18,33,12390,91821,,INE935B01025,26-Mar-20,,
532408,MEGASOFT LTD,B ,Q,5.2,5.5,4.99,5.35,5.35,5.45,11,2489,13012,,INE933B01012,26-Mar-20,,
532410,TRANSCORP IN,X ,Q,8.35,9.1,8.35,9.1,9.1,8.74,9,3570,30993,,INE330E01023,26-Mar-20,,
532413,CEREBRA INTE,T ,Q,18.8,20.7,18.8,20,20,19.75,34,15344,298044,,INE345B01019,26-Mar-20,,
532419,SMARTLINK   ,B ,Q,57,59.35,57,59.35,59.35,53.95,3,10,588,,INE178C01020,26-Mar-20,,
532424,GODREJ CONS ,A ,Q,482.8,519.1,478,500.25,500.05,471.95,2249,46615,23271007,,INE102D01028,26-Mar-20,,
532430,BF UTILI    ,B ,Q,140.45,147.65,134.35,139.45,135.5,140.65,1369,35062,4989395,,INE243D01012,26-Mar-20,,
532432,UNITD SPR   ,B ,Q,494.9,501.15,464.05,488.15,488.15,466.05,5618,202175,99167665,,INE854D01024,26-Mar-20,,
532435,SANINFRA    ,X ,Q,57,57.5,57,57.5,57.5,57,4,180,10300,,INE799C01023,26-Mar-20,,
532439,OLECTRA     ,B ,Q,43.1,47.6,43.1,43.1,43.1,45.35,77,80288,3460439,,INE260D01016,26-Mar-20,,
532440,MPS LTD     ,B ,Q,218.35,218.35,207.15,218.05,218.1,198.5,33,548,119080,,INE943D01017,26-Mar-20,,
532443,CERA SANITAR,A ,Q,2342.1,2342.1,2242.2,2286.7,2286.15,2265.75,89,260,590825,,INE739E01017,26-Mar-20,,
532454,BHARTI ARTL ,A ,Q,434,494.05,420.6,478,478,429.75,9661,418641,190222084,,INE397D01024,26-Mar-20,,
532455,SHALIMAR WIR,X ,Q,3.72,3.72,3.72,3.72,3.72,3.55,5,645,2399,,INE655D01025,26-Mar-20,,
532456,COMPUAGE INF,B ,Q,8.2,8.56,8,8.48,8.48,8.16,22,2335,19484,,INE070C01037,26-Mar-20,,
532457,GULSHAN POLY,B ,Q,21.4,23.45,21.4,22.9,22.9,22.5,21,1959,44232,,INE255D01024,26-Mar-20,,
532459,FAZE3AUTO   ,X ,Q,13.1,13.1,13.1,13.1,13.1,13.5,1,100,1310,,INE207D01017,26-Mar-20,,
532460,PONNI SUG(ER,B ,Q,100,128.9,100,107.4,107.4,124.8,51,488,52851,,INE838E01017,26-Mar-20,,
532461,PUNJAB NATIO,A ,Q,35.5,35.8,33.25,33.45,33.45,34.3,3620,1200777,41237013,,INE160A01022,26-Mar-20,,
532466,ORACLE FIN  ,A ,Q,1664.1,1781.45,1664.1,1759.15,1770,1638.5,259,915,1571293,,INE881D01027,26-Mar-20,,
532468,KAMAHOLDING ,B ,Q,3565,3565,3400,3481.25,3400,3346,17,46,160435,,INE411F01010,26-Mar-20,,
532475,APTECH LTD  ,B ,Q,73.95,74.35,69.7,70.45,70.45,68.2,664,30193,2149129,,INE266F01018,26-Mar-20,,
532477,UNION BANK L,A ,Q,27.5,29.2,26.8,28.15,28.35,26.9,716,166382,4673418,,INE692A01016,26-Mar-20,,
532478,UNITED BREWA,A ,Q,940,967.15,884.4,894.75,898,879.95,5719,53547,49279697,,INE686F01025,26-Mar-20,,
532479,ISMT LTD    ,B ,Q,2.38,2.55,2.28,2.55,2.55,2.35,7,2955,7286,,INE732F01019,26-Mar-20,,
532481,NOIDA-TOLL B,B ,Q,2.5,2.69,2.46,2.53,2.53,2.45,7,1700,4375,,INE781B01015,26-Mar-20,,
532482,GRANULES (I),A ,Q,138,155,128,133.5,133.5,135.05,4027,154392,22288892,,INE101D01020,26-Mar-20,,
532483,CANARA BANK ,A ,Q,85.4,91.45,83,87.35,87.35,83.65,2436,291867,25638581,,INE476A01014,26-Mar-20,,
532485,BALMER LA.IN,B ,Q,276,309,276,301.35,301.35,288.75,101,2274,689050,,INE525F01017,26-Mar-20,,
532486,POKARNA LTD ,B ,Q,49.45,51.9,47,49.95,49.95,49.45,31,2853,144607,,INE637C01025,26-Mar-20,,
532488,DIVI'S LAB. ,A ,Q,1938,1976.35,1874.8,1881.4,1883.15,1917.8,774,7834,15045194,,INE361B01024,26-Mar-20,,
532493,ASTRA MICRO ,B ,Q,49.1,53.65,49.1,51.6,52,48.8,395,15602,819442,,INE386C01029,26-Mar-20,,
532497,RADICOKHAIT ,A ,Q,264.5,285.5,251.1,269.7,269.7,262.6,7488,314186,83834457,,INE944F01028,26-Mar-20,,
532498,SHRMCITYUN  ,A ,Q,850,852.4,798,805.55,798,856.8,123,483,397732,,INE722A01011,26-Mar-20,,
532500,MARUTISUZUK ,A ,Q,5051,5119.95,4751,4880.5,4880.5,5034.2,11055,67706,333398998,,INE585B01010,26-Mar-20,,
532503,RAJAPAMILLS ,X ,Q,470.4,499,430,456.75,458,470,55,582,265127,,INE296E01026,26-Mar-20,,
532504,NAVIN FLUORI,A ,Q,1123.25,1320,1113.75,1292.45,1292.45,1109,3092,14840,18708108,,INE048G01026,26-Mar-20,,
532505,UCOBANK     ,A ,Q,8.9,8.99,8.5,8.84,8.84,8.51,607,105265,931802,,INE691A01018,26-Mar-20,,
532507,BAG FIL MED ,T ,Q,1.75,1.82,1.67,1.67,1.67,1.75,13,3115,5225,,INE116D01028,26-Mar-20,,
532508,JSL         ,B ,Q,24,25.15,22.7,24.65,24.8,23.4,122,16274,398669,,INE220G01021,26-Mar-20,,
532509,SUPRAJIT ENG,A ,Q,118.9,118.9,110.7,114.2,111,108.1,54,1808,205017,,INE399C01030,26-Mar-20,,
532513,TVSELE      ,B ,Q,50,50.6,49.1,50,49.15,48.2,227,4041,202859,,INE236G01019,26-Mar-20,,
532514,INDRA GAS   ,A ,Q,351.4,373.8,342.55,361.8,361.8,342.6,4604,163763,58977324,,INE203G01027,26-Mar-20,,
532515,TV TODAY    ,B ,Q,150.95,164.8,149.75,164.35,164.35,149.85,140,764,124229,,INE038F01029,26-Mar-20,,
532522,PETRONET LNG,A ,Q,179.95,190.95,179.05,189.95,188.3,175.3,1059,70685,13095228,,INE347G01014,26-Mar-20,,
532523,BIOCON LTD. ,A ,Q,275,284.6,270.7,282.95,282.3,272.05,3613,145125,40552800,,INE376G01013,26-Mar-20,,
532524,PTC INDIA   ,A ,Q,33.75,36.65,33.7,35.55,35.35,33.85,655,69920,2463884,,INE877F01012,26-Mar-20,,
532525,BANK MAHA   ,B ,Q,9,9,8.15,8.45,8.55,8.42,202,38034,321225,,INE457A01014,26-Mar-20,,
532527,RK FORGINGS ,B ,Q,155,163.05,155,155.05,155.05,148.25,17,129,20076,,INE399G01015,26-Mar-20,,
532528,DATAM GLOB  ,B ,Q,36,38.85,35.35,38.35,38.5,35.35,278,6445,237987,,INE365B01017,26-Mar-20,,
532529,NDTV        ,B ,Q,25,27,23.95,24.65,24.6,24.95,87,2512,64755,,INE155G01029,26-Mar-20,,
532531,STAR        ,A ,Q,338,346.4,310.25,314.35,310.25,319.65,1840,444108,140950553,,INE939A01011,26-Mar-20,,
532532,JAIPRA      ,A ,Q,1.1,1.18,1.08,1.15,1.15,1.13,468,1542172,1709931,,INE455F01025,26-Mar-20,,
532538,ULTRATECH CM,A ,Q,3235,3393.75,3160,3237.6,3250,3226.7,3544,25320,82292036,,INE481G01011,26-Mar-20,,
532539,MINDA IND   ,A ,Q,248,250,231.2,242.25,244,246.4,450,4653,1140726,,INE405E01023,26-Mar-20,,
532540,TCS LTD.    ,A ,Q,1815,1880.9,1723,1806.7,1806.7,1752.2,12220,143192,255839062,,INE467B01029,26-Mar-20,,
532541,NIITTECH    ,A ,Q,1299.9,1375.95,1152.5,1168.85,1168.85,1250.9,7540,66596,83632152,,INE591G01017,26-Mar-20,,
532543,GULFPETRO   ,B ,Q,32.45,32.45,31.15,31.8,31.8,29.85,20,429,13693,,INE586G01017,26-Mar-20,,
532548,CENTURYPLY  ,A ,Q,104,113.5,104,110,110,101.85,768,295511,32494642,,INE348B01021,26-Mar-20,,
532553,WELENT      ,B ,Q,37.25,37.25,36,37.25,37.25,35.5,64,14922,553718,,INE625G01013,26-Mar-20,,
532555,NTPC LTD    ,A ,Q,81,83.85,76.5,80.5,80.5,79.7,3923,839159,66295462,,INE733E01010,26-Mar-20,,
532604,SALSTEEL    ,B ,Q,1.81,1.98,1.81,1.81,1.81,1.9,3,1800,3428,,INE658G01014,26-Mar-20,,
532605,JBM AUTO    ,B ,Q,102.8,108,102.8,106.95,106.95,98.2,79,1360,145042,,INE927D01028,26-Mar-20,,
532610,DWAR SUGAR  ,B ,Q,14.15,14.3,13.9,14.3,14.3,13.65,87,23370,332139,,INE366A01041,26-Mar-20,,
532612,INDOCO REM  ,B ,Q,169.25,199.2,169.2,180.7,179,166,263,2625,488868,,INE873D01024,26-Mar-20,,
532613,VIPCLOTHNG  ,B ,Q,3.4,3.71,3.38,3.68,3.68,3.55,29,11444,40784,,INE450G01024,26-Mar-20,,
532616,XCHANGING   ,B ,Q,29.6,29.9,29.5,29.5,29.5,27.45,10,987,29305,,INE692G01013,26-Mar-20,,
532617,JETAIRWAYS  ,Z ,Q,14.25,14.9,13.55,13.6,13.55,14.25,234,25437,351984,,INE802G01018,26-Mar-20,,
532622,GATEWAY DIST,A ,Q,86.5,95.7,84.9,92.8,94,79.75,288,8879,802207,,INE852F01015,26-Mar-20,,
532624,JINDALPH    ,B ,Q,8.4,8.5,8.4,8.5,8.5,8.4,3,121,1026,,INE796G01012,26-Mar-20,,
532626,PONDY OXIDES,X ,Q,123.65,133.95,106.05,121.5,119.05,122.3,242,8271,1018707,,INE063E01046,26-Mar-20,,
532627,JPPOWER     ,B ,Q,0.54,0.58,0.54,0.58,0.58,0.56,1028,31595401,17887687,,INE351F01018,26-Mar-20,,
532628,3I INFOTECH ,B ,Q,1.33,1.43,1.31,1.36,1.37,1.29,188,306846,420591,,INE748C01020,26-Mar-20,,
532629,MCNALLYB    ,T ,Q,2.1,2.3,2.1,2.25,2.25,2.2,6,4100,8925,,INE748A01016,26-Mar-20,,
532630,GOKALDAS    ,B ,Q,33,34.75,33,34.6,34.6,32,152,202301,6678349,,INE887G01027,26-Mar-20,,
532633,ALLSEC TECH ,B ,Q,117.8,125.95,117.8,120.8,123,123.95,89,653,77055,,INE835G01018,26-Mar-20,,
532636,IIFL        ,A ,Q,77.45,79,72,75.45,75.95,75.25,1118,50994,3990609,,INE530B01024,26-Mar-20,,
532637,MAN DRUGORG ,B ,Q,26.3,26.3,26.3,26.3,26.3,25.05,2,125,3287,,INE584F01014,26-Mar-20,,
532638,SHOPPER STOP,A ,Q,210,215,199,208.75,208,210,44,453,93781,,INE498B01024,26-Mar-20,,
532641,NDL         ,B ,Q,15.25,16,15.2,15.3,15.3,15.3,72,3675,56933,,INE875G01030,26-Mar-20,,
532642,JSWHL       ,B ,Q,1431,1548,1431,1458,1458,1437.8,15,45,67423,,INE824G01012,26-Mar-20,,
532644,JK CEMENT   ,A ,Q,960,988.15,932.05,939.25,932.05,963.55,430,2332,2221687,,INE823G01014,26-Mar-20,,
532645,BEEYU OVERSE,X ,Q,0.33,0.33,0.33,0.33,0.33,0.33,3,399,131,,INE052B01011,26-Mar-20,,
532646,UNIPLY IND  ,B ,Q,4.01,4.05,3.67,4.05,4.05,3.86,40,13202,51741,,INE950G01023,26-Mar-20,,
532648,YES BANK    ,A ,Q,30,31,25.25,26.65,26.65,29.7,57725,7483814,213877149,,INE528G01035,26-Mar-20,,
532649,NECTAR LIFE ,B ,Q,8.99,10.3,8.99,9.97,10.19,8.76,248,42253,416323,,INE023H01027,26-Mar-20,,
532651,SPL INDS    ,B ,Q,23.7,24,22.3,24,24,22.45,15,2074,47542,,INE978G01016,26-Mar-20,,
532652,KARNATAKA BK,A ,Q,42.75,42.75,40.5,41.4,41.05,41.15,1695,113886,4733166,,INE614B01018,26-Mar-20,,
532654,MCLEOD RUSSE,B ,Q,1.99,2.04,1.9,1.91,1.91,1.95,51,97259,193169,,INE942G01012,26-Mar-20,,
532656,FACOR ALLOYS,X ,Q,1.05,1.15,1.05,1.05,1.05,1.1,45,47747,50325,,INE828G01013,26-Mar-20,,
532658,EON ELECT   ,Z ,Q,7,7.43,6.99,7.03,7.43,7.08,4,1010,7101,,INE076H01025,26-Mar-20,,
532659,IDFC        ,A ,Q,15.3,15.4,14.85,15.4,15.4,14.7,466,122989,1882079,,INE043D01016,26-Mar-20,,
532660,VIVIMED LABS,B ,Q,7.31,7.65,6.9,7.22,7.25,7.25,108,11712,85474,,INE526G01021,26-Mar-20,,
532661,RANE MADRAS ,B ,Q,140.2,169.85,140.2,153.65,153.65,142,38,1455,231985,,INE050H01012,26-Mar-20,,
532662,HT MEDIA    ,B ,Q,7.95,9.85,7.95,9.5,9.85,8.21,164,12473,112885,,INE501G01024,26-Mar-20,,
532663,SASKEN      ,B ,Q,355.6,411,355.6,387.05,399.9,359.5,196,1574,603900,,INE231F01020,26-Mar-20,,
532666,FCS SOFTWARE,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,8,11699,2222,,INE512B01022,26-Mar-20,,
532667,SUZLONENERGY,A ,Q,1.73,1.8,1.65,1.79,1.79,1.72,3450,2936485,5086380,,INE040H01021,26-Mar-20,,
532670,RENUKA SUGAR,B ,Q,3.5,3.75,3.31,3.63,3.6,3.45,1043,99380,359676,,INE087H01022,26-Mar-20,,
532673,KM SUGARMILL,B ,Q,6.19,6.5,6.04,6.37,6.5,5.9,69,27995,177494,,INE157H01023,26-Mar-20,,
532674,BANNARI AMMA,B ,Q,73.5,73.5,73.5,73.5,73.5,72,2,130,9555,,INE186H01014,26-Mar-20,,
532678,BOMBAY RAYON,B ,Q,2.9,3.34,2.9,3.25,3.15,3.05,10,1908,6232,,INE589G01011,26-Mar-20,,
532679,SORILINFRA  ,B ,Q,49.65,53.95,49.65,49.95,49.65,52.25,145,10673,534791,,INE034H01016,26-Mar-20,,
532683,AIAENGINEER ,A ,Q,1310.4,1330.2,1281.5,1305.05,1308.15,1358.9,309,1105,1458181,,INE212H01026,26-Mar-20,,
532684,EVEREST KANT,B ,Q,10.8,10.95,10,10.15,10,10.45,342,72069,773026,,INE184H01027,26-Mar-20,,
532687,REPRO INDIA ,B ,Q,303.4,325.3,303.4,309.7,307,315,14,38,11773,,INE461B01014,26-Mar-20,,
532689,PVR LTD     ,A ,Q,1325.05,1447.95,1255.65,1278.6,1275,1321.55,8034,93695,124896200,,INE191H01014,26-Mar-20,,
