Sr.No.,Accord Code,Company Name,CD_ISIN No,CD_BSE Code,CD_NSE Symbol,CD_Bloomberg Code,CD_Reuters Code,CD_Sector,CD_Industry1,SC_Latest Price Date,CD_Listing Status,SC_Latest Price,SC_Latest Market Cap
3385,111571,Som Datt Finance Corporation Ltd.,INE754C01010,511571,SOMDUTTFIN,SMDFC IN,SDFC.BO,Finance,Finance - Investment,09-Jun-2017,Listed,5.36,5.36
3386,107514,Som Distilleries & Breweries Ltd.,INE480C01012,507514,SDBL,SDB IN,SDB.BO,Alcohol,Breweries & Distilleries,09-Jun-2017,Listed,149.45,411.32
3387,116038,Soma Papers & Industries  Ltd.,INE737E01011,516038,,SMPI IN,SOMP.BO,Paper,Paper & Paper Products,22-May-2017,Listed,15.77,2.21
3388,121034,Soma Textiles & Industries  Ltd.,INE314C01013,521034,SOMATEX,STI IN,SOMA.BO,Textile ,Textile ,09-Jun-2017,Listed,11.46,37.86
3389,131548,Somany Ceramics Ltd.,INE355A01028,531548,SOMANYCERA,SOMC IN,SOCE.BO,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,09-Jun-2017,Listed,785.85,3330.39
3390,200112,Somi Conveyor Beltings Ltd.,INE323J01019,533001,SOMICONVEY,SCBL IN,SOMI.BO,Agri,Rubber  Products,09-Jun-2017,Listed,50.05,58.96
3391,120057,Sona Koyo Steering Systems Ltd.,INE643A01035,520057,SONASTEER,SONA IN,SONA.BO,Automobile & Ancillaries,Auto Ancillary,09-Jun-2017,Listed,83.00,1649.57
3392,126901,Sonal Adhesives Ltd.,INE344I01017,526901,,SNAD IN,SNLA.BO,Plastic Products,Plastic Products,08-Jun-2017,Listed,11.80,7.15
3393,245327,Sonal Mercantile Ltd.,INE321M01017,538943,,SOME IN,,Finance,Finance - NBFC,30-Mar-2017,Listed,8.87,13.07
3394,132221,Sonata Software Ltd.,INE269A01021,532221,SONATSOFTW,SSOF IN,SOFT.BO,IT,IT - Software ,09-Jun-2017,Listed,160.05,1683.07
3395,222079,Soni Medicare Ltd.,INE848R01018,539378,,SOMED IN,,Healthcare,Hospital & Healthcare Services,01-Jun-2017,Listed,33.50,14.29
3396,210289,SORIL Holdings & Ventures Ltd.,INE126M01010,533520,SORILHOLD,IBWS IN,INDW.BO,Miscellaneous,Miscellaneous,09-Jun-2017,Listed,31.30,158.75
3397,132679,SORIL Infra Resources Ltd.,INE034H01016,532679,SORILINFRA,SORI IN,STOR.BO,Retailing,Retailing,09-Jun-2017,Listed,131.65,363.35
3398,121036,Source Industries (India) Ltd.,INE695C01015,521036,,SOUL IN,SOUR.BO,Textile ,Textile ,09-Jun-2017,Listed,1.38,1.57
3399,131398,Source Natural Foods and Herbal Supplements Ltd.,INE679C01027,531398,,SNFH IN,SOUC.BO,Healthcare,Pharmaceuticals & Drugs,08-Jun-2017,Listed,131.05,84.36
3400,126477,South Asian Enterprises Ltd.,INE118B01010,526477,,SAEN IN,SOAE.BO,Trading,Trading,09-Jun-2017,Listed,6.65,2.66
3401,116108,South India Paper Mills Ltd.,INE088G01014,516108,SIPAPER,SIPM IN,SIPM.BO,Paper,Paper & Paper Products,09-Jun-2017,Listed,104.45,156.68
3402,245331,South India Projects Ltd.,INE613C01018,538891,,SOIP IN,,Finance,Finance - Investment,09-Jun-2017,Listed,194.50,97.90
3403,283607,Southern Infosys Ltd.,INE298B01010,540174,,SOUTHERN IN,,IT,IT - Software ,02-Jun-2017,Listed,19.90,9.99
3404,114454,Southern Latex Ltd.,INE410M01018,514454,,SLTX IN,SOUT.BO,Textile ,Textile ,31-May-2017,Listed,9.45,6.95
3405,113498,Southern Magnesium & Chemicals Ltd.,INE308N01012,513498,,SMGC IN,SUTH.BO,Non - Ferrous Metals,Metal - Non Ferrous ,09-Jun-2017,Listed,33.00,9.90
3406,132669,Southern Online Bio Technologies Ltd.,INE371B01015,532669,,SOBT IN,SOBT.BO,Crude Oil,Petrochemicals,09-Jun-2017,Listed,4.91,28.97
3407,190030,Southern Petrochemical Industries  Corporation Ltd.,INE147A01011,590030,SPIC,SPET IN,SPIC.BO,Chemicals,Fertilizers,09-Jun-2017,Listed,26.45,538.63
3408,123826,Sovereign Diamonds Ltd.,INE959D01013,523826,,SOD IN,SOVN.BO,Diamond  &  Jewellery,Diamond  &  Jewellery,07-Jun-2017,Listed,8.09,4.68
3409,132025,Sowbhagya Media Ltd.,INE826D01014,532025,,SOM IN,SOBE.BO,Media & Entertainment,Film Production  Distribution & Entertainment,08-Jun-2017,Listed,3.21,3.51
3410,209127,SP Apparels Ltd.,INE212I01016,540048,SPAL,SPAL IN,,Textile ,Textile ,09-Jun-2017,Listed,470.25,1183.51
3411,130289,SP Capital Financing Ltd.,INE102F01015,530289,,SPCF IN,SPCF.BO,Finance,Finance - NBFC,09-Jun-2017,Listed,22.55,13.56
3412,240542,Spacenet Enterprises India Ltd.,INE970N01027,,SPCENET,NCTL IN,,Miscellaneous,Miscellaneous,09-Jun-2017,Listed,0.50,2.45
3413,124727,Span Divergent Ltd.,INE004E01016,524727,,SPD IN,SPAN.BO,Chemicals,Chemicals ,09-Jun-2017,Listed,52.45,28.65
3414,131370,Sparc Systems Ltd.,INE960B01015,531370,,SPRS IN,SPAS.BO,Capital Goods,Electric Equipment,08-May-2017,Listed,7.13,3.49
3415,245333,Sparking (India) Finshares Ltd.,INE181T01010,540211,,,,Finance,Finance - Investment,30-May-2017,Listed,14.45,5.78
3416,102465,Speciality Papers Ltd.,INE260F01011,502465,,SPLP IN,SPLP.BO,Paper,Paper & Paper Products,09-Jun-2017,Listed,0.44,6.87
3417,223869,Speciality Restaurants Ltd.,INE247M01014,534425,SPECIALITY,SRL IN,SPRE.BO,Hospitality,Hotel  Resort & Restaurants,09-Jun-2017,Listed,80.50,378.01
3418,113687,Spectra Industries Ltd.,INE848B01012,513687,,STIN IN,SIND.BO,Automobile & Ancillaries,Auto Ancillary,08-Jun-2017,Listed,20.55,14.55
3419,131982,Spectrum Foods Ltd.,INE547C01018,531982,,SPEC IN,SPFO.BO,FMCG,Consumer Food,25-May-2017,Listed,93.00,45.09
3420,117166,SPEL Semiconductor Ltd.,INE252A01019,517166,SPICELEC,SPICE IN,SPEL.BO,Electricals,Electronics - Components,09-Jun-2017,Listed,13.39,61.75
3421,126161,Spenta International Ltd.,INE175C01018,526161,,SPNT IN,SPIL.BO,Textile ,Textile ,09-Jun-2017,Listed,98.70,27.28
3422,121082,Spentex Industries Ltd.,INE376C01020,521082,SPENTEX,SPTI IN,SPTI.BO,Textile ,Textile - Spinning,09-Jun-2017,Listed,5.01,44.98
3423,132172,Sphere Global Services Ltd.,INE737B01033,532172,SPHEREGSL,SGSL IN,COLO.BO,IT,IT - Software ,09-Jun-2017,Listed,61.45,111.03
3424,126827,Spice Islands Apparels Ltd.,INE882D01017,526827,,SIA IN,SPIA.BO,Textile ,Textile ,09-Jun-2017,Listed,22.40,9.63
3425,117214,Spice Mobility Ltd.,INE927C01020,517214,SPICEMOBI,SPCEM IN,SPCL.BO,Trading,Trading,09-Jun-2017,Listed,13.33,303.74
3426,100285,Spicejet Ltd.,INE285B01017,500285,MODILUFT,SJET IN,SPJT.BO,Aviation,Airlines,09-Jun-2017,Listed,115.75,6938.64
3427,282723,Spicy Entertainment & Media Ltd.,INE592O01019,540084,,SPICY IN,,Media & Entertainment,Film Production  Distribution & Entertainment,09-Jun-2017,Listed,9.00,14.86
3428,241178,Spisys Ltd.,INE805E01016,539168,,SPYS IN,SPIS.BO,FMCG,Consumer Food,09-Jun-2017,Listed,11.65,10.54
3429,132651,SPL Industries  Ltd.,INE978G01016,532651,SPLIL,SPLI IN,SPND.BO,Textile ,Textile ,09-Jun-2017,Listed,20.65,59.89
3430,113414,Splendid Metal Products Ltd.,INE215G01021,513414,SMPL,SJS IN,SUJM.BO,Iron & Steel,Steel & Iron Products,09-Jun-2017,Listed,2.00,60.20
3431,100402,SPML Infra Ltd.,INE937A01023,500402,SPMLINFRA,SPML IN,SPML.BO,Infrastructure,Engineering - Construction,09-Jun-2017,Listed,122.95,450.62
3432,245147,Sportking India Ltd.,INE885H01011,539221,,SPRT IN,SPOT.BO,Textile ,Textile ,31-May-2017,Listed,15.17,5.40
3433,275470,Sprayking Agro Equipment Ltd.,INE537U01011,540079,,SPRAE IN,,Capital Goods,Engineering - Industrial Equipments,02-Jun-2017,Listed,23.20,7.36
3434,254978,SPS Finquest Ltd.,INE502O01018,538402,,SPSF IN,SPSF.BO,Finance,Finance - NBFC,29-May-2017,Listed,120.00,54.07
3435,130177,SPS International Ltd.,INE758B01013,530177,,SPSDP IN,SPSI.BO,Trading,Trading,25-May-2017,Listed,6.63,2.14
3436,218926,SQS India BFSI Ltd.,INE201K01015,533121,SQSBFSI,SQSI IN,THIN.BO,IT,IT - Software ,09-Jun-2017,Listed,542.25,579.44
3437,126532,Square Four Projects India Ltd.,INE716K01012,526532,,SFPI IN,SQAR.BO,Miscellaneous,Miscellaneous,10-May-2017,Listed,29.50,28.94
3438,113515,SR Industries Ltd.,INE329C01011,513515,,SRID IN,SRI.BO,FMCG,Household & Personal Products,19-May-2017,Listed,7.10,9.88
3439,130037,Sree Jayalakshmi Autospin Ltd.,INE618F01010,530037,,SJAS IN,SJLA.BO,Textile ,Textile - Spinning,31-May-2017,Listed,1.80,0.81
3440,107753,Sree Rayalaseema Alkalies & Allied Chemicals Ltd.,INE284B01028,507753,SREERAYALK,SRRA IN,SRRA.BO,Chemicals,Chemicals ,09-Jun-2017,Listed,27.25,237.69
3441,132842,Sree Rayalaseema Hi-Strength Hypo Ltd.,INE917H01012,532842,SRHHYPOLTD,SRAY IN,SRHL.BO,Chemicals,Chemicals ,09-Jun-2017,Listed,126.00,185.43
3442,132701,Sree Sakthi Paper Mills Ltd.,INE266H01014,532701,,SSAP IN,SRSP.BO,Paper,Paper & Paper Products,09-Jun-2017,Listed,5.44,8.94
3443,239658,Sreeleathers Ltd.,INE099F01013,535601,SREEL,SREE IN,SREE.BO,Trading,Trading,09-Jun-2017,Listed,195.80,492.54
3444,123756,SREI Infrastructure Finance Ltd.,INE872A01014,523756,SREINFRA,SREI IN,SREI.BO,Finance,Finance - NBFC,09-Jun-2017,Listed,114.75,5772.92
3445,255055,Srestha Finvest Ltd.,INE606K01023,539217,,SRFIN IN,MSIN.BO,Finance,Finance - Investment,08-Jun-2017,Listed,9.19,68.93
3446,103806,SRF Ltd.,INE647A01010,503806,SRF,SRF IN,SRFL.BO,Diversified,Diversified,09-Jun-2017,Listed,1673.40,9608.75
3447,237937,SRG Housing Finance Ltd.,INE559N01010,534680,,SRHO IN,SRGH.BO,Finance,Finance - Housing,09-Jun-2017,Listed,192.75,250.58
3448,248235,SRG Securities Finance Ltd.,INE326P01019,536710,,SRGS IN,SRGS.BO,Finance,Finance - NBFC,31-Mar-2017,Listed,21.15,8.20
3449,130943,Sri Adhikari Brothers Television Network Ltd.,INE416A01036,530943,SABTN,SABTN IN,SBTV.BO,Media & Entertainment,Film Production  Distribution & Entertainment,09-Jun-2017,Listed,239.85,838.14
3450,107918,Sri Arumuga Enterprise Ltd.,INE240L01011,507918,,SRIAE IN,SRIA.BO,Trading,Trading,06-Feb-2017,Listed,55.60,5.56
3451,114442,Sri KPR Industries Ltd.,INE009C01019,514442,,SKL IN,KPRI.BO,Construction Materials,Cement & Construction Materials,09-Jun-2017,Listed,25.50,51.37
3452,278427,Sri Krishna Constructions (India) Ltd.,INE094T01015,539363,,SKR IN,SKRC.BO,Realty,Construction - Real Estate,09-Jun-2017,Listed,60.50,57.60
3453,121161,Sri Lakshmi Saraswathi Textiles (Arni) Ltd.,INE456D01010,521161,,SLKST IN,SLST.BO,Textile ,Textile - Spinning,07-Jun-2017,Listed,35.50,11.83
3454,121234,Sri Nachammai Cotton Mills Ltd.,INE443E01016,521234,,SRNC IN,SNCM.BO,Textile ,Textile - Spinning,09-Jun-2017,Listed,14.70,6.32
3455,121178,Sri Ramakrishna Mills (Coimbatore) Ltd.,INE306D01017,521178,,SRKC IN,SRMI.BO,Textile ,Textile - Spinning,30-May-2017,Listed,15.75,11.21
3456,115081,Sri Vajra Granites Ltd.,INE047H01018,515081,,VAJ IN,SVJR.BO,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,19-May-2017,Listed,4.09,2.97
3457,113605,Srikalahasthi Pipes Ltd.,INE943C01027,513605,SRIPIPES,SRIK IN,LNCO.BO,Automobile & Ancillaries,Castings/Forgings,09-Jun-2017,Listed,352.30,1400.87
3458,131307,SRK Industries Ltd.,INE951M01037,531307,,SRKI IN,SRKI.BO,Textile ,Textile ,09-Jun-2017,Listed,4.99,39.15
3459,123222,SRM Energy Ltd.,INE173J01018,523222,,SRME IN,SRME.BO,Textile ,Textile ,30-Mar-2017,Listed,4.80,4.35
3460,245522,SRS Finance Ltd.,INE002J01019,536799,,SRFL IN,SRSF.BO,Finance,Finance - Investment,09-Jun-2017,Listed,13.15,129.03
3461,211420,SRS Ltd.,INE219H01039,533569,SRSLTD,SRSLT IN,SRSL.BO,Retailing,Retailing,09-Jun-2017,Listed,2.92,81.35
3462,223157,SRS Real Infrastructure Ltd.,INE953I01023,533305,,SRSRI IN,SRSR.BO,Realty,Construction - Real Estate,09-Jun-2017,Listed,11.90,478.42
3463,124636,SS Organics Ltd.,INE102E01018,524636,,SSO IN,SSO.BO,Healthcare,Pharmaceuticals & Drugs,19-May-2017,Listed,13.15,13.41
3464,114336,SSK Lifestyles Ltd.,INE194N01016,514336,,SSK IN,FINP.BO,Plastic Products,Plastic Products,07-Jun-2017,Listed,4.16,4.16
3465,130821,SSPDL Ltd.,INE838C01011,530821,,SSPD IN,SSPD.BO,Realty,Construction - Real Estate,09-Jun-2017,Listed,71.95,93.03
3466,273425,SSPN Finance Ltd.,INE820R01017,539026,,SSPN IN,SSPN.BO,Finance,Finance - Investment,27-Jan-2017,Listed,18.00,3.41
3467,245532,ST Services Ltd.,INE907D01012,538876,,STSE IN,,Finance,Finance - NBFC,09-May-2017,Listed,10.47,5.24
3468,131723,Stampede Capital Ltd.,INE224E01028,531723,STAMPEDE,SCAP IN,STAM.BO,Finance,Finance - Stock Broking,09-Jun-2017,Listed,18.75,536.75
3469,104180,Standard Batteries Ltd.,INE502C01039,504180,STANDRDBAT,STDB IN,STDB.BO,Trading,Trading,09-Jun-2017,Listed,6.44,3.33
3470,111700,Standard Capital Markets Ltd.,INE625D01010,511700,,SCMK IN,SCMK.BO,Finance,Finance - NBFC,06-Jun-2017,Listed,2.54,1.02
3471,217329,Standard Chartered PLC,INE028L21018,580001,STAN,STAN IN,STNCy.BO,Bank,Bank - Private,09-Jun-2017,Listed,54.00,1296.00
3472,130017,Standard Industries Ltd.,INE173A01025,530017,SIL,STD IN,STDI.BO,Miscellaneous,Miscellaneous,09-Jun-2017,Listed,23.50,151.17
3473,130931,Stanpacks (India) Ltd.,INE457D01018,530931,,STNPI IN,STAN.BO,Plastic Products,Plastic Products,09-Jun-2017,Listed,3.90,2.38
3474,106105,Stanrose Mafatlal Investments & Finance Ltd.,INE441L01015,506105,,SDP IN,STNM.BO,Finance,Finance - Investment,09-Jun-2017,Listed,170.00,67.45
3475,238295,Star Delta Transformers Ltd.,INE541K01014,539255,,SDTL IN,STAD.BO,Capital Goods,Electric Equipment,09-Jun-2017,Listed,136.40,40.92
3476,246218,Star Ferro and Cement Ltd.,INE935O01010,536666,SFCL,SFCL IN,STRF.BO,Diversified,Diversified,30-Mar-2017,Listed,140.25,7260.22
3477,116022,Star Paper Mills Ltd.,INE733A01018,516022,STARPAPER,STPM IN,STPM.BO,Paper,Paper & Paper Products,09-Jun-2017,Listed,198.10,309.20
3478,131616,Starcom Information Technology Ltd.,INE347I01010,531616,,SITL IN,STRC.BO,IT,IT - Software ,07-Jun-2017,Listed,277.50,138.77
3479,270983,Starlit Power Systems Ltd.,INE909P01012,538733,,STPS IN,STPO.BO,Non - Ferrous Metals,Metal - Non Ferrous ,05-May-2017,Listed,10.29,10.36
3480,117548,Starlite Components Ltd.,INE035C01022,517548,,STCP IN,STEC.BO,Capital Goods,Electric Equipment,09-Jun-2017,Listed,45.85,78.40
3481,120155,Starlog Enterprises Ltd.,INE580C01019,520155,ABGHEAVY,STAEL IN,ABG.BO,Miscellaneous,Miscellaneous,09-Jun-2017,Listed,76.60,91.67
3482,101061,State Bank Of Bikaner and Jaipur,INE648A01026,501061,SBBJ,SBBJ IN,SBKB.BO,Bank,Bank - Public,15-Mar-2017,Listed,771.25,5398.75
3483,100112,State Bank Of India,INE062A01020,500112,SBIN,SBIN IN,SBI.BO,Bank,Bank - Public,09-Jun-2017,Listed,288.50,233969.38
3484,132200,State Bank Of Mysore,INE651A01020,532200,MYSOREBANK,SBMS IN,SBKM.BO,Bank,Bank - Public,15-Mar-2017,Listed,606.45,2911.77
3485,132191,State Bank Of Travancore,INE654A01024,532191,SBT,SBTR IN,SBKT.BO,Bank,Bank - Public,15-Mar-2017,Listed,607.25,4317.80
3486,112531,State Trading Corporation Of India Ltd.,INE655A01013,512531,STCINDIA,STC IN,STCI.BO,Trading,Trading,09-Jun-2017,Listed,170.25,1021.50
3487,100113,Steel Authority Of India Ltd.,INE114A01011,500113,SAIL,SAIL IN,SAIL.BO,Iron & Steel,Steel & Iron Products,09-Jun-2017,Listed,57.55,23771.17
3488,229571,Steel City Securities Ltd.,INE395H01011,,STEELCITY,SCSE IN,,Finance,Finance - Stock Broking,09-Jun-2017,Listed,59.55,89.96
3489,190037,Steel Exchange India Ltd.,INE503B01013,534748,,SEIL IN,STEI.BO,Trading,Trading,09-Jun-2017,Listed,63.95,485.92
3490,113173,Steel Strips Infrastructures Ltd.,INE205F01016,513173,,SST IN,STTU.BO,Realty,Construction - Real Estate,09-Jun-2017,Listed,12.37,10.69
3491,113262,Steel Strips Wheels Ltd.,INE802C01017,513262,SSWL,SSW IN,STWH.BO,Automobile & Ancillaries,Auto Ancillary,09-Jun-2017,Listed,945.00,1470.07
3492,113517,Steelcast Ltd.,INE124E01020,513517,,STLCS IN,STCL.BO,Automobile & Ancillaries,Castings/Forgings,09-Jun-2017,Listed,111.25,225.17
3493,100399,Steelco Gujarat Ltd.,INE629B01024,500399,STEELCOGUJ,STLG IN,STGJ.BO,Iron & Steel,Steel & Iron Products,09-Jun-2017,Listed,10.17,43.29
3494,222076,STEL Holdings Ltd.,INE577L01016,533316,STEL,STEL IN,STEL.BO,Agri,Tea/Coffee,09-Jun-2017,Listed,78.90,145.61
3495,126071,Stellant Securities (India) Ltd.,INE395F01015,526071,,SELD IN,SELL.BO,Media & Entertainment,Printing And Publishing,24-Jan-2017,Listed,3.64,0.27
3496,248593,Stellar Capital Services Ltd.,INE325P01011,536738,,STCS IN,STLL.BO,Finance,Finance - NBFC,01-Jun-2017,Listed,6.06,15.13
3497,131509,Step Two Corporation Ltd.,INE623D01015,531509,,STPTF IN,STTC.BO,Finance,Finance - NBFC,16-May-2017,Listed,11.20,4.76
3498,112299,Sterling Biotech Ltd.,INE324C01038,512299,STERLINBIO,SLT IN,STBI.BO,Chemicals,Chemicals ,09-Jun-2017,Listed,4.12,112.13
3499,126500,Sterling Green Woods Ltd.,INE398F01019,526500,,SGW IN,STLE.BO,Realty,Construction - Real Estate,01-Jun-2017,Listed,13.15,5.58
3500,108998,Sterling International Enterprises Ltd.,INE696C01021,508998,,SIEL IN,STER.BO,IT,IT - Software ,09-Jun-2017,Listed,1.92,52.11
3501,113575,Sterling Powergensys Ltd.,INE067E01013,513575,,SLST IN,STES.BO,Capital Goods,Engineering - Industrial Equipments,31-May-2017,Listed,6.25,3.19
3502,130759,Sterling Tools Ltd.,INE334A01023,530759,STERTOOLS,STRT IN,STTL.BO,Automobile & Ancillaries,Fasteners,09-Jun-2017,Listed,255.70,875.08
3503,132374,Sterlite Technologies Ltd.,INE089C01029,532374,STRTECH,SOTL IN,STTE.BO,Electricals,Cable,09-Jun-2017,Listed,155.70,6204.16
3504,104960,Stewarts & Lloyds Of India Ltd.,INE356D01012,504960,,SWL IN,STEW.BO,Infrastructure,Engineering - Construction,22-May-2017,Listed,28.50,8.55
3505,132293,STG Lifecare Ltd.,INE863A01013,532293,SOFTTECHGR,STGI IN,SFTG.BO,IT,IT - Software ,08-Jun-2017,Listed,1.05,1.56
3506,113151,STI India Ltd.,INE090C01019,513151,STINDIA,STIB IN,STIB.BO,Textile ,Textile - Spinning,09-Jun-2017,Listed,15.48,44.89
3507,132730,STL Global Ltd.,INE353H01010,532730,SGL,SHGL IN,STLG.BO,Textile ,Textile ,09-Jun-2017,Listed,14.74,40.47
3508,122085,Stone India Ltd.,INE290C01015,522085,,STON IN,STON.BO,Capital Goods,Engineering - Industrial Equipments,09-Jun-2017,Listed,60.80,58.35
3509,104959,Stovec Industries Ltd.,INE755D01015,504959,,STOV IN,STOV.BO,Textile ,Textile - Machinery,09-Jun-2017,Listed,2574.00,537.46
3510,132531,Strides Shasun Ltd.,INE939A01011,532531,STAR,STR IN,STAR.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,942.25,8425.88
3511,130611,Sturdy Industries Ltd.,INE134F01026,530611,,STDI IN,STUD.BO,Electricals,Cable,09-Jun-2017,Listed,1.28,19.71
3512,126951,Stylam Industries Ltd.,INE239C01012,526951,,SYIL IN,STYL.BO,Construction Materials,Laminates/Decoratives,09-Jun-2017,Listed,786.45,642.23
3513,132348,Subex Ltd.,INE754A01014,532348,SUBEX,SUBX IN,SUBX.BO,IT,IT - Software ,09-Jun-2017,Listed,9.85,553.57
3514,248094,Subh Tex (India) Ltd.,INE427O01018,536671,,SUTX IN,SUBL.BO,Textile ,Textile - Weaving,08-Feb-2017,Listed,15.70,17.27
3515,130231,Subhash Silk Mills Ltd.,INE690D01014,530231,,SSLM IN,SUSM.BO,Textile ,Textile ,11-May-2017,Listed,11.40,4.83
3516,117168,Subros Ltd.,INE287B01021,517168,SUBROS,SUBR IN,SUBR.BO,Automobile & Ancillaries,Auto Ancillary,09-Jun-2017,Listed,264.15,1584.60
3517,245539,Suchitra Finance & Trading Co Ltd.,INE475D01010,538714,,SUCH IN,,Finance,Finance - NBFC,09-Jun-2017,Listed,19.25,17.95
3518,106003,Sudal Industries Ltd.,INE618D01015,506003,,SAI IN,SDAL.BO,Non - Ferrous Metals,Aluminium & Aluminium Products,06-Jun-2017,Listed,8.05,5.93
3519,222113,Sudar Industries Ltd.,INE384L01017,533332,SUDAR,SUDAR IN,SUDR.BO,Textile ,Textile ,05-Jun-2017,Listed,1.12,2.52
3520,106655,Sudarshan Chemical Industries  Ltd.,INE659A01023,506655,SUDARSCHEM,SCHI IN,SDCH.BO,Chemicals,Dyes & Pigments,09-Jun-2017,Listed,374.55,2592.91
3521,121113,Suditi Industries Ltd.,INE691D01012,521113,SUDITIND,SDHP IN,SUDI.BO,Textile ,Textile ,09-Jun-2017,Listed,71.25,119.44
3522,111654,Sugal & Damani Share Brokers Ltd.,INE309D01011,511654,,SGD IN,SUDF.BO,Finance,Finance - Stock Broking,08-Jun-2017,Listed,11.29,7.06
3523,245575,Sujala Trading & Holdings Ltd.,INE029H01016,539117,,STHL IN,SUJA.BO,Finance,Finance - Investment,17-Apr-2017,Listed,65.25,37.33
3524,124542,Sukhjit Starch & Chemicals Ltd.,INE450E01011,524542,,SHSC IN,SSCL.BO,FMCG,Consumer Food,09-Jun-2017,Listed,303.60,224.05
3525,108969,Sulabh Engineers & Services Ltd.,INE673M01029,508969,,SES IN,SULE.BO,Finance,Finance - NBFC,23-May-2017,Listed,69.30,696.29
3526,130419,Sumedha Fiscal Services Ltd.,INE886B01012,530419,,SMFS IN,SUMF.BO,Finance,Finance - Investment,09-Jun-2017,Listed,35.50,28.34
3527,114211,Sumeet Industries Ltd.,INE235C01010,514211,SUMEETINDS,SUMT IN,SUIN.BO,Textile ,Textile - Spinning,09-Jun-2017,Listed,32.05,186.02
3528,130445,Sumeru Industries Ltd.,INE764B01029,530445,,SMIL IN,SUMI.BO,Finance,Finance - Investment,06-Jun-2017,Listed,1.19,8.57
3529,220531,Summit Securities Ltd.,INE519C01017,533306,SUMMITSEC,SUMM IN,SUMM.BO,Finance,Finance - NBFC,09-Jun-2017,Listed,707.70,771.52
3530,132070,Sumuka Agro Industries Ltd.,INE311N01016,532070,,SUPB IN,SUBP.BO,Media & Entertainment,Printing & Stationery,09-Jun-2017,Listed,45.00,24.48
3531,132154,Sun And Shine Worldwide Ltd.,INE560F01014,532154,,SSWL IN,SUNS.BO,Trading,Trading,09-Jun-2017,Listed,1.98,9.90
3532,132872,Sun Pharma Advanced Research Company Ltd.,INE232I01014,532872,SPARC,SPADV IN,SPRC.BO,Miscellaneous,Miscellaneous,09-Jun-2017,Listed,305.55,7543.90
3533,124715,Sun Pharmaceutical Industries Ltd.,INE044A01036,524715,SUNPHARMA,SUNP IN,SUN.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,524.80,125915.59
3534,117403,Sun Source (India) Ltd.,INE320F01013,517403,,SUNS IN,SUNO.BO,Power,Power Generation/Distribution,09-Jun-2017,Listed,3.70,5.32
3535,131752,Sun Techno Overseas Ltd.,INE703D01023,531752,,STOL IN,STOL.BO,Trading,Trading,09-Jun-2017,Listed,0.19,12.40
3536,132733,Sun TV Network Ltd.,INE424H01027,532733,SUNTV,SUNTV IN,SUTV.BO,Media & Entertainment,TV Broadcasting & Software Production,09-Jun-2017,Listed,797.70,31436.13
3537,279273,Suncare Traders Ltd.,INE452S01017,539526,,SUNCR IN,SNTR.BO,Construction Materials,Laminates/Decoratives,06-Jun-2017,Listed,48.00,26.93
3538,130795,Suncity Synthetics Ltd.,INE584D01019,530795,,SNCT IN,SUSY.BO,Textile ,Textile - Manmade  Fibres,24-May-2017,Listed,10.20,5.04
3539,190072,Sundaram Brake Linings Ltd.,INE073D01013,590072,SUNDRMBRAK,SBL IN,SBKL.BO,Automobile & Ancillaries,Auto Ancillary,09-Jun-2017,Listed,457.10,179.85
3540,190071,Sundaram Finance Ltd.,INE660A01013,590071,SUNDARMFIN,SUF IN,SNFN.BO,Finance,Finance - NBFC,09-Jun-2017,Listed,1614.40,17936.61
3541,190047,Sundaram Multi Pap Ltd.,INE108E01023,533166,SUNDARAM,SMUL IN,SUMP.BO,Paper,Paper & Paper Products,09-Jun-2017,Listed,3.08,75.65
3542,120056,Sundaram-Clayton Ltd.,INE105A01035,520056,SUNCLAYLTD,SDC IN,SUND.BO,Automobile & Ancillaries,Auto Ancillary,09-Jun-2017,Listed,4154.95,8406.33
3543,100403,Sundram Fasteners Ltd.,INE387A01021,500403,SUNDRMFAST,SF IN,SNFS.BO,Trading,Trading,09-Jun-2017,Listed,404.20,8493.39
3544,100404,Sunflag Iron & Steel Company Ltd.,INE947A01014,500404,SUNFLAG,SUNF IN,SFLG.BO,Iron & Steel,Steel & Iron Products,09-Jun-2017,Listed,35.75,644.28
3545,131433,Sungold Capital Ltd.,INE271D01013,531433,,MTFI IN,SUNG.BO,Media & Entertainment,Film Production  Distribution & Entertainment,08-Jun-2017,Listed,1.14,2.10
3546,130953,Sunil Agro Foods Ltd.,INE224D01012,530953,,SNAF IN,SUAG.BO,FMCG,Consumer Food,09-Jun-2017,Listed,52.20,15.68
3547,200390,Sunil Healthcare Ltd.,INE671C01016,537253,,SSYN IN,SUHC.BO,Chemicals,Chemicals ,09-Jun-2017,Listed,82.00,84.09
3548,132711,Sunil Hitech Engineers Ltd.,INE305H01028,532711,SUNILHITEC,SUHE IN,SUHT.BO,Infrastructure,Engineering - Construction,09-Jun-2017,Listed,13.02,493.14
3549,121232,Sunil Industries Ltd.,INE124M01015,521232,,SNI IN,SUNL.BO,Textile ,Textile ,09-Jun-2017,Listed,31.65,13.29
