SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3,,,,,,,,,,
531210,COLINZ LABOR,XT,Q,29.5,29.5,29.2,29.25,29.25,28.25,17,1206,35332,,INE923C01011,15-Jul-22,,,,,,,,,,,,
531212,NLFL        ,X ,Q,27.2,32,27.2,27.25,27.25,28.05,20,384,10785,,INE606C01012,15-Jul-22,,,,,,,,,,,,
531213,MANAP FIN   ,A ,Q,88.15,89.35,87.45,88.8,88.8,88.15,2485,216539,19124473,,INE522D01027,15-Jul-22,,,,,,,,,,,,
531215,RTS POWER CO,X ,Q,47.45,49,45.3,47.95,47,48,18,1811,86101,,INE005C01017,15-Jul-22,,,,,,,,,,,,
531216,COMFORT INTE,X ,Q,23.1,23.2,22.65,23.2,23.1,22.4,29,8660,200111,,INE819A01031,15-Jul-22,,,,,,,,,,,,
531223,ANJANI SYNT.,X ,Q,29.8,31.4,29,31,31,30.95,30,1147,34455,,INE364D01032,15-Jul-22,,,,,,,,,,,,
531225,XTGLOBAL    ,X ,Q,40.4,40.4,38.6,39.1,39.4,39.8,134,13283,520444,,INE547B01028,15-Jul-22,,,,,,,,,,,,
531227,DECO-MICA   ,P ,Q,31,31,31,31,31,32,2,3800,117800,,INE907E01010,15-Jul-22,,,,,,,,,,,,
531228,RANDER CORP.,X ,Q,6.92,6.92,6.92,6.92,6.92,6.79,3,448,3100,,INE821D01031,15-Jul-22,,,,,,,,,,,,
531233,RASI ELECTRO,X ,Q,9.89,9.96,9.5,9.65,9.5,9.64,70,34421,335440,,INE822D01021,15-Jul-22,,,,,,,,,,,,
531234,SCOOBEEDAY  ,X ,Q,132,137.75,130.5,136.95,136.95,135,13,342,44923,,INE962E01015,15-Jul-22,,,,,,,,,,,,
531235,CITI PORT FN,XT,Q,9.4,9.4,9.39,9.39,9.39,9.88,6,1300,12209,,INE494D01011,15-Jul-22,,,,,,,,,,,,
531237,DHRUVA CAP. ,XT,Q,18,18,18,18,18,17.15,6,438,7884,,INE972E01014,15-Jul-22,,,,,,,,,,,,
531240,SHAMROCK IND,XT,Q,5.84,5.84,5.84,5.84,5.84,5.88,4,220,1284,,INE022F01015,15-Jul-22,,,,,,,,,,,,
531241,LINC        ,B ,Q,249,249,245.85,246.1,245.85,245.95,10,34,8375,,INE802B01019,15-Jul-22,,,,,,,,,,,,
531252,ANERI       ,X ,Q,5,5,5,5,5,5,3,95,475,,INE720D01019,15-Jul-22,,,,,,,,,,,,
531253,INDIA GELAT.,X ,Q,117.35,118,114.8,117.2,116.85,114.6,54,6331,738431,,INE342D01012,15-Jul-22,,,,,,,,,,,,
531254,OPTIFIN     ,X ,Q,32.45,32.45,32,32,32,30.95,13,713,23134,,INE031G01014,15-Jul-22,,,,,,,,,,,,
531255,PARAGON FIN.,X ,Q,17.85,18.05,17.85,18.05,18.05,18.05,2,2,35,,INE015E01012,15-Jul-22,,,,,,,,,,,,
531257,PRATIKSHA CH,X ,Q,23.8,23.8,22.35,23.25,23.35,22.7,51,2840,66172,,INE530D01012,15-Jul-22,,,,,,,,,,,,
531259,ESHAMEDIA   ,XT,Q,6.86,6.86,6.59,6.86,6.86,6.54,8,226,1493,,INE328F01016,15-Jul-22,,,,,,,,,,,,
531260,SUNEDISON   ,X ,Q,345,364.7,339.2,340.05,339.2,357,28,209,71172,,INE332F01018,15-Jul-22,,,,,,,,,,,,
531266,VST TILLERS ,A ,Q,2619,2619,2525.25,2557.25,2555,2597.45,171,504,1290781,,INE764D01017,15-Jul-22,,,,,,,,,,,,
531268,B2B SOFT.   ,XT,Q,27.75,27.75,26.75,27.25,27.5,26.75,25,1365,37606,,INE151B01011,15-Jul-22,,,,,,,,,,,,
531273,RADHE DEVLOP,X ,Q,13,13,13,13,13,12.4,28,1191,15483,,INE986B01044,15-Jul-22,,,,,,,,,,,,
531274,KINETIC TRUS,XT,Q,7,7,7,7,7,7,4,95,665,,INE674M01019,15-Jul-22,,,,,,,,,,,,
531278,ELIXIR      ,XT,Q,54.9,54.9,52.6,53,53,54.35,9,265,14055,,INE785D01012,15-Jul-22,,,,,,,,,,,,
531279,TRISHAKTI EL,X ,Q,71.1,73,67.35,73,73,70.7,8,526,37318,,INE238C01014,15-Jul-22,,,,,,,,,,,,
531280,PANKAJ POLY.,X ,Q,6.2,6.2,5.78,5.78,5.78,6.03,7,139,837,,INE698B01011,15-Jul-22,,,,,,,,,,,,
531281,MARBLE      ,X ,Q,12.7,12.7,12.1,12.1,12.1,12.6,5,106,1300,,INE807H01023,15-Jul-22,,,,,,,,,,,,
531283,CINDRELLA FI,XT,Q,17.55,18.4,17.55,17.9,17.9,17.55,17,1562,27989,,INE897D01015,15-Jul-22,,,,,,,,,,,,
531287,NAT PLASTIC ,X ,Q,76,76.95,74.8,75,75,70.35,7,43,3243,,INE896D01017,15-Jul-22,,,,,,,,,,,,
531288,LEAD FINANC ,XT,Q,14.6,14.6,14.6,14.6,14.6,13.95,5,331,4832,,INE531D01010,15-Jul-22,,,,,,,,,,,,
531289,NATFIT      ,X ,Q,51.4,54.95,51.4,54.9,54.95,51.4,7,145,7719,,INE643C01015,15-Jul-22,,,,,,,,,,,,
531297,ARTEFACT PR ,X ,Q,50,50,47,48.25,48.25,49.7,15,1026,48525,,INE885B01014,15-Jul-22,,,,,,,,,,,,
531300,AMIT INTNL. ,Z ,Q,5.59,5.59,5.59,5.59,5.59,5.4,1,1,5,,INE053D01015,15-Jul-22,,,,,,,,,,,,
531301,HIGH STREET ,X ,Q,44.9,44.9,44.9,44.9,44.9,42.8,24,1343,60300,,INE319M01011,15-Jul-22,,,,,,,,,,,,
531304,NUTECH GLOBA,X ,Q,10,10,10,10,10,9.54,1,1,10,,INE960H01012,15-Jul-22,,,,,,,,,,,,
531306,DHP INDIA LT,X ,Q,1213,1245,1213,1222.85,1220,1212.4,77,611,749538,,INE590D01016,15-Jul-22,,,,,,,,,,,,
531307,RRIL        ,X ,Q,13.98,13.98,13.23,13.5,13.5,13.62,71,4561,61775,,INE951M01037,15-Jul-22,,,,,,,,,,,,
531310,AVAILABLE FI,X ,Q,134.05,141.5,131.7,138.1,139,137.15,334,3817,514654,,INE325G01010,15-Jul-22,,,,,,,,,,,,
531319,MARUTI SEC. ,X ,Q,4.37,4.58,4.37,4.58,4.58,4.37,5,245,1112,,INE368C01019,15-Jul-22,,,,,,,,,,,,
531322,HAVISHA     ,T ,Q,2.47,2.47,2.29,2.3,2.35,2.38,14,6271,14900,,INE293B01029,15-Jul-22,,,,,,,,,,,,
531323,JAYIND      ,X ,Q,9.18,9.18,9.18,9.18,9.18,8.97,2,120,1101,,INE250D01017,15-Jul-22,,,,,,,,,,,,
531324,ROSELABS FIN,X ,Q,15.35,15.35,15.35,15.35,15.35,16.15,2,78,1197,,INE475C01012,15-Jul-22,,,,,,,,,,,,
531328,KRETTOSYS   ,X ,Q,0.61,0.62,0.58,0.62,0.62,0.62,624,913738,550157,,INE128R01023,15-Jul-22,,,,,,,,,,,,
531334,VIKALP SEC. ,XT,Q,7.74,8.49,7.74,8.48,8.48,8.14,14,974,7660,,INE186E01011,15-Jul-22,,,,,,,,,,,,
531335,ZYDUS WELL  ,A ,Q,1614,1634.4,1601.95,1610.9,1609.65,1608.4,511,1435,2321316,,INE768C01010,15-Jul-22,,,,,,,,,,,,
531337,WINPRO      ,B ,Q,4.46,4.47,4.36,4.4,4.39,4.37,51,19431,85346,,INE974C01022,15-Jul-22,,,,,,,,,,,,
531338,MILE GLOBAL ,X ,Q,16.8,16.8,16.8,16.8,16.8,16.85,1,297,4989,,INE151H01018,15-Jul-22,,,,,,,,,,,,
531340,BERVIN INV. ,XT,Q,32.5,33.5,32.5,33.5,33.5,33.5,5,66,2191,,INE348I01018,15-Jul-22,,,,,,,,,,,,
531343,INDINFRA    ,X ,Q,8.33,8.33,8.32,8.32,8.32,7.94,2,4,33,,INE954M01031,15-Jul-22,,,,,,,,,,,,
531344,CONTAIN.CORP,A ,Q,666.2,686,666.2,684.55,683.1,673.95,2281,50628,34291856,,INE111A01025,15-Jul-22,,,,,,,,,,,,
531346,EASTERN TRED,X ,Q,34,34,34,34,34,33.9,2,2,68,,INE500D01015,15-Jul-22,,,,,,,,,,,,
531349,PANACEA BIOT,B ,Q,128.8,130.2,128.05,129,129.5,128.65,280,18761,2420730,,INE922B01023,15-Jul-22,,,,,,,,,,,,
531352,PEETI SECURT,XT,Q,22.3,24.6,22.3,24.6,24.6,23.45,14,1209,27508,,INE328D01011,15-Jul-22,,,,,,,,,,,,
531357,MERCURY META,XT,Q,5.9,5.9,5.9,5.9,5.9,5.62,1,25,147,,INE763M01028,15-Jul-22,,,,,,,,,,,,
531358,CHOICE INT. ,B ,Q,400.05,401.2,397.05,398.9,397.6,398.5,1293,16371,6527530,,INE102B01014,15-Jul-22,,,,,,,,,,,,
531359,SHRIRAM ASSE,X ,Q,157,157,146,154.85,154.85,146,9,1093,163263,,INE777G01012,15-Jul-22,,,,,,,,,,,,
531360,GOLECHA GLOB,X ,Q,6.5,6.5,6.5,6.5,6.5,6.5,1,8,52,,INE427D01011,15-Jul-22,,,,,,,,,,,,
531364,PARAMONE    ,X ,Q,26.65,26.65,24.6,25.45,25,26.85,6,128,3174,,INE005E01013,15-Jul-22,,,,,,,,,,,,
531370,SPAR        ,X ,Q,27.7,28.15,27.45,28.15,28.15,26.85,77,22693,635615,,INE960B01015,15-Jul-22,,,,,,,,,,,,
531373,BYKE HOSP   ,B ,Q,33.1,34.95,33.1,34.8,34.85,34.25,26,2393,83496,,INE319B01014,15-Jul-22,,,,,,,,,,,,
531380,CENTENIAL SU,X ,Q,56.25,63.1,53.05,54.05,60.5,57.4,11,72,4130,,INE405H01018,15-Jul-22,,,,,,,,,,,,
531381,ARIHANT FOUN,X ,Q,27.3,31,27.3,29.2,29.2,29.85,16,412,12080,,INE413D01011,15-Jul-22,,,,,,,,,,,,
531387,HASTI FINANC,X ,Q,4.49,4.49,4.49,4.49,4.49,4.58,4,701,3147,,INE671D01014,15-Jul-22,,,,,,,,,,,,
531390,UPSURGE INV.,X ,Q,43.5,46.8,43.5,45.5,45.5,45,46,16119,727983,,INE890B01014,15-Jul-22,,,,,,,,,,,,
531395,PADAM COTTON,XT,Q,18.4,18.9,18.4,18.9,18.9,19,3,101,1883,,INE448D01017,15-Jul-22,,,,,,,,,,,,
531398,SOURCENTRL  ,X ,Q,98.95,98.95,93.05,93.05,93.05,95.65,3,5,488,,INE679C01027,15-Jul-22,,,,,,,,,,,,
531399,G.G.AUTOMATI,XT,Q,24.5,24.95,23,24,24.45,24.2,46,7087,167398,,INE493B01017,15-Jul-22,,,,,,,,,,,,
531402,LWS KNITWEAR,XT,Q,14.3,14.3,13.65,14.3,14.3,14.3,3,35,496,,INE281M01013,15-Jul-22,,,,,,,,,,,,
531406,ANS LTD     ,XT,Q,11,11.55,11,11,11,11,4,37,413,,INE234J01018,15-Jul-22,,,,,,,,,,,,
531411,TUNI TEXTILE,X ,Q,2.42,2.55,2.42,2.47,2.47,2.47,493,188116,466918,,INE560D01027,15-Jul-22,,,,,,,,,,,,
531412,RADIX IND   ,XT,Q,47.35,47.35,47.35,47.35,47.35,45.1,3,100,4735,,INE576N01014,15-Jul-22,,,,,,,,,,,,
531413,KIRAN PRINT ,X ,Q,6.65,6.65,6.65,6.65,6.65,6.7,1,1,6,,INE516D01011,15-Jul-22,,,,,,,,,,,,
531416,NARENDRA PRO,X ,Q,15.6,16.9,15.6,16.9,16.9,16.1,12,640,10779,,INE603F01012,15-Jul-22,,,,,,,,,,,,
531417,MEGA CORPN. ,X ,Q,2.2,2.28,2.12,2.19,2.26,2.19,90,13607,30128,,INE804B01023,15-Jul-22,,,,,,,,,,,,
531426,TAMIL.NEWSPR,A ,Q,198.35,199.9,192.35,193.8,193.8,199.05,3413,52036,10201719,,INE107A01015,15-Jul-22,,,,,,,,,,,,
531431,SHAKTI PUMPS,A ,Q,515,515,474,480.35,480.35,499.35,1342,9942,4792489,,INE908D01010,15-Jul-22,,,,,,,,,,,,
531432,SYSTEMATIX  ,X ,Q,7.28,7.28,7.28,7.28,7.28,6.94,1,1,7,,INE07P301011,15-Jul-22,,,,,,,,,,,,
531433,SUNGOLD CAP.,XT,Q,2.2,2.2,2.2,2.2,2.2,2.27,1,100,220,,INE271D01013,15-Jul-22,,,,,,,,,,,,
531437,PWASML      ,X ,Q,32.35,32.35,28.95,29.9,30,29.95,45,4364,128730,,INE523I01016,15-Jul-22,,,,,,,,,,,,
531439,GOLDSTONE EN,B ,Q,57.2,59.35,57.2,59.35,59.35,56.55,50,6831,404483,,INE805A01014,15-Jul-22,,,,,,,,,,,,
531449,GRM OVERSEAS,B ,Q,405,408.8,383.9,387.8,387.8,404.1,1139,46564,18282899,,INE192H01020,15-Jul-22,,,,,,,,,,,,
531453,MOHIT INDUS.,B ,Q,15.75,15.95,15.5,15.55,15.55,15.95,79,349,5465,,INE954E01012,15-Jul-22,,,,,,,,,,,,
531454,POLYLINK POL,X ,Q,26.45,27.9,26.1,27.7,27.75,26.95,33,5898,161186,,INE323D01020,15-Jul-22,,,,,,,,,,,,
531456,MINAXI TEXT.,X ,Q,2.91,2.91,2.71,2.77,2.75,2.87,260,178937,496255,,INE952C01028,15-Jul-22,,,,,,,,,,,,
531460,CONTI.CONTRL,X ,Q,5.88,6.14,5.88,6.14,6.14,6.18,9,1236,7368,,INE545B01022,15-Jul-22,,,,,,,,,,,,
531465,NOUVEAU     ,X ,Q,1.24,1.26,1.22,1.22,1.26,1.24,23,2929,3628,,INE317B01042,15-Jul-22,,,,,,,,,,,,
531471,DUKE OFFSHOR,X ,Q,8.45,8.47,8.45,8.47,8.47,9.38,6,940,7945,,INE397G01019,15-Jul-22,,,,,,,,,,,,
531472,CYBELE IND  ,X ,Q,13,13.54,13,13.54,13.54,12.9,21,1309,17640,,INE183D01010,15-Jul-22,,,,,,,,,,,,
531489,CG-VAK SOFTW,X ,Q,309.4,309.4,298.6,303.05,303,299.35,77,1151,349537,,INE084D01010,15-Jul-22,,,,,,,,,,,,
531494,NAVKAR      ,X ,Q,17.1,17.1,16,16.95,16.95,16.75,92,46970,782467,,INE268H01036,15-Jul-22,,,,,,,,,,,,
531497,MADHUCON PRJ,B ,Q,5,5.17,4.88,5.12,5.12,5.07,55,10973,55075,,INE378D01032,15-Jul-22,,,,,,,,,,,,
531499,SYBLY INDS. ,X ,Q,6.59,6.59,6.45,6.45,6.45,6.11,8,1813,11790,,INE080D01042,15-Jul-22,,,,,,,,,,,,
531500,RAJESH EXPO.,A ,Q,600,601.6,583.5,591.4,591.4,596.7,1398,22812,13519272,,INE343B01030,15-Jul-22,,,,,,,,,,,,
531502,ESAAR (I)LTD,X ,Q,8.68,8.68,8.34,8.34,8.34,8.51,223,359074,3038417,,INE404L01039,15-Jul-22,,,,,,,,,,,,
531503,MARIS SPIN. ,X ,Q,70.85,70.85,67.6,68.65,68,69.65,28,1646,112582,,INE866D01010,15-Jul-22,,,,,,,,,,,,
531508,EVEREADY (I),A ,Q,328.6,335.05,328.6,333.55,330.6,323.8,738,8605,2861367,,INE128A01029,15-Jul-22,,,,,,,,,,,,
531512,ORIENT TRADE,X ,Q,7.45,7.95,7.45,7.95,7.95,7.58,81,27042,212269,,INE681D01039,15-Jul-22,,,,,,,,,,,,
531518,VIKASPROP   ,B ,Q,1.15,1.22,1.04,1.09,1.09,1.11,16947,4885321,5533016,,INE767B01022,15-Jul-22,,,,,,,,,,,,
531525,ACE SOFTWARE,X ,Q,17,17,17,17,17,16.5,1,1,17,,INE849B01010,15-Jul-22,,,,,,,,,,,,
531531,HATSUN AGRO ,A ,Q,925.25,925.25,896.45,904.05,900.45,917.6,264,726,658595,,INE473B01035,15-Jul-22,,,,,,,,,,,,
531533,E.COM INFOTE,XT,Q,32.95,32.95,32.75,32.75,32.75,31.4,4,63,2066,,INE578B01015,15-Jul-22,,,,,,,,,,,,
531539,RISHABH DIGH,XT,Q,26.25,26.25,23.75,23.75,23.75,25,3,70,1750,,INE864D01015,15-Jul-22,,,,,,,,,,,,
531540,MARUTI INFRA,X ,Q,54.05,57.4,54.05,54.3,54.3,55.4,36,8408,464541,,INE392G01010,15-Jul-22,,,,,,,,,,,,
531541,KOBO        ,Z ,Q,4.66,5.14,4.66,4.66,4.66,4.9,22,5655,28322,,INE881A01015,15-Jul-22,,,,,,,,,,,,
531543,JINDAL WORLD,T ,Q,224,228.3,221,225,225,229.8,37,936,209383,,INE247D01039,15-Jul-22,,,,,,,,,,,,
531548,SOMANY CRAM ,A ,Q,619.3,627,618.85,619,618.85,624.1,41,853,531650,,INE355A01028,15-Jul-22,,,,,,,,,,,,
531552,RAGHUNATH TO,X ,Q,10.62,11.45,10.1,10.66,10.78,10.63,37,1629,17406,,INE754B01012,15-Jul-22,,,,,,,,,,,,
531556,CORAL (I)FIN,B ,Q,34.55,36.75,34.55,35.65,36.1,34.5,99,1787,63612,,INE558D01021,15-Jul-22,,,,,,,,,,,,
531569,SANJIVANI PA,X ,Q,45.25,47,45.25,47,47,47.25,19,1421,66507,,INE860D01013,15-Jul-22,,,,,,,,,,,,
531574,VAS INFRA   ,X ,Q,4.47,4.47,4.47,4.47,4.47,4.7,1,5,22,,INE192C01013,15-Jul-22,,,,,,,,,,,,
531582,BERYL SECUR.,XT,Q,8.56,8.56,8.56,8.56,8.56,8.56,1,1,8,,INE508J01015,15-Jul-22,,,,,,,,,,,,
531583,RAP MEDIA   ,X ,Q,23.5,23.5,22.1,22.1,22.1,23.25,4,51,1162,,INE483D01014,15-Jul-22,,,,,,,,,,,,
531585,DEVINE IMPE ,XT,Q,4.55,5.01,4.55,4.57,4.57,4.78,9,98,457,,INE455C01014,15-Jul-22,,,,,,,,,,,,
531591,BAMPSL SECUR,X ,Q,7.45,7.55,7.43,7.45,7.45,7.41,21,4607,34411,,INE802A01037,15-Jul-22,,,,,,,,,,,,
531592,GENPHARMA   ,X ,Q,4.68,4.87,4.6,4.74,4.75,4.66,669,615661,2884109,,INE861N01036,15-Jul-22,,,,,,,,,,,,
531594,INCON ENGG. ,XT,Q,17,17,15.45,15.45,15.45,16.25,14,342,5319,,INE507D01010,15-Jul-22,,,,,,,,,,,,
531595,CGCL        ,A ,Q,697.2,725,697.2,711,711.25,696.6,461,2328,1662867,,INE180C01026,15-Jul-22,,,,,,,,,,,,
531599,FDC LIMITED ,A ,Q,261.75,268.3,260.35,264.15,264.15,264.45,581,3569,947945,,INE258B01022,15-Jul-22,,,,,,,,,,,,
531608,GORANI INDUS,XT,Q,181,181,170.65,175.95,176,179.6,55,1514,264210,,INE792J01015,15-Jul-22,,,,,,,,,,,,
531609,KG PETROCHEM,X ,Q,230.05,246.9,230,239,239,248,34,1979,466553,,INE902G01016,15-Jul-22,,,,,,,,,,,,
531613,MAL         ,XT,Q,1.28,1.29,1.25,1.25,1.25,1.31,7,5229,6545,,INE100C01024,15-Jul-22,,,,,,,,,,,,
531616,STARCOM     ,X ,Q,90.15,113.85,88,100,100,95.85,50,1196,119804,,INE347I01010,15-Jul-22,,,,,,,,,,,,
531624,COUNTRY COND,B ,Q,4.14,4.2,3.85,4.18,4.2,4.1,49,16574,67220,,INE695B01025,15-Jul-22,,,,,,,,,,,,
531626,OROSMITHS   ,X ,Q,5.29,5.29,5.2,5.22,5.28,5.24,84,11759,61673,,INE628B01034,15-Jul-22,,,,,,,,,,,,
531633,LINCOLN PHAR,B ,Q,311.55,314.75,307.25,310.75,311.45,312.05,212,1855,577531,,INE405C01035,15-Jul-22,,,,,,,,,,,,
531635,SILVER OAK  ,X ,Q,36,39.85,36,39.85,39.85,39.9,7,185,7340,,INE870J01019,15-Jul-22,,,,,,,,,,,,
531637,PRAVEG      ,X ,Q,148.75,150,146,146.65,146.65,148.85,68,3550,527732,,INE722B01019,15-Jul-22,,,,,,,,,,,,
531638,SURAJ LTD   ,X ,Q,67.35,67.4,63.95,67,67,65.65,12,342,22235,,INE713C01016,15-Jul-22,,,,,,,,,,,,
531642,MARICOLTD   ,A ,Q,507.25,513.6,501.8,506.45,506,507.25,1089,18259,9250382,,INE196A01026,15-Jul-22,,,,,,,,,,,,
531644,TOKYO FINANC,XT,Q,13.5,14.17,13.45,14.17,14.17,13.5,11,1072,14536,,INE546D01018,15-Jul-22,,,,,,,,,,,,
531651,NATIONAL GEN,XT,Q,276,276,250.8,250.8,250.8,264,14,150,37941,,INE654H01011,15-Jul-22,,,,,,,,,,,,
531658,ABATEAS     ,XT,Q,9.67,9.67,9.67,9.67,9.67,10.16,6,1485,14359,,INE454E01013,15-Jul-22,,,,,,,,,,,,
531661,HITTCO TOOLS,XT,Q,8.25,8.89,8.2,8.4,8.4,8.63,74,37253,309288,,INE863C01019,15-Jul-22,,,,,,,,,,,,
531667,RRMETAL     ,X ,Q,30,30,27.55,29,29,30,32,4501,127997,,INE117K01013,15-Jul-22,,,,,,,,,,,,
531668,VISION CORPO,X ,Q,2.01,2.01,1.9,2.01,2.01,2.01,7,421,840,,INE661D01015,15-Jul-22,,,,,,,,,,,,
531676,VAGHANI     ,X ,Q,8.64,8.64,8.64,8.64,8.64,8.64,1,10,86,,INE554H01021,15-Jul-22,,,,,,,,,,,,
531680,MAYUR LEATHR,XT,Q,6.85,6.85,6.75,6.8,6.8,6.7,13,1996,13545,,INE799E01011,15-Jul-22,,,,,,,,,,,,
531681,AMERISE     ,X ,Q,1,1,1,1,1,0.96,53,165487,165487,,INE673C01020,15-Jul-22,,,,,,,,,,,,
531688,PRITHVIEXCH ,X ,Q,28.6,28.6,27,28.6,28.6,28,10,1710,47303,,INE621B01021,15-Jul-22,,,,,,,,,,,,
531694,RAINBOW FOUN,X ,Q,9.8,10.01,9.26,9.77,9.77,9.41,21,2315,21855,,INE230F01014,15-Jul-22,,,,,,,,,,,,
531716,TRICOMFRU   ,X ,Q,1.43,1.43,1.38,1.43,1.43,1.45,11,1900,2675,,INE843F01014,15-Jul-22,,,,,,,,,,,,
531717,VIDHIING    ,B ,Q,447,447,400,403.15,403.15,425.85,1174,7477,3094493,,INE632C01026,15-Jul-22,,,,,,,,,,,,
531719,BHAGIRA.CHEM,B ,Q,929.45,940,926.8,939,939,926.25,29,144,134302,,INE414D01019,15-Jul-22,,,,,,,,,,,,
531723,STAMPEDE CAP,T ,Q,0.65,0.65,0.65,0.65,0.65,0.68,1,20000,13000,,INE224E01028,15-Jul-22,,,,,,,,,,,,
531726,PANCHSHEEL O,X ,Q,202.1,214.4,202.1,209.15,209.15,209.5,222,46360,9741535,,INE316G01019,15-Jul-22,,,,,,,,,,,,
531727,MENON PISTON,X ,Q,45.95,45.95,44.45,44.7,44.7,45.1,161,13369,601219,,INE650G01029,15-Jul-22,,,,,,,,,,,,
531737,GREENCREST  ,X ,Q,7.94,7.94,7.64,7.94,7.94,7.79,79,20536,162118,,INE414C01037,15-Jul-22,,,,,,,,,,,,
531739,GENNEX LAB  ,X ,Q,7.01,7.25,6.84,6.98,6.98,6.92,905,313794,2225435,,INE509C01026,15-Jul-22,,,,,,,,,,,,
531746,PRAJAY ENGS.,B ,Q,15.2,15.45,15,15,15,15.27,40,1085,16553,,INE505C01016,15-Jul-22,,,,,,,,,,,,
531752,BIOGEN      ,X ,Q,0.93,0.95,0.92,0.94,0.94,0.95,1927,1301870,1215814,,INE703D01023,15-Jul-22,,,,,,,,,,,,
531761,APOLLOPIPES ,A ,Q,466.4,471.15,460.1,462.65,462.65,465.25,484,3564,1653749,,INE126J01016,15-Jul-22,,,,,,,,,,,,
531762,UNJHA FORMUL,X ,Q,8.93,9.81,8.93,9.81,9.81,9.4,11,601,5394,,INE576D01015,15-Jul-22,,,,,,,,,,,,
531768,POLY MEDICUR,A ,Q,738,740.85,732.3,735.65,740.5,739.65,149,365,269195,,INE205C01021,15-Jul-22,,,,,,,,,,,,
531775,CISTRO TELE.,XT,Q,0.51,0.51,0.49,0.5,0.51,0.49,29,27167,13401,,INE365C01023,15-Jul-22,,,,,,,,,,,,
531778,KACHCHHMIN  ,XT,Q,27.2,27.2,27.2,27.2,27.2,27.2,10,256,6963,,INE059E01010,15-Jul-22,,,,,,,,,,,,
531780,KACL        ,XT,Q,107.85,107.85,107.85,107.85,107.85,113.5,56,2154,2541269,CHEMFABALKA ,B ,Q,170,170,166.2,166.7,166.3,169.2,34,303,50542,,INE783X01023,15-Jul-22
541276,HARDWYN     ,B ,Q,268.2,268.25,252.95,253.15,254.5,266.25,154,3380,868390,,INE626Z01011,15-Jul-22,,,,,,,,,,,,
541301,ORIENTELEC  ,A ,Q,277.45,295,270.6,286.35,286.35,277.05,957,17269,4825946,,INE142Z01019,15-Jul-22,,,,,,,,,,,,
541302,DHRUV       ,B ,Q,50.25,50.9,46.7,48.1,48.3,49.75,135,7186,347100,,INE506Z01015,15-Jul-22,,,,,,,,,,,,
541303,AKSHAR      ,B ,Q,94,98.65,90.6,98.45,98.4,92,321,22526,2183598,,INE256Z01017,15-Jul-22,,,,,,,,,,,,
541304,INDOUS      ,M ,Q,85,94.05,85,94.05,94.05,85.5,16,28500,2631375,,INE250Z01010,15-Jul-22,,,,,,,,,,,,
541313,ICICI500    ,A ,Q,22.99,23.15,22.61,22.82,22.82,22.88,54,1053,23945,,INF109KC1V59,15-Jul-22,,,,,,,,,,,,
541336,INDOSTAR    ,A ,Q,135,135,131,131.95,132,132.3,109,1419,186976,,INE896L01010,15-Jul-22,,,,,,,,,,,,
541337,MILEFUR     ,M ,Q,9.2,9.65,8.79,9.3,8.99,9.25,54,321000,3001410,,INE424Z01011,15-Jul-22,,,,,,,,,,,,
541347,PARVATI     ,X ,Q,10.33,10.33,9.76,9.81,9.76,10.06,92,8146,80605,,INE295Z01015,15-Jul-22,,,,,,,,,,,,
541352,MEGASTAR    ,B ,Q,167,167.65,167,167,167,166.4,42,578,96554,,INE00EM01016,15-Jul-22,,,,,,,,,,,,
541353,INNOVATORS  ,M ,Q,54.9,54.95,54.9,54.95,54.95,53.75,3,4800,263600,,INE870Z01015,15-Jul-22,,,,,,,,,,,,
541400,ZIMLAB      ,X ,Q,215.5,223.95,215.5,221.95,223.95,214.95,46,7464,1637050,,INE518E01015,15-Jul-22,,,,,,,,,,,,
541402,AFFORDABLE  ,M ,Q,148.7,148.7,148,148,148,148.6,3,3200,474520,,INE692Z01013,15-Jul-22,,,,,,,,,,,,
541403,DOLLAR      ,B ,Q,422.8,423.1,413.3,414.2,413.3,419.95,552,4204,1754661,,INE325C01035,15-Jul-22,,,,,,,,,,,,
541418,NGIL        ,B ,Q,160.8,162.2,153.85,162.05,162,154.5,89,2869,457697,,INE236Y01012,15-Jul-22,,,,,,,,,,,,
541444,PALMJEWELS  ,B ,Q,13.9,14.35,13.8,13.87,14.2,14.07,21,2008,27865,,INE838Z01012,15-Jul-22,,,,,,,,,,,,
541445,WAA         ,M ,Q,37,37,37,37,37,37.5,1,1600,59200,,INE799N01012,15-Jul-22,,,,,,,,,,,,
541450,ADANIGREEN  ,A ,Q,2119,2174.85,2021.05,2071.45,2071.45,2089.7,45894,609553,1275984855,,INE364U01010,15-Jul-22,,,,,,,,,,,,
541503,UNICK       ,XT,Q,36,36,36,36,36,36,1,65,2340,,INE250G01010,15-Jul-22,,,,,,,,,,,,
541540,SOLARA      ,A ,Q,356.7,363.35,352,357.05,357.05,355.85,1196,9946,3567826,,INE624Z01016,15-Jul-22,,,,,,,,,,,,
541546,GAYAHWS     ,T ,Q,0.68,0.69,0.68,0.68,0.68,0.67,5,34334,23357,,INE287Z01012,15-Jul-22,,,,,,,,,,,,
