SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3,,,,,,,,,,
509930,SUPREM IND  ,A ,Q,1822.9,1858.05,1819,1824.45,1824.45,1817.7,348,1389,2553053,,INE195A01028,15-Jul-22,,,,,,,,,,,,
509960,U.P.HOTELS  ,XT,Q,450,450,450,450,450,470,1,79,35550,,INE726E01014,15-Jul-22,,,,,,,,,,,,
509966,VST INDUS.  ,A ,Q,3078.8,3141.55,3077.9,3118,3108.7,3086.05,137,276,859948,,INE710A01016,15-Jul-22,,,,,,,,,,,,
510245,SWASTI VINAY,X ,Q,6.71,6.88,6.71,6.83,6.85,6.73,176,24096,164403,,INE804A01025,15-Jul-22,,,,,,,,,,,,
511000,MADHUS.SEC  ,X ,Q,2.99,2.99,2.74,2.75,2.74,2.88,102,55936,154701,,INE856D01011,15-Jul-22,,,,,,,,,,,,
511012,YAMINI INVES,XT,Q,1.02,1.04,0.98,1.02,1.02,1,1663,1845141,1856337,,INE457N01025,15-Jul-22,,,,,,,,,,,,
511016,PREMIER CAP.,X ,Q,6.02,6.89,6.01,6.2,6.2,6.56,15,1847,11276,,INE946K01023,15-Jul-22,,,,,,,,,,,,
511034,JINDAL DRILL,B ,Q,176,181.95,175.4,177,175.4,178,83,1333,237560,,INE742C01031,15-Jul-22,,,,,,,,,,,,
511066,SAKTHI FIN. ,X ,Q,21.3,21.9,20.5,21.8,21.2,21.3,31,448,9625,,INE302E01014,15-Jul-22,,,,,,,,,,,,
511076,SAT IND LTD ,X ,Q,34.5,34.5,33.6,33.95,34.05,33.45,42,13615,464376,,INE065D01027,15-Jul-22,,,,,,,,,,,,
511092,JMDVL       ,X ,Q,6.1,6.34,6.1,6.34,6.34,6.22,8,512,3149,,INE047E01031,15-Jul-22,,,,,,,,,,,,
511108,SHIVA TEXYAM,B ,Q,156.5,159.05,156.5,156.95,157.95,160.5,25,308,48627,,INE705C01020,15-Jul-22,,,,,,,,,,,,
511110,V.B.DESAI   ,X ,Q,8.05,8.05,8.05,8.05,8.05,8.05,2,100,805,,INE848D01018,15-Jul-22,,,,,,,,,,,,
511116,QUADRANT    ,X ,Q,1.24,1.24,1.2,1.24,1.24,1.19,1402,5487432,6796919,,INE527B01020,15-Jul-22,,,,,,,,,,,,
511122,FIRST CUSTO.,XT,Q,47.4,47.4,47.4,47.4,47.4,47.4,1,1,47,,INE609B01018,15-Jul-22,,,,,,,,,,,,
511131,KAMAN HSG   ,X ,Q,9.92,9.92,9,9.91,9.91,9.45,6,2850,27300,,INE344D01018,15-Jul-22,,,,,,,,,,,,
511147,WALL ST.FIN.,X ,Q,29.1,32,29.1,29.95,31.75,29.4,51,3658,113491,,INE549D01012,15-Jul-22,,,,,,,,,,,,
511153,ANJANIFOODS ,XT,Q,74,74.05,71.3,71.75,71.3,74,20,434,31815,,INE096I01013,15-Jul-22,,,,,,,,,,,,
511187,MILLENNIUM  ,XT,Q,2.58,2.58,2.58,2.58,2.58,2.46,17,14634,37755,,INE570N01025,15-Jul-22,,,,,,,,,,,,
511194,I.C.D.S.    ,T ,Q,34.65,35.9,34.65,35.9,35.9,36.4,6,219,7713,,INE613B01010,15-Jul-22,,,,,,,,,,,,
511196,CANFIN HOMES,A ,Q,474.65,485.35,469.9,481.45,479.9,471.65,748,10075,4815248,,INE477A01020,15-Jul-22,,,,,,,,,,,,
511208,IL & FS INVE,B ,Q,6.39,6.4,6.1,6.18,6.21,6.26,84,11879,73574,,INE050B01023,15-Jul-22,,,,,,,,,,,,
511218,SHRIRAM TRAN,A ,Q,1300,1317.8,1276.5,1314.4,1313.1,1295.9,1827,19263,25073287,,INE721A01013,15-Jul-22,,,,,,,,,,,,
511243,CHOLAFIN    ,A ,Q,625.85,637.25,616.05,632.5,635,616.35,1160,26457,16514234,,INE121A01024,15-Jul-22,,,,,,,,,,,,
511333,VLS FINANCE ,B ,Q,144.9,144.9,143,143.9,144.55,145.5,20,50,7170,,INE709A01018,15-Jul-22,,,,,,,,,,,,
511355,IND CEM CAP ,X ,Q,9.15,9.15,8.71,9.03,9.09,9.14,19,7667,69265,,INE429D01017,15-Jul-22,,,,,,,,,,,,
511359,AD-MANUM FIN,X ,Q,39.95,39.95,39.3,39.3,39.3,38.15,5,218,8578,,INE556D01017,15-Jul-22,,,,,,,,,,,,
511377,MEHTA I.FIN ,XT,Q,15.1,15.1,13.85,13.9,13.9,14.4,12,1063,14933,,INE240B01012,15-Jul-22,,,,,,,,,,,,
511391,INTER GLOB F,X ,Q,15.25,16.85,15.25,15.3,15.3,16.05,9,462,7065,,INE661M01016,15-Jul-22,,,,,,,,,,,,
511411,SHRISTINFRA ,X ,Q,33,33,30.3,31.75,31.75,31.65,20,951,30064,,INE472C01027,15-Jul-22,,,,,,,,,,,,
511413,CREST       ,B ,Q,178.9,178.9,163.4,168.25,169.6,172,34,493,83122,,INE559D01011,15-Jul-22,,,,,,,,,,,,
511431,VAKRANGEE   ,A ,Q,29.65,30.65,29.5,29.9,29.9,29.7,2046,443407,13297317,,INE051B01021,15-Jul-22,,,,,,,,,,,,
511441,GUJ.CREDIT  ,XT,Q,31,31,29.5,31,31,30.95,7,54,1652,,INE034B01019,15-Jul-22,,,,,,,,,,,,
511447,SYLPH TECH  ,Z ,Q,16.45,16.9,15.8,16.85,16.9,16.1,18,2331,38768,,INE706F01013,15-Jul-22,,,,,,,,,,,,
511451,DHARANI FIN.,X ,Q,6.79,6.79,6.79,6.79,6.79,6.79,1,1,6,,INE899D01011,15-Jul-22,,,,,,,,,,,,
511463,ALEXANDER   ,X ,Q,19,19,17.5,17.9,18.3,18.1,72,1680,30411,,INE191N01012,15-Jul-22,,,,,,,,,,,,
511473,IND.BANK MER,B ,Q,21,21,20.15,20.3,20.25,20.5,164,5496,113203,,INE841B01017,15-Jul-22,,,,,,,,,,,,
511501,BHARAT BHUSH,X ,Q,23.7,25.5,21.05,22.3,21.05,23.75,23,767,18103,,INE900A01013,15-Jul-22,,,,,,,,,,,,
511505,CAPITAL TRUS,B ,Q,104.4,106.95,102,105.05,105.05,106,13,347,35611,,INE707C01018,15-Jul-22,,,,,,,,,,,,
511507,USHAKIRAN FI,XT,Q,14,14,14,14,14,14,1,1,14,,INE697C01011,15-Jul-22,,,,,,,,,,,,
511509,VIVO BIO TEC,X ,Q,31.2,31.75,30.2,30.8,30.2,31.25,62,5795,178835,,INE380K01017,15-Jul-22,,,,,,,,,,,,
511525,PAN INDIA C ,XT,Q,3.45,3.5,3.24,3.42,3.45,3.41,282,66439,225260,,INE376A01032,15-Jul-22,,,,,,,,,,,,
511533,SAHARA HOUSG,X ,Q,40,40,38.2,38.25,38.3,40.4,6,118,4714,,INE135C01012,15-Jul-22,,,,,,,,,,,,
511535,NDA SECURIT.,X ,Q,10.05,12,10.05,10.25,10.25,10.6,14,1592,16024,,INE026C01013,15-Jul-22,,,,,,,,,,,,
511543,GSB FINANCE ,X ,Q,8.02,8.02,8.02,8.02,8.02,8.44,2,4,32,,INE777C01011,15-Jul-22,,,,,,,,,,,,
511549,MORARKA FIN.,X ,Q,145,148.9,137.15,141,141.35,144.35,201,7729,1104269,,INE367A01015,15-Jul-22,,,,,,,,,,,,
511551,MONARCH     ,B ,Q,248.3,252.75,241.6,244.95,245,248,180,2845,697677,,INE903D01011,15-Jul-22,,,,,,,,,,,,
511557,PRO FIN CAP.,X ,Q,1.32,1.32,1.32,1.32,1.32,1.26,44,141424,186679,,INE732K01027,15-Jul-22,,,,,,,,,,,,
511559,TIMES GUARAN,B ,Q,42.75,43.05,42.75,43,42.75,44,6,472,20298,,INE289C01025,15-Jul-22,,,,,,,,,,,,
511571,SOMDATT FIN ,X ,Q,25.45,27.95,25.3,26.45,27.2,27.85,33,2955,76865,,INE754C01010,15-Jul-22,,,,,,,,,,,,
511585,REGENCY TRUS,X ,Q,3.24,3.24,3.24,3.24,3.24,3.3,4,13,42,,INE425F01028,15-Jul-22,,,,,,,,,,,,
511589,AVONMORE    ,X ,Q,80.85,80.85,77.55,78.45,78.45,78,38,2024,159006,,INE323B01016,15-Jul-22,,,,,,,,,,,,
511593,LIBORD FIN  ,X ,Q,5.91,5.91,5.62,5.62,5.62,5.91,3,101,567,,INE212B01011,15-Jul-22,,,,,,,,,,,,
511601,YASH MANAGE.,X ,Q,11,11,10.07,10.74,10.74,10.88,35,51842,539416,,INE216B01012,15-Jul-22,,,,,,,,,,,,
511605,ARIHANT CAP.,B ,Q,79,79,74.5,74.95,74.95,77.6,581,39989,3018317,,INE420B01036,15-Jul-22,,,,,,,,,,,,
511609,ISL CONSULT ,X ,Q,15.8,15.8,15.8,15.8,15.8,15.8,1,125,1975,,INE569B01022,15-Jul-22,,,,,,,,,,,,
511611,DCM FINANCIA,B ,Q,4.1,4.1,3.9,3.9,3.9,4.1,12,6514,25406,,INE891B01012,15-Jul-22,,,,,,,,,,,,
511628,IMCAP       ,X ,Q,72,77.8,72,77.8,77.8,70.75,25,7637,593648,,INE417D01012,15-Jul-22,,,,,,,,,,,,
511630,SAMBHAAV MED,B ,Q,3.03,3.89,3.03,3.54,3.54,3.49,4,301,990,,INE699B01027,15-Jul-22,,,,,,,,,,,,
511654,SUGAL DAM   ,X ,Q,13.65,13.8,13.65,13.8,13.8,13.65,2,205,2799,,INE309D01011,15-Jul-22,,,,,,,,,,,,
511658,NETTLINX LTD,X ,Q,67.95,75,67.95,72.35,74.4,67.5,172,93513,6976674,,INE027D01019,15-Jul-22,,,,,,,,,,,,
511672,SCANSTL     ,X ,Q,33.3,34.9,33,33.9,33.65,33.85,96,12278,412130,,INE099G01011,15-Jul-22,,,,,,,,,,,,
511676,GIC HOUSING ,B ,Q,121.45,121.45,118.7,119.35,119.35,120.55,156,3131,374145,,INE289B01019,15-Jul-22,,,,,,,,,,,,
511688,MATHEW EASOW,XT,Q,11.46,11.46,11.46,11.46,11.46,12.06,1,1,11,,INE963B01019,15-Jul-22,,,,,,,,,,,,
511692,AJCON GLOBAL,X ,Q,35.6,36,34.35,36,36,36,3,4,141,,INE759C01019,15-Jul-22,,,,,,,,,,,,
511696,CHARTERED CA,X ,Q,115.5,115.5,115.5,115.5,115.5,110,3,450,51975,,INE953B01010,15-Jul-22,,,,,,,,,,,,
511702,PARSHARTI IN,XT,Q,25.75,27.8,25.75,27.05,27.7,26.75,14,958,25936,,INE290E01011,15-Jul-22,,,,,,,,,,,,
511710,CUBICAL FIN.,X ,Q,1.93,1.99,1.87,1.96,1.99,1.93,66,40399,77156,,INE717D01023,15-Jul-22,,,,,,,,,,,,
511712,RELIC TECHNO,X ,Q,20.6,22.7,20.6,22.7,22.7,21.65,5,670,15062,,INE452B01013,15-Jul-22,,,,,,,,,,,,
511724,BAID LEASING,X ,Q,23.5,24.15,22.1,22.5,22.1,23,215,38742,905341,,INE020D01022,15-Jul-22,,,,,,,,,,,,
511726,VIPUL LTD   ,B ,Q,16.45,16.75,16.4,16.45,16.45,16.65,32,7109,116808,,INE946H01037,15-Jul-22,,,,,,,,,,,,
511728,KZ LEAS FIN.,X ,Q,20.3,20.3,18.4,18.4,18.4,19.35,4,32,645,,INE006C01015,15-Jul-22,,,,,,,,,,,,
511736,USHDEV INTNL,X ,Q,2.02,2.08,1.98,2.03,2.03,2.02,94,25937,52372,,INE981D01025,15-Jul-22,,,,,,,,,,,,
511742,UGROCAP     ,B ,Q,150.85,155.9,147.75,153.75,155.7,150.85,208,3889,593458,,INE583D01011,15-Jul-22,,,,,,,,,,,,
511754,SHALIB.FINAN,X ,Q,190.9,190.9,179,187.8,187.8,183.4,8,405,74584,,INE861D01011,15-Jul-22,,,,,,,,,,,,
511758,MANSI FINANC,XT,Q,35.05,35.05,34.55,34.55,34.55,33.4,7,1016,35575,,INE094E01017,15-Jul-22,,,,,,,,,,,,
511760,SEVENHILL   ,X ,Q,0.9,0.91,0.85,0.86,0.86,0.89,993,1352892,1168622,,INE518D01025,15-Jul-22,,,,,,,,,,,,
511764,AASTAFIN    ,X ,Q,13.48,13.48,12.5,13.44,13.44,13.48,5,41,538,,INE819K01014,15-Jul-22,,,,,,,,,,,,
511766,MUTHOOT CAP ,B ,Q,189,192.05,175.55,184.95,184.95,179.15,2506,54576,10132724,,INE296G01013,15-Jul-22,,,,,,,,,,,,
511768,MASTER TRUST,X ,Q,125,127,125,126.95,126,127,19,721,91450,,INE677D01029,15-Jul-22,,,,,,,,,,,,
512018,CNI RES LTD ,X ,Q,2.3,2.49,2.27,2.27,2.27,2.38,138,126633,299522,,INE135H01029,15-Jul-22,,,,,,,,,,,,
512020,SARASW.COMM.,X ,Q,2680,2680,2600,2630,2630,2648.65,5,10,26275,,INE967G01019,15-Jul-22,,,,,,,,,,,,
512036,KAPIL COTEX ,XT,Q,30.3,30.3,30.3,30.3,30.3,28.95,2,5,151,,INE393H01016,15-Jul-22,,,,,,,,,,,,
512047,ROYAL IND   ,X ,Q,2.64,2.64,2.4,2.4,2.4,2.4,20,5237,13449,,INE510H01015,15-Jul-22,,,,,,,,,,,,
512048,LUHARUKA    ,X ,Q,2.24,2.24,2.1,2.16,2.16,2.11,155,90688,195436,,INE195E01020,15-Jul-22,,,,,,,,,,,,
512064,VISVEN      ,X ,Q,47.5,47.5,47.5,47.5,47.5,45.4,1,4,190,,INE762D01011,15-Jul-22,,,,,,,,,,,,
512068,DECCANGOLD  ,X ,Q,24,24.95,23.25,23.55,23.55,23.85,159,43397,1040886,,INE945F01025,15-Jul-22,,,,,,,,,,,,
512070,UPL         ,A ,Q,673.2,674.8,663.65,669.45,669.9,669.95,553,9997,6689314,,INE628A01036,15-Jul-22,,,,,,,,,,,,
512093,CRANES SOFTW,X ,Q,2.57,2.68,2.52,2.59,2.58,2.6,109,28396,73772,,INE234B01023,15-Jul-22,,,,,,,,,,,,
512097,SAICOM      ,XT,Q,15.9,15.9,14.55,14.55,14.55,15.3,53,8740,128519,,INE092G01016,15-Jul-22,,,,,,,,,,,,
512103,NIDHI GRANIT,X ,Q,62.6,62.6,62.6,62.6,62.6,62.6,2,100,6260,,INE276H01013,15-Jul-22,,,,,,,,,,,,
512109,AVIVA INDS  ,X ,Q,19.45,20.15,19.45,20.15,20.15,19.8,6,745,15011,,INE461H01011,15-Jul-22,,,,,,,,,,,,
512115,ROSE MERC LT,XT,Q,23.85,23.85,23.85,23.85,23.85,25.1,11,2150,51277,,INE649C01012,15-Jul-22,,,,,,,,,,,,
512131,SIGNET IND  ,B ,Q,39.5,39.75,38.3,38.55,38.4,38.85,105,5063,197546,,INE529F01035,15-Jul-22,,,,,,,,,,,,
512161,SECURKLOUD  ,T ,Q,75,76.5,73.05,73.2,73.1,74.65,53,2224,165462,,INE650K01021,15-Jul-22,,,,,,,,,,,,
512165,ABANSENT    ,X ,Q,89.9,94.55,87.15,92.9,92.9,89.2,39,348,32131,,INE365O01010,15-Jul-22,,,,,,,,,,,,
512175,VAMA INDS   ,X ,Q,8.25,8.25,7.65,7.81,7.81,8.05,346,98403,769867,,INE685D01022,15-Jul-22,,,,,,,,,,,,
512179,SUNTECK REAL,A ,Q,505.35,510.85,501.55,507.7,503.55,503.5,3856,36261,18357195,,INE805D01034,15-Jul-22,,,,,,,,,,,,
512197,SILVEROAK   ,Z ,Q,2.6,2.6,2.45,2.51,2.51,2.54,31,5687,14083,,INE798C01017,15-Jul-22,,,,,,,,,,,,
512215,STEPHANOTIS ,X ,Q,26.85,26.85,26.85,26.85,26.85,25.6,1,20,537,,INE902L01016,15-Jul-22,,,,,,,,,,,,
512217,PRISM MEDI  ,XT,Q,8.35,8.96,8.2,8.96,8.96,8.54,38,14550,129163,,INE730E01016,15-Jul-22,,,,,,,,,,,,
512229,VERITAS     ,XT,Q,124.45,126.5,124.45,125.1,124.75,126.95,96,23640,2947739,,INE379J01029,15-Jul-22,,,,,,,,,,,,
512237,JAI CORP LTD,A ,Q,116.8,117.05,114.7,115.7,115.7,115.8,1646,81597,9453320,,INE070D01027,15-Jul-22,,,,,,,,,,,,
512247,ASHIRWAD CAP,X ,Q,5.36,5.46,5.17,5.26,5.44,5.36,88,29443,156316,,INE894A01026,15-Jul-22,,,,,,,,,,,,
512257,SVARTCORP   ,X ,Q,3.09,3.24,3.09,3.09,3.09,3.25,351,190320,589855,,INE895A01023,15-Jul-22,,,,,,,,,,,,
512267,MEDIA MATRIX,T ,Q,8.8,9.24,8.51,8.94,9.1,8.8,158,23336,209688,,INE200D01020,15-Jul-22,,,,,,,,,,,,
512279,NNTL        ,Z ,Q,10.86,10.86,10.86,10.86,10.86,11.43,5,315,3420,,INE043F01011,15-Jul-22,,,,,,,,,,,,
512296,BHAGYA INL  ,B ,Q,39.4,41,39.4,40.25,40.75,39.65,104,804,32446,,INE458B01036,15-Jul-22,,,,,,,,,,,,
512301,CHAMBAL BREW,X ,Q,3.1,3.1,2.82,3.02,3.09,2.96,43,5510,16851,,INE417N01011,15-Jul-22,,,,,,,,,,,,
512329,KRL         ,XT,Q,447.95,447.95,413.3,413.3,413.3,435,2,3,1274,,INE385F01016,15-Jul-22,,,,,,,,,,,,
512344,ARAVALI SEC.,X ,Q,5.9,5.9,5.28,5.8,5.8,5.27,7,682,3965,,INE068C01015,15-Jul-22,,,,,,,,,,,,
512359,SWORDEDGE   ,X ,Q,0.6,0.62,0.59,0.6,0.6,0.61,983,1057171,638130,,INE093G01022,15-Jul-22,,,,,,,,,,,,
512379,CRESSANDA SO,XT,Q,32.8,33.3,32.65,32.7,32.7,32.95,2113,941596,30857955,,INE716D01033,15-Jul-22,,,,,,,,,,,,
512381,STARTECK    ,B ,Q,126.25,139.85,126.25,137.05,138.05,127.15,40,5568,714113,,INE992I01013,15-Jul-22,,,,,,,,,,,,
512393,SHARDUL SECU,X ,Q,90.1,93.5,90.1,90.1,90.1,90.1,4,15,1357,,INE037B01012,15-Jul-22,,,,,,,,,,,,
512399,SERA        ,XT,Q,117.05,122.65,113.45,113.45,113.45,119.4,15,1862,212559,,INE017I01019,15-Jul-22,,,,,,,,,,,,
512437,APOLLO FIN I,X ,Q,597.4,609.95,597,599,598,580,30,460,275703,,INE412D01013,15-Jul-22,,,,,,,,,,,,
512453,SHRI JAGDAMB,X ,Q,810,810,790,797.6,790,802.25,105,759,605364,,INE564J01026,15-Jul-22,,,,,,,,,,,,
512455,LLOYDS MET E,T ,Q,144.2,151,144.15,146.4,147.75,147.05,644,256363,38260711,,INE281B01032,15-Jul-22,,,,,,,,,,,,
512463,SHREE GLOBAL,X ,Q,8.29,8.29,7.76,8,8.1,8.13,643,1452860,11780562,,INE080I01025,15-Jul-22,,,,,,,,,,,,
512477,BETEX INDIA ,X ,Q,69.4,69.4,65,65.25,69.3,64.65,13,160,11005,,INE765L01017,15-Jul-22,,,,,,,,,,,,
512481,POLYTEX(P)  ,X ,Q,3.31,3.64,3.31,3.4,3.4,3.31,19,3031,10733,,INE012F01016,15-Jul-22,,,,,,,,,,,,
512485,DHANAL.COTEX,X ,Q,84.75,84.75,78.35,79.95,79.95,82.2,13,260,20582,,INE977F01010,15-Jul-22,,,,,,,,,,,,
512489,OASIS SECUR.,X ,Q,64.65,66.85,64.65,66.85,66.85,63.7,3,32,2124,,INE876A01015,15-Jul-22,,,,,,,,,,,,
512493,GARNET INTL ,X ,Q,42.05,42.05,40.6,41.9,42,40.05,43,4738,199074,,INE590B01010,15-Jul-22,,,,,,,,,,,,
512499,SHALIMAR PRO,X ,Q,0.61,0.63,0.61,0.61,0.61,0.62,2785,8081306,4961031,,INE435E01020,15-Jul-22,,,,,,,,,,,,
512519,DONEAR IND. ,B ,Q,49.95,50.45,49.15,50.2,50.45,49.55,43,943,47089,,INE668D01028,15-Jul-22,,,,,,,,,,,,
512527,SUPER SAL IN,X ,Q,795.05,797.9,790,792.75,797.9,803.3,16,258,204912,,INE091C01017,15-Jul-22,,,,,,,,,,,,
512529,SEQUENT     ,A ,Q,102,109.7,101.7,108.9,108.7,101.3,4706,210922,22702597,,INE807F01027,15-Jul-22,,,,,,,,,,,,
512531,STC INDIA   ,B ,Q,84.25,84.25,82.55,83.45,83.45,83.5,60,2995,248995,,INE655A01013,15-Jul-22,,,,,,,,,,,,
512553,ZENITH EXP. ,B ,Q,75.2,75.75,71.75,75.75,75.75,75.35,9,332,24917,,INE058B01018,15-Jul-22,,,,,,,,,,,,
512559,KOHINORFOODS,T ,Q,72.45,72.45,72.45,72.45,72.45,76.25,172,5339,386810,,INE080B01012,15-Jul-22,,,,,,,,,,,,
512573,AVANTI FEEDS,A ,Q,451.5,453.95,448,451.15,451.15,449.85,835,10327,4659193,,INE871C01038,15-Jul-22,,,,,,,,,,,,
512587,ZODIAC JRD  ,X ,Q,28.55,29.7,27.4,27.45,27.45,29.15,11,312,8663,,INE077B01018,15-Jul-22,,,,,,,,,,,,
512589,SITA ENTER. ,X ,Q,17.7,17.7,16.1,17.7,17.7,17.7,5,105,1695,,INE579D01019,15-Jul-22,,,,,,,,,,,,
512597,KEYFINSER   ,B ,Q,99.95,102,98.65,101.65,101.65,101.2,52,889,90027,,INE681C01015,15-Jul-22,,,,,,,,,,,,
512599,ADANI ENTER ,A ,Q,2413.95,2422.75,2377.1,2404.7,2404.7,2385.95,5290,68448,164318070,,INE423A01024,15-Jul-22,,,,,,,,,,,,
512604,HARIA EXPORT,X ,Q,4.25,4.26,4.25,4.26,4.26,4.24,3,795,3383,,INE772B01014,15-Jul-22,,,,,,,,,,,,
512608,BHANDARI HOS,B ,Q,5.7,6.06,5.7,5.82,5.82,5.95,157,101606,593588,,INE474E01029,15-Jul-22,,,,,,,,,,,,
512618,RLF LIMITED.,XT,Q,4.6,4.83,4.52,4.83,4.83,4.6,11,1446,6580,,INE629C01014,15-Jul-22,,,,,,,,,,,,
512624,REGENTRP    ,X ,Q,1.73,1.73,1.63,1.67,1.67,1.71,128,162326,266957,,INE769D01016,15-Jul-22,,,,,,,,,,,,
512626,ORBIT EXPORT,B ,Q,106.85,111,106.85,109,109,107.85,61,197,21418,,INE231G01010,15-Jul-22,,,,,,,,,,,,
512634,SAVERA IND  ,X ,Q,47.95,50.5,46,47.05,47.25,45.05,41,5657,263073,,INE104E01014,15-Jul-22,,,,,,,,,,,,
513005,VBC FERRO   ,XT,Q,31.45,32.5,30.05,32,32,31.3,9,661,20332,,INE114E01013,15-Jul-22,,,,,,,,,,,,
513010,TATASTLLP   ,A ,Q,589,590.95,575.25,580.55,580,602.85,1649,13211,7680807,,INE674A01014,15-Jul-22,,,,,,,,,,,,
513023,NAV BHAR VEN,A ,Q,183,183,175.85,179.4,179.4,179.05,1706,105081,18842555,,INE725A01022,15-Jul-22,,,,,,,,,,,,
513043,REMI EDEL   ,X ,Q,33.15,36.4,32,35.45,33,33.5,14,38,1348,,INE158G01015,15-Jul-22,,,,,,,,,,,,
513059,G.S.AUTO INT,X ,Q,17.3,18.2,17.11,17.37,17.23,17.63,55,16538,291410,,INE736H01024,15-Jul-22,,,,,,,,,,,,
513063,TRANSFREIGHT,XT,Q,16.95,16.95,16.15,16.15,16.15,16.95,11,1356,21901,,INE360D01014,15-Jul-22,,,,,,,,,,,,
513097,SHIV.BIMETAL,B ,Q,444.6,447.9,437.2,440.15,438.6,442.45,851,9089,4007273,,INE386D01027,15-Jul-22,,,,,,,,,,,,
513108,GANDHI SP.TU,B ,Q,356.35,368,356.35,364.25,362.8,355.1,13,99,35959,,INE524B01027,15-Jul-22,,,,,,,,,,,,
513117,AMFORGE IND.,X ,Q,7.22,7.22,6.76,7.04,7.05,7.01,18,1794,12756,,INE991A01020,15-Jul-22,,,,,,,,,,,,
513119,ABC GAS INT ,XT,Q,29.8,29.8,29.8,29.8,29.8,28.4,1,100,2980,,INE173M01012,15-Jul-22,,,,,,,,,,,,
513121,ORICON ENT  ,B ,Q,26.3,26.5,26.05,26.4,26.05,26.25,6,181,4765,,INE730A01022,15-Jul-22,,,,,,,,,,,,
513173,STL STR INF ,X ,Q,26.5,26.9,26,26.35,26,25.55,56,9676,258438,,INE205F01016,15-Jul-22,,,,,,,,,,,,
513216,UTTAM GALVA ,T ,Q,3.45,3.45,3.2,3.28,3.28,3.36,337,207175,671276,,INE699A01011,15-Jul-22,,,,,,,,,,,,
513228,PENNAR STEEL,B ,Q,39.35,39.35,38.45,38.8,39.05,38.75,408,41651,1623386,,INE932A01024,15-Jul-22,,,,,,,,,,,,
513250,JYOTI STRUCT,Z ,Q,15.8,16.5,15,15.65,15.6,15.75,98,33649,527827,,INE197A01024,15-Jul-22,,,,,,,,,,,,
513252,JAY USHIN   ,X ,Q,428.05,461,427,434.4,461,454.55,24,614,266121,,INE289D01015,15-Jul-22,,,,,,,,,,,,
513262,ST.STR.WHEEL,B ,Q,818.1,822.45,807.6,812.2,819.45,812.25,367,1326,1078445,,INE802C01025,15-Jul-22,,,,,,,,,,,,
513269,MAN IND.(I) ,B ,Q,78,80,76.8,78.9,78.9,77.7,205,7117,559210,,INE993A01026,15-Jul-22,,,,,,,,,,,,
513295,IMEC        ,X ,Q,2.01,2.05,1.94,2.03,2.03,2.01,34,20701,41502,,INE611C01012,15-Jul-22,,,,,,,,,,,,
513303,MODERN STEEL,X ,Q,17.4,19.35,17.4,17.85,17.85,17.9,7,629,11183,,INE001F01019,15-Jul-22,,,,,,,,,,,,
513307,SYNTHIKO FOI,XT,Q,28.5,29.05,28.5,29.05,29.05,29.95,5,176,5077,,INE363L01029,15-Jul-22,,,,,,,,,,,,
513309,GOLKONDA    ,Z ,Q,22,23.8,21.65,21.7,21.65,22.75,6,194,4290,,INE327C01031,15-Jul-22,,,,,,,,,,,,
513335,METALFORGE  ,Z ,Q,4.31,4.55,4.25,4.45,4.45,4.45,41,14231,61475,,INE425A01011,15-Jul-22,,,,,,,,,,,,
513343,GRAND FOUND ,T ,Q,4.18,4.18,3.81,4.16,4.18,3.99,34,11240,46893,,INE534A01028,15-Jul-22,,,,,,,,,,,,
513349,AJMERA      ,B ,Q,253,254.8,244.85,252.65,253.75,251.3,575,3224,807900,,INE298G01027,15-Jul-22,,,,,,,,,,,,
513353,COCHIN MIN. ,X ,Q,111.55,115.8,111.55,113.3,115.8,114.3,23,1153,130929,,INE105D01013,15-Jul-22,,,,,,,,,,,,
513361,ISW LTD     ,X ,Q,2.46,2.94,2.46,2.9,2.9,2.97,375,151080,415631,,INE072A01029,15-Jul-22,,,,,,,,,,,,
513369,RAJKUMAR FRG,X ,Q,42,45.7,40.4,41.75,45.7,42.05,19,187,7689,,INE013J01016,15-Jul-22,,,,,,,,,,,,
513375,CARBORUNDUM ,A ,Q,760,776.95,747.7,766.2,764.25,766.1,899,12096,9165208,,INE120A01034,15-Jul-22,,,,,,,,,,,,
513377,MINERAL&METL,A ,Q,38.05,38.85,37.55,38.25,38.25,38.55,1093,150409,5716683,,INE123F01029,15-Jul-22,,,,,,,,,,,,
513397,VALLABH STEL,X ,Q,6.7,6.7,6.7,6.7,6.7,6.7,1,350,2345,,INE457E01016,15-Jul-22,,,,,,,,,,,,
513401,ASHIANA ISP.,X ,Q,34.05,34.05,28.3,29,28.5,31.25,53,4219,124987,,INE587D01012,15-Jul-22,,,,,,,,,,,,
513403,PM TELELINN ,X ,Q,6.25,6.25,6.25,6.25,6.25,5.96,52,37446,234037,,INE092C01015,15-Jul-22,,,,,,,,,,,,
513418,SMFIL       ,XT,Q,5.65,6,5.47,5.79,5.79,5.73,82,33732,192389,,INE728B01032,15-Jul-22,,,,,,,,,,,,
513422,BLOOM INDUST,X ,Q,23.25,23.25,22,23.25,23.25,22.15,22,7284,167965,,INE373E01015,15-Jul-22,,,,,,,,,,,,
